subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
bfer_142	 2	 4	 1	 0	 1	 3.072576e-02	 1107.jpg	 i	 9.056295e-01	 15	 
bfer_142	 2	 36	 2	 0	 1	 1.999519e+00	 2211.jpg	 i	 1.184834e+00	 59	 
bfer_142	 2	 2	 3	 1	 0	 4.235477e+00	 1103.jpg	 u	 7.248648e-01	 11	 
bfer_142	 2	 31	 4	 0	 1	 6.020805e+00	 2202.jpg	 i	 7.795368e-01	 52	 
bfer_142	 2	 23	 5	 0	 1	 7.856217e+00	 2106.jpg	 i	 6.401249e-01	 53	 
bfer_142	 2	 19	 6	 0	 0	 9.557983e+00	 1218.jpg	 u	 5.623600e-01	 21	 
bfer_142	 2	 20	 7	 0	 1	 1.117661e+01	 1219.jpg	 i	 4.557426e-01	 12	 
bfer_142	 2	 5	 8	 1	 0	 1.267826e+01	 1109.jpg	 u	 3.220835e-01	 17	 
bfer_142	 2	 33	 9	 1	 1	 1.404644e+01	 2205.jpg	 i	 2.579051e-01	 49	 
bfer_142	 2	 8	 10	 1	 0	 1.536456e+01	 1115.jpg	 u	 2.917910e-01	 16	 
bfer_142	 2	 3	 11	 0	 1	 1.671612e+01	 1106.jpg	 i	 3.082250e-01	 20	 
bfer_142	 2	 34	 12	 0	 1	 1.808424e+01	 2206.jpg	 i	 4.521005e-01	 44	 
bfer_142	 2	 38	 13	 0	 1	 1.958598e+01	 2214.jpg	 i	 1.102363e+00	 61	 
bfer_142	 2	 12	 14	 0	 1	 2.173836e+01	 1204.jpg	 i	 6.379809e-01	 4	 
bfer_142	 2	 14	 15	 0	 1	 2.342368e+01	 1208.jpg	 i	 7.366575e-01	 10	 
bfer_142	 2	 24	 16	 1	 0	 2.520898e+01	 2109.jpg	 u	 5.193618e-01	 51	 
bfer_142	 2	 7	 17	 0	 1	 2.677750e+01	 1114.jpg	 i	 5.908421e-01	 7	 
bfer_142	 2	 16	 18	 0	 1	 2.842923e+01	 1212.jpg	 i	 4.991169e-01	 37	 
bfer_142	 2	 26	 19	 0	 0	 2.998094e+01	 2112.jpg	 u	 2.594054e-01	 77	 
bfer_142	 2	 28	 20	 0	 1	 3.129916e+01	 2115.jpg	 i	 2.851795e-01	 43	 
bfer_142	 2	 6	 21	 1	 0	 3.263396e+01	 1110.jpg	 u	 4.063851e-01	 8	 
bfer_142	 2	 35	 22	 0	 1	 3.410231e+01	 2207.jpg	 i	 6.980342e-01	 47	 
bfer_142	 2	 32	 23	 1	 0	 3.585425e+01	 2204.jpg	 u	 3.220857e-01	 57	 
bfer_142	 2	 29	 24	 0	 1	 3.723909e+01	 2120.jpg	 i	 1.377253e+00	 78	 
bfer_142	 2	 9	 25	 0	 0	 3.967516e+01	 1121.jpg	 u	 1.405180e+00	 3	 
bfer_142	 2	 17	 26	 0	 1	 4.212798e+01	 1213.jpg	 i	 1.120365e+00	 18	 
bfer_142	 2	 1	 27	 0	 1	 4.429702e+01	 1101.jpg	 i	 1.159339e+00	 19	 
bfer_142	 2	 27	 28	 0	 0	 4.651594e+01	 2113.jpg	 u	 1.380401e+00	 60	 
bfer_142	 2	 25	 29	 1	 0	 4.895230e+01	 2110.jpg	 u	 8.400408e-01	 48	 
bfer_142	 2	 22	 30	 0	 0	 5.085442e+01	 2103.jpg	 u	 1.673936e+00	 55	 
bfer_142	 2	 11	 31	 0	 1	 5.357418e+01	 1203.jpg	 i	 1.186174e+00	 38	 
bfer_142	 2	 13	 32	 1	 0	 5.580997e+01	 1206.jpg	 u	 2.014373e+00	 14	 
bfer_142	 2	 15	 33	 0	 0	 5.888012e+01	 1211.jpg	 u	 1.048236e+00	 22	 
bfer_142	 2	 10	 34	 0	 1	 6.099910e+01	 1202.jpg	 i	 8.892404e-01	 13	 
bfer_142	 2	 39	 35	 0	 0	 6.293477e+01	 2216.jpg	 u	 1.025568e+00	 50	 
bfer_142	 2	 30	 36	 1	 0	 6.502032e+01	 2121.jpg	 u	 1.172028e+00	 56	 
bfer_142	 2	 18	 37	 1	 0	 6.723964e+01	 1216.jpg	 u	 2.568719e+00	 9	 
bfer_142	 2	 21	 38	 0	 1	 7.086021e+01	 2102.jpg	 i	 1.332136e+00	 62	 
bfer_142	 2	 37	 39	 1	 1	 7.324628e+01	 2213.jpg	 i	 2.034062e+00	 54	 
bfer_142	 2	 40	 40	 0	 1	 7.633300e+01	 2219.jpg	 i	 2.091360e+00	 58	 
