Trial	StimName	Liking	RT
1	102.jpg	6.42222222222	1922
2	155.jpg	3.48888888889	3170
3	137.jpg	6.51111111111	2137
4	146.jpg	2.35555555556	3736
5	148.jpg	1.22222222222	1934
6	127.jpg	5.95555555556	2236
7	147.jpg	4.26666666667	2472
8	107.jpg	2.04444444444	5037
9	134.jpg	2.8	2253
10	132.jpg	5.15555555556	3122
11	133.jpg	1.42222222222	2654
12	151.jpg	0.888888888889	2169
13	152.jpg	5.4	1869
14	115.jpg	2.82222222222	2103
15	158.jpg	4.6	3238
16	108.jpg	4.6	1750
17	109.jpg	1.28888888889	3686
18	116.jpg	1.88888888889	6108
19	101.jpg	8.71111111111	2684
20	139.jpg	3.53333333333	2370
21	121.jpg	2.8	1519
22	145.jpg	1.28888888889	2569
23	150.jpg	2.57777777778	4641
24	140.jpg	2.44444444444	2470
25	119.jpg	7.15555555556	2532
26	111.jpg	5.66666666667	3056
27	159.jpg	4.35555555556	2669
28	141.jpg	4.02222222222	1749
29	122.jpg	4.0	2734
30	117.jpg	1.04444444444	2656
31	131.jpg	1.15555555556	1734
32	103.jpg	2.75555555556	1782
33	144.jpg	1.2	1954
34	157.jpg	1.31111111111	2817
35	142.jpg	3.44444444444	2252
36	156.jpg	2.51111111111	2787
37	143.jpg	2.93333333333	1402
38	125.jpg	1.91111111111	1414
39	124.jpg	1.66666666667	1499
40	105.jpg	2.33333333333	1489
41	149.jpg	1.8	1534
42	118.jpg	2.08888888889	2687
43	106.jpg	2.35555555556	2335
44	160.jpg	2.57777777778	1618
45	136.jpg	4.28888888889	1783
46	128.jpg	1.62222222222	1404
47	135.jpg	4.37777777778	3055
48	153.jpg	3.64444444444	1652
49	104.jpg	4.51111111111	2384
50	126.jpg	4.46666666667	2334
51	154.jpg	6.28888888889	2609
52	130.jpg	6.26666666667	1716
53	138.jpg	1.37777777778	1518
54	114.jpg	5.68888888889	1503
55	120.jpg	2.15555555556	1869
56	112.jpg	2.44444444444	1888
57	123.jpg	4.0	1267
58	110.jpg	5.0	3703
59	129.jpg	5.46666666667	1368
60	113.jpg	5.66666666667	1387
