Trial	StimName	Liking	RT
1	158.jpg	2.6	10838
2	134.jpg	6.6	4719
3	107.jpg	7.84444444444	5193
4	144.jpg	6.48888888889	6491
5	106.jpg	8.68888888889	2817
6	130.jpg	8.8	3141
7	123.jpg	7.24444444444	5088
8	109.jpg	3.46666666667	7709
9	131.jpg	2.6	10178
10	105.jpg	7.0	4203
11	126.jpg	5.97777777778	4707
12	146.jpg	5.4	4953
13	128.jpg	1.73333333333	4256
14	156.jpg	1.66666666667	4756
15	104.jpg	4.88888888889	5754
16	141.jpg	1.68888888889	5560
17	151.jpg	7.93333333333	6989
18	115.jpg	2.44444444444	3870
19	127.jpg	6.97777777778	7429
20	145.jpg	2.82222222222	4255
21	111.jpg	3.82222222222	2868
22	139.jpg	2.57777777778	5023
23	135.jpg	5.35555555556	4776
24	152.jpg	6.62222222222	6057
25	153.jpg	7.97777777778	3734
26	114.jpg	6.64444444444	6411
27	142.jpg	5.97777777778	4268
28	120.jpg	4.73333333333	6527
29	121.jpg	3.84444444444	4419
30	149.jpg	2.2	6240
31	137.jpg	3.24444444444	4457
32	138.jpg	1.68888888889	4567
33	101.jpg	1.57777777778	3207
34	108.jpg	1.73333333333	7086
35	117.jpg	4.71111111111	4642
36	154.jpg	6.91111111111	4085
37	102.jpg	6.93333333333	6927
38	119.jpg	2.73333333333	3185
39	157.jpg	2.77777777778	5276
40	110.jpg	8.06666666667	4686
41	122.jpg	5.97777777778	4988
42	113.jpg	6.51111111111	4257
43	148.jpg	5.42222222222	5857
44	159.jpg	3.06666666667	3938
45	125.jpg	1.53333333333	4588
46	133.jpg	3.93333333333	3035
47	118.jpg	7.57777777778	5641
48	150.jpg	1.82222222222	2804
49	155.jpg	8.11111111111	8638
50	140.jpg	1.73333333333	5672
51	116.jpg	0.577777777778	2335
52	103.jpg	8.6	5956
53	147.jpg	6.91111111111	7342
54	136.jpg	2.75555555556	3472
55	124.jpg	1.77777777778	3538
56	129.jpg	1.46666666667	2234
57	143.jpg	1.71111111111	3837
58	132.jpg	1.8	2655
59	112.jpg	7.06666666667	5274
60	160.jpg	5.48888888889	4221
