subjectID	runtrial	onsettime	Name	Ranking	RT	StimType	StimTypeInd
bfer_113	1	1.551421e-03	147.jpg	999	999	Fractals	3
bfer_113	2	4.021141e+00	125.jpg	999	999	Fractals	3
bfer_113	3	8.042734e+00	136.jpg	5.265503e-01	1.780159e+00	Fractals	3
bfer_113	4	1.054472e+01	146.jpg	4.030762e-01	2.109272e+00	Fractals	3
bfer_113	5	1.316481e+01	109.jpg	5.014648e-01	2.105598e+00	Fractals	3
bfer_113	6	1.578468e+01	105.jpg	999	999	Fractals	3
bfer_113	7	1.980511e+01	159.jpg	5.191040e-01	1.408745e+00	Fractals	3
bfer_113	8	2.230777e+01	131.jpg	6.875610e-01	1.178096e+00	Fractals	3
bfer_113	9	2.481041e+01	107.jpg	8.347778e-01	1.699617e+00	Fractals	3
bfer_113	10	2.731324e+01	160.jpg	4.077148e-01	1.916525e+00	Fractals	3
bfer_113	11	2.981605e+01	124.jpg	4.987183e-01	1.445783e+00	Fractals	3
bfer_113	12	3.231884e+01	101.jpg	1.969055e+00	1.727015e+00	Fractals	3
bfer_113	13	3.482166e+01	154.jpg	5.639038e-01	1.688103e+00	Fractals	3
bfer_113	14	3.732448e+01	138.jpg	3.858643e-01	1.849376e+00	Fractals	3
bfer_113	15	3.982728e+01	156.jpg	2.455444e-01	1.682578e+00	Fractals	3
bfer_113	16	4.233007e+01	119.jpg	999	999	Fractals	3
bfer_113	17	4.633490e+01	134.jpg	1.762695e-01	1.726904e+00	Fractals	3
bfer_113	18	4.883734e+01	140.jpg	2.658691e-01	1.304492e+00	Fractals	3
bfer_113	19	5.134017e+01	149.jpg	4.253540e-01	1.633659e+00	Fractals	3
bfer_113	20	5.384297e+01	155.jpg	3.139648e-01	1.386821e+00	Fractals	3
bfer_113	21	5.634583e+01	112.jpg	6.718140e-01	1.371938e+00	Fractals	3
bfer_113	22	5.884852e+01	115.jpg	4.070435e-01	1.693257e+00	Fractals	3
bfer_113	23	6.135145e+01	120.jpg	9.277344e-02	1.446301e+00	Fractals	3
bfer_113	24	6.385425e+01	110.jpg	2.310791e-01	1.591514e+00	Fractals	3
bfer_113	25	6.635717e+01	126.jpg	3.458252e-01	1.616617e+00	Fractals	3
bfer_113	26	6.885985e+01	133.jpg	6.080322e-01	2.041939e+00	Fractals	3
bfer_113	27	7.141280e+01	116.jpg	2.442017e-01	1.521165e+00	Fractals	3
bfer_113	28	7.391544e+01	150.jpg	999	999	Fractals	3
bfer_113	29	7.792035e+01	128.jpg	3.684082e-01	1.517402e+00	Fractals	3
bfer_113	30	8.042282e+01	132.jpg	4.743042e-01	1.574942e+00	Fractals	3
bfer_113	31	8.292565e+01	152.jpg	5.516968e-01	1.688165e+00	Fractals	3
bfer_113	32	8.542854e+01	157.jpg	8.526611e-02	1.505333e+00	Fractals	3
bfer_113	33	8.793126e+01	144.jpg	2.400513e-01	1.698492e+00	Fractals	3
bfer_113	34	9.043411e+01	143.jpg	1.477051e-02	2.002343e+00	Fractals	3
bfer_113	35	9.293683e+01	113.jpg	5.992432e-01	1.293001e+00	Fractals	3
bfer_113	36	9.543976e+01	139.jpg	5.530396e-01	1.470196e+00	Fractals	3
bfer_113	37	9.794248e+01	137.jpg	7.900391e-01	1.463357e+00	Fractals	3
bfer_113	38	1.004453e+02	106.jpg	3.710327e-01	1.656464e+00	Fractals	3
bfer_113	39	1.029481e+02	102.jpg	2.735840e+00	1.905807e+00	Fractals	3
bfer_113	40	1.054509e+02	123.jpg	999	999	Fractals	3
bfer_113	41	1.094558e+02	142.jpg	4.529419e-01	1.749969e+00	Fractals	3
bfer_113	42	1.119582e+02	141.jpg	5.713501e-01	1.607630e+00	Fractals	3
bfer_113	43	1.144610e+02	114.jpg	1.783447e-01	1.728812e+00	Fractals	3
bfer_113	44	1.169638e+02	148.jpg	7.506104e-01	1.314007e+00	Fractals	3
bfer_113	45	1.194666e+02	145.jpg	2.706299e-01	1.299160e+00	Fractals	3
bfer_113	46	1.219694e+02	103.jpg	2.048096e+00	1.900434e+00	Fractals	3
bfer_113	47	1.244722e+02	151.jpg	2.037903e+00	1.693609e+00	Fractals	3
bfer_113	48	1.269752e+02	158.jpg	3.139648e-01	1.798706e+00	Fractals	3
bfer_113	49	1.294781e+02	122.jpg	5.061035e-01	1.567720e+00	Fractals	3
bfer_113	50	1.319806e+02	111.jpg	6.284180e-01	1.449161e+00	Fractals	3
bfer_113	51	1.344834e+02	121.jpg	6.975098e-01	1.402428e+00	Fractals	3
bfer_113	52	1.369863e+02	129.jpg	6.392822e-01	1.003481e+00	Fractals	3
bfer_113	53	1.394891e+02	104.jpg	8.131104e-01	1.188717e+00	Fractals	3
bfer_113	54	1.419919e+02	130.jpg	2.024170e+00	1.645846e+00	Fractals	3
bfer_113	55	1.444947e+02	118.jpg	1.978821e+00	1.823158e+00	Fractals	3
bfer_113	56	1.469976e+02	108.jpg	2.508972e+00	2.008232e+00	Fractals	3
bfer_113	57	1.495170e+02	127.jpg	999	999	Fractals	3
bfer_113	58	1.535218e+02	117.jpg	5.958862e-01	1.851984e+00	Fractals	3
bfer_113	59	1.560243e+02	135.jpg	2.984619e-01	1.517457e+00	Fractals	3
bfer_113	60	1.585271e+02	153.jpg	999	999	Fractals	3
