subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
bfer_110	 2	 5	 1	 0	 1	 2.987373e-02	 1110.jpg	 i	 2.078845e+00	 13	 
bfer_110	 2	 7	 2	 1	 0	 3.166582e+00	 1115.jpg	 u	 1.102150e+00	 8	 
bfer_110	 2	 24	 3	 1	 0	 5.319002e+00	 2107.jpg	 u	 1.085721e+00	 57	 
bfer_110	 2	 6	 4	 0	 1	 7.454708e+00	 1114.jpg	 i	 7.660231e-01	 4	 
bfer_110	 2	 36	 5	 1	 0	 9.273540e+00	 2209.jpg	 u	 1.067208e+00	 54	 
bfer_110	 2	 3	 6	 0	 1	 1.140918e+01	 1108.jpg	 i	 8.275388e-01	 20	 
bfer_110	 2	 2	 7	 0	 0	 1.329464e+01	 1105.jpg	 u	 5.980823e-01	 18	 
bfer_110	 2	 29	 8	 1	 1	 1.494654e+01	 2115.jpg	 i	 5.621910e-01	 49	 
bfer_110	 2	 26	 9	 0	 1	 1.656504e+01	 2110.jpg	 i	 7.836975e-01	 59	 
bfer_110	 2	 19	 10	 1	 1	 1.840037e+01	 1214.jpg	 i	 6.523699e-01	 14	 
bfer_110	 2	 33	 11	 1	 0	 2.010229e+01	 2204.jpg	 u	 9.504369e-01	 51	 
bfer_110	 2	 28	 12	 1	 1	 2.210459e+01	 2113.jpg	 i	 5.641353e-01	 56	 
bfer_110	 2	 14	 13	 0	 1	 2.372302e+01	 1205.jpg	 i	 5.457039e-01	 37	 
bfer_110	 2	 27	 14	 0	 0	 2.532480e+01	 2111.jpg	 u	 4.399303e-01	 60	 
bfer_110	 2	 21	 15	 0	 0	 2.682645e+01	 2103.jpg	 u	 4.822794e-01	 44	 
bfer_110	 2	 20	 16	 0	 1	 2.836153e+01	 1215.jpg	 i	 4.591849e-01	 22	 
bfer_110	 2	 32	 17	 0	 0	 2.987997e+01	 2120.jpg	 u	 1.276751e+00	 53	 
bfer_110	 2	 13	 18	 0	 0	 3.221587e+01	 1203.jpg	 u	 6.768495e-01	 38	 
bfer_110	 2	 16	 19	 0	 1	 3.395131e+01	 1208.jpg	 i	 5.654089e-01	 19	 
bfer_110	 2	 23	 20	 0	 1	 3.556967e+01	 2106.jpg	 i	 5.550529e-01	 61	 
bfer_110	 2	 30	 21	 0	 0	 3.717150e+01	 2116.jpg	 u	 4.652266e-01	 62	 
bfer_110	 2	 17	 22	 0	 0	 3.868984e+01	 1209.jpg	 u	 5.788972e-01	 21	 
bfer_110	 2	 22	 23	 0	 1	 4.032498e+01	 2104.jpg	 i	 3.677424e-01	 78	 
bfer_110	 2	 31	 24	 0	 0	 4.174324e+01	 2117.jpg	 u	 2.614756e-01	 77	 
bfer_110	 2	 37	 25	 0	 1	 4.306133e+01	 2211.jpg	 i	 5.113960e-01	 52	 
bfer_110	 2	 39	 26	 0	 0	 4.462980e+01	 2218.jpg	 u	 3.509232e-01	 55	 
bfer_110	 2	 12	 27	 0	 0	 4.603142e+01	 1202.jpg	 u	 4.133048e-01	 10	 
bfer_110	 2	 4	 28	 0	 1	 4.749976e+01	 1109.jpg	 i	 7.129867e-01	 7	 
bfer_110	 2	 15	 29	 1	 1	 4.926839e+01	 1206.jpg	 i	 5.603277e-01	 16	 
bfer_110	 2	 11	 30	 1	 1	 5.088682e+01	 1201.jpg	 i	 5.099485e-01	 9	 
bfer_110	 2	 40	 31	 1	 0	 5.245522e+01	 2219.jpg	 u	 2.854989e-01	 48	 
bfer_110	 2	 8	 32	 1	 0	 5.379010e+01	 1117.jpg	 u	 2.866252e-01	 11	 
bfer_110	 2	 25	 33	 0	 1	 5.512486e+01	 2109.jpg	 i	 4.958582e-01	 47	 
bfer_110	 2	 9	 34	 0	 0	 5.667668e+01	 1119.jpg	 u	 2.480403e-01	 15	 
bfer_110	 2	 34	 35	 0	 0	 5.797818e+01	 2206.jpg	 u	 5.145458e-01	 50	 
bfer_110	 2	 35	 36	 0	 0	 5.954652e+01	 2208.jpg	 u	 5.142074e-01	 58	 
bfer_110	 2	 18	 37	 0	 1	 6.111503e+01	 1213.jpg	 i	 2.576896e-01	 3	 
bfer_110	 2	 10	 38	 0	 0	 6.241645e+01	 1121.jpg	 u	 2.762714e-01	 12	 
bfer_110	 2	 38	 39	 0	 0	 6.375135e+01	 2215.jpg	 u	 3.093685e-01	 43	 
bfer_110	 2	 1	 40	 1	 1	 6.511954e+01	 1103.jpg	 i	 2.131982e-01	 17	 
