Subject	 StimName	 StimNum	 Rank	 Wins	 Loses	 Total
bfer_179	1101.jpg	1	4.002173e-01	2	5	7
bfer_179	1102.jpg	2	3.220464e-01	2	5	7
bfer_179	1103.jpg	3	7.716379e-01	6	1	7
bfer_179	1104.jpg	4	8.003732e-01	6	0	6
bfer_179	1105.jpg	5	6.010773e-01	5	2	7
bfer_179	1106.jpg	6	5.556055e-01	4	3	7
bfer_179	1107.jpg	7	2.249491e-01	1	6	7
bfer_179	1108.jpg	8	3.378471e-01	1	4	5
bfer_179	1109.jpg	9	7.382099e-01	6	1	7
bfer_179	1110.jpg	10	7.333747e-01	5	2	7
bfer_179	1111.jpg	11	4.546923e-01	4	3	7
bfer_179	1112.jpg	12	3.504066e-01	2	5	7
bfer_179	1113.jpg	13	7.537166e-01	5	2	7
bfer_179	1114.jpg	14	5.034802e-01	4	3	7
bfer_179	1115.jpg	15	5.267950e-01	3	3	6
bfer_179	1116.jpg	16	2.498598e-01	1	6	7
bfer_179	1117.jpg	17	3.300691e-01	1	6	7
bfer_179	1118.jpg	18	5.753031e-01	5	2	7
bfer_179	1119.jpg	19	2.928076e-01	1	5	6
bfer_179	1120.jpg	20	2.527743e-01	1	6	7
bfer_179	1121.jpg	21	9.067318e-01	7	0	7
bfer_179	1201.jpg	22	8.302663e-01	7	0	7
bfer_179	1202.jpg	23	1.082234e-01	0	7	7
bfer_179	1203.jpg	24	1.657543e-01	1	6	7
bfer_179	1204.jpg	25	6.730389e-01	5	1	6
bfer_179	1205.jpg	26	7.674050e-01	5	1	6
bfer_179	1206.jpg	27	5.060859e-01	4	3	7
bfer_179	1207.jpg	28	4.375151e-01	3	4	7
bfer_179	1208.jpg	29	3.704850e-01	1	5	6
bfer_179	1209.jpg	30	5.052882e-01	4	3	7
bfer_179	1210.jpg	31	3.259916e-01	2	5	7
bfer_179	1211.jpg	32	4.867008e-01	2	4	6
bfer_179	1212.jpg	33	3.928801e-02	0	7	7
bfer_179	1213.jpg	34	6.821031e-01	5	2	7
bfer_179	1214.jpg	35	3.965532e-01	2	5	7
bfer_179	1215.jpg	36	5.525591e-01	3	3	6
bfer_179	1216.jpg	37	6.991948e-01	5	2	7
bfer_179	1217.jpg	38	5.658849e-01	5	2	7
bfer_179	1218.jpg	39	5.407804e-01	4	3	7
bfer_179	1219.jpg	40	6.649074e-01	5	2	7
