subjectID	runtrial	onsettime	Name	Ranking	RT	StimType	StimTypeInd
bfer_104	1	2.247200e-04	157.jpg	5.420959e+00	1.511785e+00	Fractals	3
bfer_104	2	2.501645e+00	151.jpg	2.231323e+00	1.306313e+00	Fractals	3
bfer_104	3	5.004288e+00	141.jpg	2.016846e+00	1.747578e+00	Fractals	3
bfer_104	4	7.507093e+00	113.jpg	2.099609e+00	1.284828e+00	Fractals	3
bfer_104	5	1.000988e+01	112.jpg	5.923950e+00	1.566024e+00	Fractals	3
bfer_104	6	1.251278e+01	119.jpg	2.301270e+00	1.503179e+00	Fractals	3
bfer_104	7	1.501551e+01	105.jpg	3.133606e+00	1.136366e+00	Fractals	3
bfer_104	8	1.751832e+01	104.jpg	2.812500e+00	1.417589e+00	Fractals	3
bfer_104	9	2.002119e+01	106.jpg	2.448608e+00	1.146793e+00	Fractals	3
bfer_104	10	2.252391e+01	139.jpg	5.835754e+00	1.163981e+00	Fractals	3
bfer_104	11	2.502687e+01	149.jpg	4.549866e+00	1.284976e+00	Fractals	3
bfer_104	12	2.752956e+01	122.jpg	6.313660e+00	1.446316e+00	Fractals	3
bfer_104	13	3.003238e+01	124.jpg	2.500793e+00	1.751514e+00	Fractals	3
bfer_104	14	3.253517e+01	136.jpg	3.287659e+00	1.344757e+00	Fractals	3
bfer_104	15	3.503787e+01	158.jpg	6.604248e+00	1.194033e+00	Fractals	3
bfer_104	16	3.754079e+01	144.jpg	5.129639e+00	1.363174e+00	Fractals	3
bfer_104	17	4.004360e+01	131.jpg	1.416626e+00	1.060288e+00	Fractals	3
bfer_104	18	4.254641e+01	110.jpg	3.257935e+00	1.517479e+00	Fractals	3
bfer_104	19	4.504927e+01	155.jpg	5.097046e+00	1.286649e+00	Fractals	3
bfer_104	20	4.755197e+01	160.jpg	6.057739e+00	1.871929e+00	Fractals	3
bfer_104	21	5.005498e+01	143.jpg	1.096863e+00	1.633069e+00	Fractals	3
bfer_104	22	5.255765e+01	118.jpg	7.474670e+00	1.418286e+00	Fractals	3
bfer_104	23	5.506041e+01	103.jpg	7.851440e+00	1.507504e+00	Fractals	3
bfer_104	24	5.756329e+01	108.jpg	6.424988e+00	1.428651e+00	Fractals	3
bfer_104	25	6.006607e+01	116.jpg	1.829407e+00	1.237844e+00	Fractals	3
bfer_104	26	6.256895e+01	156.jpg	2.800964e+00	1.319020e+00	Fractals	3
bfer_104	27	6.507168e+01	101.jpg	2.534119e+00	1.224237e+00	Fractals	3
bfer_104	28	6.757448e+01	128.jpg	7.036743e+00	1.097435e+00	Fractals	3
bfer_104	29	7.007735e+01	115.jpg	2.010742e+00	1.234620e+00	Fractals	3
bfer_104	30	7.258017e+01	117.jpg	1.983582e+00	1.307678e+00	Fractals	3
bfer_104	31	7.508314e+01	145.jpg	6.542480e+00	9.168136e-01	Fractals	3
bfer_104	32	7.758787e+01	142.jpg	4.368591e+00	1.868035e+00	Fractals	3
bfer_104	33	8.008862e+01	114.jpg	2.546326e+00	1.455350e+00	Fractals	3
bfer_104	34	8.259127e+01	133.jpg	7.860962e+00	1.648592e+00	Fractals	3
bfer_104	35	8.509413e+01	107.jpg	3.266052e+00	1.529768e+00	Fractals	3
bfer_104	36	8.759706e+01	159.jpg	6.414124e+00	1.410910e+00	Fractals	3
bfer_104	37	9.009974e+01	132.jpg	2.256470e+00	1.196140e+00	Fractals	3
bfer_104	38	9.260254e+01	148.jpg	1.953552e+00	1.485378e+00	Fractals	3
bfer_104	39	9.510536e+01	152.jpg	6.889404e+00	1.014497e+00	Fractals	3
bfer_104	40	9.760816e+01	111.jpg	2.247620e+00	1.639757e+00	Fractals	3
bfer_104	41	1.001111e+02	135.jpg	2.538879e+00	1.112832e+00	Fractals	3
bfer_104	42	1.026138e+02	129.jpg	7.130493e+00	1.554094e+00	Fractals	3
bfer_104	43	1.051166e+02	120.jpg	5.597412e+00	1.851310e+00	Fractals	3
bfer_104	44	1.076194e+02	138.jpg	2.536133e+00	1.644526e+00	Fractals	3
bfer_104	45	1.101222e+02	146.jpg	7.421692e+00	1.149703e+00	Fractals	3
bfer_104	46	1.126251e+02	126.jpg	3.020874e+00	1.150892e+00	Fractals	3
bfer_104	47	1.151278e+02	102.jpg	1.475098e+00	1.352174e+00	Fractals	3
bfer_104	48	1.176308e+02	150.jpg	5.440430e+00	1.689335e+00	Fractals	3
bfer_104	49	1.201335e+02	121.jpg	7.079529e+00	1.538373e+00	Fractals	3
bfer_104	50	1.226363e+02	153.jpg	2.648193e+00	1.139612e+00	Fractals	3
bfer_104	51	1.251391e+02	127.jpg	6.807922e+00	1.148809e+00	Fractals	3
bfer_104	52	1.276419e+02	134.jpg	4.551147e+00	1.886085e+00	Fractals	3
bfer_104	53	1.301448e+02	154.jpg	2.085327e+00	1.503216e+00	Fractals	3
bfer_104	54	1.326475e+02	130.jpg	1.758118e+00	1.336399e+00	Fractals	3
bfer_104	55	1.351503e+02	137.jpg	1.354858e+00	1.409583e+00	Fractals	3
bfer_104	56	1.376531e+02	147.jpg	6.511414e+00	1.418765e+00	Fractals	3
bfer_104	57	1.401560e+02	123.jpg	2.645447e+00	1.387878e+00	Fractals	3
bfer_104	58	1.426589e+02	109.jpg	1.665161e+00	1.317092e+00	Fractals	3
bfer_104	59	1.451623e+02	140.jpg	1.003174e+00	1.277656e+00	Fractals	3
bfer_104	60	1.476644e+02	125.jpg	1.195923e+00	1.719518e+00	Fractals	3
