subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_115	1	1	101_barak_ehud.jpg	15	1	1	1	2.991657e-02	1	1.432428e+00	1	4	1.998738e+00	4	3.055611e+00	
BMI_bff_115	1	23	220_tamnu_shata_penina.jpg	51	2	1	5	6.603884e+00	5	1.914469e+00	0	4	9.056694e+00	4	3.565659e+00	
BMI_bff_115	1	8	116_shmuli_itzik.jpg	16	3	1	1	1.417924e+01	1	1.547107e+00	0	2	1.626482e+01	2	2.205528e+00	
BMI_bff_115	1	4	106_herzog_yitzhak.jpg	12	4	1	1	2.001894e+01	1	1.515408e+00	1	1	2.207120e+01	1	3.079150e+00	
BMI_bff_115	1	24	301_benet_naftali.jpg	55	5	1	1	2.670984e+01	1	9.204995e-01	0	3	2.816150e+01	3	1.588851e+00	
BMI_bff_115	1	19	215_rozbozov_yoel.jpg	47	6	1	5	3.129830e+01	5	1.652051e+00	1	4	3.348412e+01	4	9.782245e-01	
BMI_bff_115	1	11	203_cohen_meir.jpg	50	7	1	5	3.602025e+01	5	2.586128e+00	1	5	3.914044e+01	5	1.281908e+00	
BMI_bff_115	1	28	320_yaalon_moshe.jpg	10	8	1	1	4.197696e+01	1	1.189409e+00	1	2	4.369557e+01	2	2.222772e+00	
BMI_bff_115	1	14	206_itzik_dalia.jpg	43	9	1	2	4.746648e+01	2	1.611873e+00	0	4	4.961892e+01	4	3.923420e+00	
BMI_bff_115	1	17	213_perry_yaakov.jpg	56	10	1	5	5.509176e+01	5	1.666579e+00	0	2	5.729423e+01	2	1.304121e+00	
BMI_bff_115	1	3	105_gilon_ilan.jpg	6	11	1	1	6.014732e+01	1	1.075032e+00	0	4	6.176589e+01	4	1.552455e+00	
BMI_bff_115	1	2	104_galon_zahava.jpg	11	12	1	1	6.486940e+01	1	1.792956e+00	0	3	6.720533e+01	3	1.353014e+00	
BMI_bff_115	1	18	214_piron_shai.jpg	9	13	1	1	7.010826e+01	1	3.338101e+00	0	2	7.397956e+01	2	1.778785e+00	
BMI_bff_115	1	5	107_horowitz_nitzan.jpg	14	14	1	1	7.731665e+01	1	1.537705e+00	0	4	7.938559e+01	4	1.332754e+00	
BMI_bff_115	1	7	115_shimon_peres.jpg	18	15	1	1	8.227218e+01	1	9.421640e-01	1	3	8.375724e+01	3	2.113113e+00	
BMI_bff_115	1	26	308_hotovely_tzipi.jpg	8	16	1	5	8.742794e+01	5	1.634426e+00	0	5	8.959711e+01	5	1.185237e+00	
BMI_bff_115	1	25	302_danon_danny.jpg	44	17	1	1	9.233347e+01	1	3.936887e+00	1	4	9.680515e+01	4	1.937231e+00	
BMI_bff_115	1	21	218_shitrit_meir.jpg	45	18	1	2	1.002925e+02	2	3.337890e+00	1	4	1.041634e+02	4	3.949697e-01	
BMI_bff_115	1	6	111_odeh_aiman.jpg	49	19	1	1	1.061153e+02	1	1.107078e+00	0	4	1.077671e+02	4	6.951957e-01	
BMI_bff_115	1	12	204_galant_yoav.jpg	48	20	1	5	1.100200e+02	5	1.498360e+00	0	4	1.120558e+02	4	5.905933e-01	
BMI_bff_115	1	15	207_lapid_yair.jpg	17	21	1	1	1.142081e+02	1	9.582286e-01	0	4	1.157097e+02	4	7.286122e-01	
BMI_bff_115	1	27	314_netanyahu.jpg	53	22	1	1	1.179956e+02	1	7.787106e-01	1	4	1.193138e+02	4	7.565726e-01	
BMI_bff_115	1	10	118_yacimovich_shelly.jpg	7	23	1	1	1.216330e+02	1	1.285350e+00	1	4	1.234518e+02	4	4.985908e-01	
BMI_bff_115	1	20	216_sharom_ariel.jpg	13	24	1	1	1.255041e+02	1	7.022632e-01	1	4	1.267388e+02	4	5.635507e-01	
BMI_bff_115	1	13	205_german_yael.jpg	52	25	1	2	1.288578e+02	2	2.964501e+00	1	5	1.323617e+02	5	9.005981e-01	
BMI_bff_115	1	9	117_tibi_ahmed.jpg	54	26	1	2	1.348145e+02	2	2.343803e+00	0	5	1.377011e+02	5	1.649253e+00	
BMI_bff_115	1	22	219_stern_eliezer.jpg	46	27	1	5	1.409047e+02	5	1.293635e+00	0	4	1.427401e+02	4	6.022678e-01	
BMI_bff_115	1	16	212_olmert_ehud.jpg	5	28	1	1	1.449091e+02	1	8.971689e-01	0	2	1.463441e+02	2	8.382714e-01	
