subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_103	1	18	219_stern_eliezer.jpg	16	1	1	2	2.993308e-02	2	6.115973e+00	0	5	6.687470e+00	5	2.370438e+00	
BMI_bff_103	1	2	104_galon_zahava.jpg	53	2	1	1	1.060855e+01	1	1.857354e+00	1	1	1.301123e+01	1	2.150677e+00	
BMI_bff_103	1	6	113_rosenthal_mickey.jpg	8	3	1	2	1.671532e+01	2	4.574589e+00	0	5	2.182112e+01	5	1.788782e+00	
BMI_bff_103	1	19	220_tamnu_shata_penina.jpg	12	4	1	4	2.515823e+01	4	2.883671e+00	1	1	2.857865e+01	1	1.375255e+00	
BMI_bff_103	1	26	317_shaked_ayelet.jpg	14	5	1	1	3.151530e+01	1	2.038609e+00	0	5	3.408488e+01	5	1.397018e+00	
BMI_bff_103	1	4	109_michaeli_meirav.jpg	50	6	1	1	3.703815e+01	1	2.323752e+00	1	1	3.989137e+01	1	1.094533e+00	
BMI_bff_103	1	10	202_cahlon_moshe.jpg	7	7	1	1	4.254443e+01	1	1.193472e+00	1	1	4.427969e+01	1	7.702117e-01	
BMI_bff_103	1	11	205_german_yael.jpg	6	8	1	1	4.659910e+01	1	1.210806e+00	0	5	4.835094e+01	5	4.109695e-01	
BMI_bff_103	1	24	314_netanyahu.jpg	43	9	1	1	5.031974e+01	1	1.138165e+00	0	5	5.198835e+01	5	3.895567e-01	
BMI_bff_103	1	5	110_nachman_shai.jpg	46	10	1	2	5.394048e+01	2	1.781430e+00	0	5	5.625977e+01	5	8.461423e-01	
BMI_bff_103	1	21	307_hazan_oren.jpg	55	11	1	1	5.866256e+01	1	1.379350e+00	0	5	6.058133e+01	5	5.325844e-01	
BMI_bff_103	1	3	105_gilon_ilan.jpg	54	12	1	2	6.266696e+01	2	1.846940e+00	0	5	6.505314e+01	5	1.252773e+00	
BMI_bff_103	1	12	210_mofaz_shaul.jpg	18	13	1	2	6.785615e+01	2	5.161752e+00	1	1	7.356254e+01	1	1.247347e+00	
BMI_bff_103	1	15	215_rozbozov_yoel.jpg	13	14	1	4	7.636574e+01	4	5.852169e+00	1	2	8.275624e+01	2	7.061664e+00	
BMI_bff_103	1	13	212_olmert_ehud.jpg	52	15	1	1	9.136581e+01	1	1.492094e+00	1	1	9.340151e+01	1	6.963943e-01	
BMI_bff_103	1	20	304_dicter_abraham.jpg	10	16	1	4	9.565401e+01	4	4.419895e+00	1	1	1.006096e+02	1	6.643318e-01	
BMI_bff_103	1	7	114_shafir_stav.jpg	9	17	1	1	1.028288e+02	1	1.109143e+00	0	5	1.044806e+02	5	8.493252e-01	
BMI_bff_103	1	23	312_livnat_limor.jpg	49	18	1	1	1.068833e+02	1	1.222570e+00	0	5	1.086353e+02	5	6.145945e-01	
BMI_bff_103	1	22	309_katz_yisrael.jpg	47	19	1	1	1.108044e+02	1	2.957513e+00	1	1	1.142916e+02	1	1.302281e+00	
BMI_bff_103	1	9	119_zandberg_tamar.jpg	51	20	1	2	1.171448e+02	2	2.113166e+00	0	5	1.197978e+02	5	1.316121e+00	
BMI_bff_103	1	28	319_steinitz_yuval.jpg	56	21	1	1	1.226676e+02	1	2.782258e+00	0	5	1.259881e+02	5	9.338292e-01	
BMI_bff_103	1	17	218_shitrit_meir.jpg	45	22	1	2	1.284743e+02	2	3.743642e+00	1	1	1.327623e+02	1	1.335595e+00	
BMI_bff_103	1	27	318_shalom_silvan.jpg	44	23	1	1	1.356489e+02	1	3.952995e+00	1	1	1.401373e+02	1	2.565788e-01	
BMI_bff_103	1	1	102_beneliezer_binyamin.jpg	48	24	1	1	1.419560e+02	1	1.781939e+00	0	5	1.442753e+02	5	3.186081e-01	
BMI_bff_103	1	8	116_shmuli_itzik.jpg	5	25	1	1	1.461441e+02	1	1.289835e+00	0	5	1.479795e+02	5	2.704149e-01	
BMI_bff_103	1	16	217_shelach_ofer.jpg	11	26	1	1	1.497982e+02	1	3.267693e+00	0	5	1.536024e+02	5	2.715412e-01	
BMI_bff_103	1	14	214_piron_shai.jpg	15	27	1	1	1.554378e+02	1	3.124089e+00	1	1	1.590919e+02	1	2.220503e-01	
BMI_bff_103	1	25	315_regev_miri.jpg	17	28	1	1	1.608772e+02	1	1.124695e+00	0	5	1.625459e+02	5	2.560322e-01	
