subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_120	2	16	213_perry_yaakov.jpg	9	1	1	1	2.981000e-02	1	2.843330e+00	1	3	3.416948e+00	3	2.368211e+00	
BMI_bff_120	2	24	308_hotovely_tzipi.jpg	47	2	1	1	7.338011e+00	1	1.743129e+00	0	2	9.623942e+00	2	4.193203e+00	
BMI_bff_120	2	6	115_shimon_peres.jpg	18	3	1	1	1.538038e+01	1	1.428760e+00	0	2	1.734927e+01	2	6.235866e+00	
BMI_bff_120	2	10	201_baron_roni.jpg	44	4	1	4	2.514136e+01	4	4.179777e+00	0	2	2.986339e+01	2	2.713744e+00	
BMI_bff_120	2	21	303_deri_arye.jpg	54	5	1	1	3.413480e+01	1	2.618323e+00	1	1	3.728832e+01	1	7.448712e-01	
BMI_bff_120	2	20	220_tamnu_shata_penina.jpg	51	6	1	1	3.959097e+01	1	1.994174e+00	1	1	4.212709e+01	1	6.900530e-01	
BMI_bff_120	2	13	210_mofaz_shaul.jpg	7	7	1	1	4.437967e+01	1	2.733499e+00	0	1	4.764995e+01	1	4.151958e-01	
BMI_bff_120	2	25	312_livnat_limor.jpg	46	8	1	1	4.961889e+01	1	1.358242e+00	1	1	5.152107e+01	1	3.760766e-01	
BMI_bff_120	2	9	120_zuabi_hanin.jpg	48	9	1	1	5.345669e+01	1	2.200440e+00	1	1	5.619292e+01	1	1.432220e+00	
BMI_bff_120	2	7	116_shmuli_itzik.jpg	16	10	1	1	5.917965e+01	1	1.013499e+00	1	1	6.073132e+01	1	3.978564e-01	
BMI_bff_120	2	18	218_shitrit_meir.jpg	13	11	1	1	6.268358e+01	1	1.197573e+00	0	1	6.441892e+01	1	5.182364e-01	
BMI_bff_120	2	14	211_molla_shlomo.jpg	43	12	1	1	6.648785e+01	1	1.073296e+00	1	1	6.810635e+01	1	4.067973e-01	
BMI_bff_120	2	11	206_itzik_dalia.jpg	56	13	1	1	7.007525e+01	1	2.893902e+00	0	1	7.351237e+01	1	4.647752e-01	
BMI_bff_120	2	4	108_khenin_dov.jpg	53	14	1	1	7.553132e+01	1	1.333825e+00	0	1	7.740004e+01	1	4.090999e-01	
BMI_bff_120	2	15	212_olmert_ehud.jpg	10	15	1	1	7.936898e+01	1	7.441651e-01	0	1	8.065375e+01	1	3.713927e-01	
BMI_bff_120	2	17	215_rozbozov_yoel.jpg	50	16	1	1	8.257265e+01	1	1.564481e+00	0	1	8.467494e+01	1	4.062005e-01	
BMI_bff_120	2	1	101_barak_ehud.jpg	11	17	1	1	8.664379e+01	1	1.189343e+00	1	1	8.836239e+01	1	5.427550e-01	
BMI_bff_120	2	23	307_hazan_oren.jpg	49	18	1	1	9.046474e+01	1	8.004001e-01	1	1	9.179962e+01	1	4.975210e-01	
BMI_bff_120	2	12	207_lapid_yair.jpg	6	19	1	1	9.385185e+01	1	2.165289e+00	0	1	9.655506e+01	1	5.821104e-01	
BMI_bff_120	2	19	219_stern_eliezer.jpg	14	20	1	1	9.869064e+01	1	7.744966e-01	1	1	1.000088e+02	1	4.003561e-01	
BMI_bff_120	2	2	102_beneliezer_binyamin.jpg	12	21	1	1	1.019612e+02	1	1.351990e+00	0	1	1.038464e+02	1	4.346942e-01	
BMI_bff_120	2	3	103_cabel_eitan.jpg	5	22	1	1	1.058321e+02	1	1.473091e+00	0	1	1.078343e+02	1	3.668815e-01	
BMI_bff_120	2	5	110_nachman_shai.jpg	45	23	1	1	1.097531e+02	1	1.072153e+00	0	1	1.113549e+02	1	6.382473e-01	
BMI_bff_120	2	27	316_saar_gidon.jpg	8	24	1	1	1.135407e+02	1	2.404439e+00	1	1	1.164774e+02	1	3.637766e-01	
BMI_bff_120	2	8	119_zandberg_tamar.jpg	55	25	1	1	1.183962e+02	1	8.369505e-01	0	1	1.197644e+02	1	3.407649e-01	
BMI_bff_120	2	28	317_shaked_ayelet.jpg	17	26	1	1	1.216665e+02	1	2.278658e+00	1	1	1.244863e+02	1	4.668305e-01	
BMI_bff_120	2	26	313_lizman_yaakov.jpg	52	27	1	1	1.265053e+02	1	1.271878e+00	0	1	1.283072e+02	1	2.858937e-01	
BMI_bff_120	2	22	304_dicter_abraham.jpg	15	28	1	1	1.301428e+02	1	7.703837e-01	0	1	1.314442e+02	1	3.489796e-01	
