subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_118	2	16	301_benet_naftali.jpg	8	1	1	1	3.023027e-02	1	1.009792e+00	1	1	1.581926e+00	1	2.026086e+00	
BMI_bff_118	2	22	309_katz_yisrael.jpg	45	2	1	1	5.169272e+00	1	1.430740e+00	0	5	7.138266e+00	5	1.149755e+00	
BMI_bff_118	2	3	114_shafir_stav.jpg	6	3	1	1	9.841293e+00	1	9.747317e-01	0	5	1.135960e+01	5	9.284481e-01	
BMI_bff_118	2	9	207_lapid_yair.jpg	13	4	1	1	1.384575e+01	1	1.202279e+00	0	5	1.558082e+01	5	5.152082e-01	
BMI_bff_118	2	20	307_hazan_oren.jpg	14	5	1	1	1.764998e+01	1	1.398047e+00	1	5	1.958568e+01	5	9.503435e-01	
BMI_bff_118	2	21	308_hotovely_tzipi.jpg	5	6	1	3	2.208832e+01	3	3.863709e+00	0	5	2.649341e+01	5	1.434610e+00	
BMI_bff_118	2	12	210_mofaz_shaul.jpg	46	7	1	5	2.948001e+01	5	2.936012e+00	1	1	3.295059e+01	1	2.329432e+00	
BMI_bff_118	2	4	116_shmuli_itzik.jpg	43	8	1	5	3.683821e+01	5	2.057809e+00	1	1	3.944129e+01	1	1.438733e+00	
BMI_bff_118	2	2	108_khenin_dov.jpg	52	9	1	5	4.242804e+01	5	2.419989e+00	0	5	4.538114e+01	5	4.748843e-01	
BMI_bff_118	2	14	214_piron_shai.jpg	44	10	1	5	4.741683e+01	5	1.975193e+00	0	5	4.993630e+01	5	9.197374e-01	
BMI_bff_118	2	11	209_mitzna_amram.jpg	54	11	1	5	5.240573e+01	5	1.162295e+00	1	1	5.410760e+01	1	5.644194e-01	
BMI_bff_118	2	25	313_lizman_yaakov.jpg	48	12	1	5	5.622672e+01	5	8.052929e-01	1	1	5.756146e+01	1	4.625623e-01	
BMI_bff_118	2	28	318_shalom_silvan.jpg	47	13	1	5	5.958042e+01	5	1.187619e+00	0	5	6.129907e+01	5	8.289511e-01	
BMI_bff_118	2	1	105_gilon_ilan.jpg	49	14	1	5	6.368502e+01	5	1.099003e+00	1	1	6.532024e+01	1	4.637883e-01	
BMI_bff_118	2	10	208_livnee_zipi.jpg	11	15	1	2	6.733926e+01	2	3.364762e+00	1	1	7.124354e+01	1	1.556478e+00	
BMI_bff_118	2	26	315_regev_miri.jpg	15	16	1	1	7.434699e+01	1	1.917065e+00	0	5	7.679984e+01	5	1.384186e+00	
BMI_bff_118	2	7	202_cahlon_moshe.jpg	18	17	1	1	7.973643e+01	1	1.911591e+00	0	5	8.218916e+01	5	2.970869e+00	
BMI_bff_118	2	24	312_livnat_limor.jpg	10	18	1	1	8.671089e+01	1	2.233117e+00	0	5	8.948072e+01	5	1.503291e+00	
BMI_bff_118	2	23	310_kirshenbaum_faina.jpg	7	19	1	5	9.253416e+01	5	2.185874e+00	0	5	9.525386e+01	5	8.341589e-01	
BMI_bff_118	2	19	306_gafni_moshe.jpg	51	20	1	5	9.763984e+01	5	1.384175e+00	1	1	9.955874e+01	1	1.225286e+00	
BMI_bff_118	2	18	303_deri_arye.jpg	56	21	1	5	1.023452e+02	5	2.982841e+00	0	5	1.058658e+02	5	1.558269e+00	
BMI_bff_118	2	27	317_shaked_ayelet.jpg	12	22	1	3	1.089860e+02	3	2.390044e+00	0	5	1.119059e+02	5	3.846103e+00	
BMI_bff_118	2	17	302_danon_danny.jpg	50	23	1	5	1.173120e+02	5	1.480032e+00	0	5	1.193309e+02	5	6.770753e-01	
BMI_bff_118	2	8	205_german_yael.jpg	16	24	1	5	1.215667e+02	5	1.329279e+00	1	1	1.234355e+02	1	4.765703e-01	
BMI_bff_118	2	15	220_tamnu_shata_penina.jpg	9	25	1	5	1.254712e+02	5	1.160835e+00	1	1	1.271731e+02	1	3.549694e-01	
BMI_bff_118	2	13	212_olmert_ehud.jpg	55	26	1	1	1.290752e+02	1	1.764846e+00	0	5	1.313778e+02	5	1.654231e+00	
BMI_bff_118	2	6	118_yacimovich_shelly.jpg	17	27	1	5	1.345814e+02	5	1.706603e+00	1	1	1.368339e+02	1	3.142133e+00	
BMI_bff_118	2	5	117_tibi_ahmed.jpg	53	28	1	1	1.415392e+02	1	1.988839e+00	0	5	1.440587e+02	5	6.693033e-01	
