subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_105	1	2	106_herzog_yitzhak.jpg	15	1	1	1	2.991863e-02	1	1.363457e+00	1	1	1.932058e+00	1	2.461326e+00	
BMI_bff_105	1	9	202_cahlon_moshe.jpg	18	2	1	1	5.953232e+00	1	3.384135e+00	1	2	9.874293e+00	2	1.903084e+00	
BMI_bff_105	1	6	111_odeh_aiman.jpg	13	3	1	5	1.332821e+01	5	1.985191e+00	1	4	1.584775e+01	4	4.305628e+00	
BMI_bff_105	1	18	219_stern_eliezer.jpg	44	4	1	4	2.170427e+01	4	3.121111e+00	1	3	2.535846e+01	3	2.466911e+00	
BMI_bff_105	1	22	305_erdan_gilad.jpg	43	5	1	2	2.937961e+01	2	4.621757e+00	0	2	3.453542e+01	2	2.545955e+00	
BMI_bff_105	1	20	301_benet_naftali.jpg	50	6	1	1	3.863999e+01	1	4.425376e+00	1	1	4.359551e+01	1	9.498671e-01	
BMI_bff_105	1	1	105_gilon_ilan.jpg	14	7	1	3	4.609809e+01	3	3.247284e+00	0	4	4.988596e+01	4	2.275410e+00	
BMI_bff_105	1	28	320_yaalon_moshe.jpg	49	8	1	1	5.372359e+01	1	1.853784e+00	0	3	5.610967e+01	3	4.235697e+00	
BMI_bff_105	1	4	109_michaeli_meirav.jpg	6	9	1	1	6.189950e+01	1	9.418679e-01	0	4	6.338446e+01	4	1.672928e+00	
BMI_bff_105	1	21	302_danon_danny.jpg	12	10	1	3	6.660493e+01	3	2.804443e+00	1	3	6.994182e+01	3	1.827551e+00	
BMI_bff_105	1	12	207_lapid_yair.jpg	55	11	1	1	7.332898e+01	1	3.928387e+00	0	4	7.780069e+01	4	1.544690e+00	
BMI_bff_105	1	5	110_nachman_shai.jpg	52	12	1	3	8.090423e+01	3	4.009149e+00	1	3	8.544269e+01	3	1.566698e+00	
BMI_bff_105	1	13	208_livnee_zipi.jpg	45	13	1	1	8.856275e+01	1	9.826292e-01	1	2	9.008115e+01	2	1.232221e+00	
BMI_bff_105	1	14	209_mitzna_amram.jpg	47	14	1	1	9.286755e+01	1	3.117816e+00	1	3	9.652165e+01	3	1.807722e+00	
BMI_bff_105	1	7	114_shafir_stav.jpg	7	15	1	1	9.987539e+01	1	9.739956e-01	1	3	1.013938e+02	3	1.063567e+00	
BMI_bff_105	1	15	211_molla_shlomo.jpg	48	16	1	5	1.040135e+02	5	1.763915e+00	0	5	1.063160e+02	5	1.749360e+00	
BMI_bff_105	1	8	120_zuabi_hanin.jpg	8	17	1	2	1.096197e+02	2	3.965623e+00	0	4	1.141248e+02	4	3.076609e+00	
BMI_bff_105	1	26	318_shalom_silvan.jpg	5	18	1	1	1.187634e+02	1	2.038023e+00	0	5	1.213329e+02	5	3.308449e+00	
BMI_bff_105	1	19	220_tamnu_shata_penina.jpg	10	19	1	4	1.261884e+02	4	2.741004e+00	1	4	1.294589e+02	4	2.414507e+00	
BMI_bff_105	1	11	205_german_yael.jpg	51	20	1	3	1.334298e+02	3	3.715559e+00	0	2	1.376845e+02	2	2.324856e+00	
BMI_bff_105	1	10	204_galant_yoav.jpg	56	21	1	4	1.415556e+02	4	3.213774e+00	0	4	1.453098e+02	4	2.131530e+00	
BMI_bff_105	1	16	215_rozbozov_yoel.jpg	11	22	1	5	1.489973e+02	5	2.324072e+00	0	2	1.518506e+02	2	1.894799e+00	
BMI_bff_105	1	24	313_lizman_yaakov.jpg	53	23	1	4	1.553044e+02	4	2.656961e+00	1	4	1.584913e+02	4	1.766086e+00	
BMI_bff_105	1	27	319_steinitz_yuval.jpg	17	24	1	1	1.618116e+02	1	3.645736e+00	0	2	1.659998e+02	2	6.096078e-01	
BMI_bff_105	1	23	310_kirshenbaum_faina.jpg	9	25	1	3	1.681688e+02	3	2.760592e+00	0	3	1.714725e+02	3	1.792855e+00	
BMI_bff_105	1	17	217_shelach_ofer.jpg	16	26	1	3	1.748264e+02	3	2.191008e+00	0	4	1.775627e+02	4	1.270627e+00	
BMI_bff_105	1	3	108_khenin_dov.jpg	46	27	1	1	1.803826e+02	1	4.346722e+00	0	3	1.852714e+02	3	2.442005e+00	
BMI_bff_105	1	25	315_regev_miri.jpg	54	28	1	1	1.892759e+02	1	1.189475e+00	0	2	1.909946e+02	2	1.758769e+00	
