subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_126	2	8	119_zandberg_tamar.jpg	56	1	1	1	3.002560e-02	1	2.294936e+00	0	5	2.866532e+00	5	2.802402e+00	
BMI_bff_126	2	28	319_steinitz_yuval.jpg	49	2	1	1	7.221481e+00	1	2.119462e+00	1	1	9.874408e+00	1	2.090533e+00	
BMI_bff_126	2	11	207_lapid_yair.jpg	15	3	1	1	1.352851e+01	1	1.468453e+00	0	5	1.553091e+01	5	1.426028e+00	
BMI_bff_126	2	18	217_shelach_ofer.jpg	16	4	1	1	1.851744e+01	1	9.035089e-01	1	1	1.996905e+01	1	1.971929e+00	
BMI_bff_126	2	25	307_hazan_oren.jpg	9	5	1	1	2.350637e+01	1	2.034579e+00	1	1	2.607590e+01	1	7.370442e-01	
BMI_bff_126	2	21	302_danon_danny.jpg	14	6	1	1	2.837846e+01	1	1.794493e+00	1	1	3.071446e+01	1	8.504945e-01	
BMI_bff_126	2	10	206_itzik_dalia.jpg	13	7	1	3	3.311716e+01	3	2.359798e+00	0	5	3.602044e+01	5	7.685115e-01	
BMI_bff_126	2	6	117_tibi_ahmed.jpg	51	8	1	1	3.833964e+01	1	1.633340e+00	1	1	4.050874e+01	1	1.624207e+00	
BMI_bff_126	2	5	116_shmuli_itzik.jpg	17	9	1	3	4.369568e+01	3	2.037263e+00	1	1	4.628187e+01	1	1.195075e+00	
BMI_bff_126	2	16	214_piron_shai.jpg	11	10	1	1	4.903503e+01	1	1.161910e+00	1	1	5.073707e+01	1	6.759086e-01	
BMI_bff_126	2	12	208_livnee_zipi.jpg	55	11	1	1	5.297275e+01	1	1.392219e+00	0	5	5.490828e+01	5	6.166983e-01	
BMI_bff_126	2	23	305_erdan_gilad.jpg	18	12	1	1	5.707736e+01	1	1.567580e+00	0	5	5.917975e+01	5	4.811989e-01	
BMI_bff_126	2	1	102_beneliezer_binyamin.jpg	43	13	1	1	6.121544e+01	1	2.885497e+00	1	1	6.463589e+01	1	1.385057e+00	
BMI_bff_126	2	13	209_mitzna_amram.jpg	7	14	1	3	6.757243e+01	3	2.208558e+00	0	5	7.032555e+01	5	5.273965e-01	
BMI_bff_126	2	27	317_shaked_ayelet.jpg	6	15	1	1	7.241122e+01	1	3.017738e+00	0	5	7.596527e+01	5	7.756712e-01	
BMI_bff_126	2	2	104_galon_zahava.jpg	54	16	1	1	7.830117e+01	1	2.175773e+00	1	1	8.102096e+01	1	6.799805e-01	
BMI_bff_126	2	3	105_gilon_ilan.jpg	53	17	1	1	8.325682e+01	1	1.652161e+00	0	5	8.544251e+01	5	6.344341e-01	
BMI_bff_126	2	20	301_benet_naftali.jpg	12	18	1	1	8.762827e+01	1	9.286838e-01	0	5	8.909661e+01	5	6.123342e-01	
BMI_bff_126	2	24	306_gafni_moshe.jpg	8	19	1	1	9.126571e+01	1	1.075231e+00	1	1	9.288420e+01	1	5.127407e-01	
BMI_bff_126	2	15	212_olmert_ehud.jpg	48	20	1	1	9.495332e+01	1	1.555879e+00	1	1	9.705561e+01	1	2.045345e+00	
BMI_bff_126	2	4	106_herzog_yitzhak.jpg	44	21	1	1	1.006597e+02	1	9.132568e-01	0	5	1.021112e+02	5	4.697272e-01	
BMI_bff_126	2	19	220_tamnu_shata_penina.jpg	5	22	1	1	1.041469e+02	1	1.090008e+00	0	5	1.057820e+02	5	3.349132e-01	
BMI_bff_126	2	22	304_dicter_abraham.jpg	50	23	1	1	1.076675e+02	1	1.529400e+00	0	5	1.097365e+02	5	7.404521e-01	
BMI_bff_126	2	26	312_livnat_limor.jpg	52	24	1	1	1.120391e+02	1	7.178248e-01	0	5	1.132905e+02	5	2.744266e-01	
BMI_bff_126	2	7	118_yacimovich_shelly.jpg	46	25	1	1	1.151258e+02	1	8.951498e-01	1	1	1.165609e+02	1	3.880753e-01	
BMI_bff_126	2	17	216_sharom_ariel.jpg	47	26	1	1	1.185130e+02	1	1.307980e+00	0	5	1.203651e+02	5	6.158804e-01	
BMI_bff_126	2	14	211_molla_shlomo.jpg	10	27	1	1	1.225343e+02	1	8.226845e-01	0	5	1.239025e+02	5	8.144430e-01	
BMI_bff_126	2	9	203_cohen_meir.jpg	45	28	1	3	1.262718e+02	3	1.461184e+00	0	5	1.282740e+02	5	3.549866e-01	
