subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_128	2	15	214_piron_shai.jpg	49	1	1	1	2.996233e-02	1	1.237867e+00	1	1	1.815304e+00	1	1.764491e+00	
BMI_bff_128	2	28	320_yaalon_moshe.jpg	54	2	1	1	5.135809e+00	1	1.475986e+00	1	1	7.154608e+00	1	5.212212e-01	
BMI_bff_128	2	19	220_tamnu_shata_penina.jpg	6	3	1	3	9.223621e+00	3	4.172172e+00	0	5	1.392893e+01	5	1.434864e+00	
BMI_bff_128	2	20	303_deri_arye.jpg	56	4	1	1	1.691557e+01	1	1.512229e+00	0	5	1.896786e+01	5	1.243943e+00	
BMI_bff_128	2	3	106_herzog_yitzhak.jpg	52	5	1	1	2.177110e+01	1	1.040696e+00	0	5	2.335610e+01	5	7.516922e-01	
BMI_bff_128	2	14	211_molla_shlomo.jpg	17	6	1	4	2.565873e+01	4	3.865062e+00	1	1	3.006372e+01	1	2.148083e+00	
BMI_bff_128	2	24	311_liberman_avigdor.jpg	45	7	1	1	3.376783e+01	1	1.259960e+00	0	5	3.556989e+01	5	8.018995e-01	
BMI_bff_128	2	12	207_lapid_yair.jpg	14	8	1	1	3.792247e+01	1	1.049332e+00	1	1	3.950764e+01	1	1.112152e+00	
BMI_bff_128	2	13	210_mofaz_shaul.jpg	50	9	1	1	4.217727e+01	1	1.426531e+00	0	5	4.414616e+01	5	1.353638e+00	
BMI_bff_128	2	6	112_peretz_amir.jpg	46	10	1	1	4.704939e+01	1	1.242407e+00	1	1	4.883478e+01	1	3.210166e-01	
BMI_bff_128	2	16	215_rozbozov_yoel.jpg	18	11	1	3	5.070361e+01	3	3.300186e+00	0	5	5.454117e+01	5	1.502623e+00	
BMI_bff_128	2	27	317_shaked_ayelet.jpg	16	12	1	1	5.759468e+01	1	1.233250e+00	1	1	5.936327e+01	1	3.605467e-01	
BMI_bff_128	2	2	105_gilon_ilan.jpg	10	13	1	1	6.128207e+01	1	7.617195e-01	0	5	6.258353e+01	5	7.962653e-01	
BMI_bff_128	2	11	205_german_yael.jpg	12	14	1	1	6.493620e+01	1	2.123611e+00	0	5	6.758921e+01	5	4.865950e-01	
BMI_bff_128	2	4	107_horowitz_nitzan.jpg	11	15	1	1	6.962478e+01	1	8.990192e-01	1	1	7.105972e+01	1	1.000078e+00	
BMI_bff_128	2	25	314_netanyahu.jpg	51	16	1	1	7.361260e+01	1	9.831933e-01	1	1	7.513097e+01	1	4.008310e-01	
BMI_bff_128	2	23	309_katz_yisrael.jpg	55	17	1	1	7.708312e+01	1	3.272674e+00	0	5	8.088738e+01	5	1.844436e+00	
BMI_bff_128	2	18	217_shelach_ofer.jpg	13	18	1	2	8.429133e+01	2	1.624465e+00	0	5	8.646033e+01	5	1.783461e+00	
BMI_bff_128	2	22	308_hotovely_tzipi.jpg	15	19	1	1	8.979744e+01	1	9.903611e-01	0	5	9.133252e+01	5	5.592768e-01	
BMI_bff_128	2	26	315_regev_miri.jpg	43	20	1	1	9.345150e+01	1	8.002970e-01	1	1	9.478630e+01	1	8.334888e-01	
BMI_bff_128	2	17	216_sharom_ariel.jpg	53	21	1	1	9.717237e+01	1	1.063425e+00	0	5	9.877419e+01	5	5.336054e-01	
BMI_bff_128	2	1	101_barak_ehud.jpg	47	22	1	1	1.008599e+02	1	1.927898e+00	0	5	1.033293e+02	5	8.024554e-01	
BMI_bff_128	2	5	108_khenin_dov.jpg	8	23	1	1	1.056819e+02	1	7.218912e-01	1	1	1.069333e+02	1	3.584958e-01	
BMI_bff_128	2	9	118_yacimovich_shelly.jpg	5	24	1	1	1.088521e+02	1	8.316672e-01	0	5	1.102203e+02	5	4.874759e-01	
BMI_bff_128	2	21	306_gafni_moshe.jpg	44	25	1	1	1.122560e+02	1	1.043816e+00	0	5	1.138411e+02	5	9.946861e-01	
BMI_bff_128	2	10	120_zuabi_hanin.jpg	9	26	1	1	1.163940e+02	1	7.778304e-01	1	1	1.177122e+02	1	4.115957e-01	
BMI_bff_128	2	8	116_shmuli_itzik.jpg	48	27	1	2	1.196810e+02	2	1.522805e+00	1	1	1.217333e+02	1	2.182478e+00	
BMI_bff_128	2	7	113_rosenthal_mickey.jpg	7	28	1	1	1.254707e+02	1	2.221041e+00	0	5	1.282239e+02	5	5.398521e-01	
