subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_106	2	23	309_katz_yisrael.jpg	49	1	1	3	2.999577e-02	3	4.827967e+00	1	3	5.402719e+00	3	5.319219e+00	
BMI_bff_106	2	2	104_galon_zahava.jpg	8	2	1	1	1.227700e+01	1	2.100936e+00	1	3	1.491336e+01	3	2.488580e+00	
BMI_bff_106	2	9	116_shmuli_itzik.jpg	13	3	1	1	1.895122e+01	1	2.050717e+00	0	3	2.153747e+01	3	1.520470e+00	
BMI_bff_106	2	24	312_livnat_limor.jpg	12	4	1	1	2.460755e+01	1	1.458395e+00	0	3	2.660976e+01	3	1.656185e+00	
BMI_bff_106	2	5	110_nachman_shai.jpg	15	5	1	1	2.981342e+01	1	1.540521e+00	0	3	3.189910e+01	3	8.068400e-01	
BMI_bff_106	2	3	105_gilon_ilan.jpg	48	6	1	3	3.426846e+01	3	1.925476e+00	1	3	3.673783e+01	3	4.721072e-01	
BMI_bff_106	2	21	304_dicter_abraham.jpg	43	7	1	3	3.877344e+01	3	3.284499e+00	1	3	4.259452e+01	3	1.823423e+00	
BMI_bff_106	2	18	211_molla_shlomo.jpg	5	8	1	5	4.596485e+01	5	3.253103e+00	0	3	4.975241e+01	3	2.705529e+00	
BMI_bff_106	2	12	202_cahlon_moshe.jpg	9	9	1	1	5.400731e+01	1	2.282641e+00	1	3	5.682708e+01	3	1.982860e+00	
BMI_bff_106	2	10	117_tibi_ahmed.jpg	47	10	1	1	6.036439e+01	1	1.789553e+00	0	3	6.268370e+01	3	6.382479e-01	
BMI_bff_106	2	20	216_sharom_ariel.jpg	45	11	1	1	6.486949e+01	1	1.780452e+00	0	3	6.718877e+01	3	7.731647e-01	
BMI_bff_106	2	7	113_rosenthal_mickey.jpg	14	12	1	1	6.952468e+01	1	1.133257e+00	1	3	7.119325e+01	3	4.086888e-01	
BMI_bff_106	2	8	115_shimon_peres.jpg	56	13	1	1	7.316210e+01	1	1.255864e+00	0	3	7.494749e+01	3	-1.557236e-03	
BMI_bff_106	2	27	316_saar_gidon.jpg	18	14	1	1	7.649923e+01	1	9.187405e-01	0	3	7.795081e+01	3	3.871273e-01	
BMI_bff_106	2	4	106_herzog_yitzhak.jpg	7	15	1	1	7.988625e+01	1	7.476935e-01	0	3	8.117106e+01	3	5.108878e-01	
BMI_bff_106	2	14	207_lapid_yair.jpg	16	16	1	1	8.324010e+01	1	9.058390e-01	1	3	8.467500e+01	3	5.829587e-01	
BMI_bff_106	2	16	209_mitzna_amram.jpg	51	17	1	2	8.681088e+01	2	3.119063e+00	1	3	9.046482e+01	3	2.137119e+00	
BMI_bff_106	2	6	111_odeh_aiman.jpg	52	18	1	1	9.415247e+01	1	1.265473e+00	0	3	9.595429e+01	3	3.916520e-01	
BMI_bff_106	2	11	201_baron_roni.jpg	44	19	1	4	9.790653e+01	4	4.327434e+00	0	3	1.027787e+02	3	2.143245e+00	
BMI_bff_106	2	25	313_lizman_yaakov.jpg	53	20	1	1	1.064829e+02	1	1.615059e+00	0	3	1.086353e+02	3	2.030682e+00	
BMI_bff_106	2	17	210_mofaz_shaul.jpg	55	21	1	1	1.122226e+02	1	1.171352e+00	0	3	1.139245e+02	3	4.374223e-01	
BMI_bff_106	2	28	318_shalom_silvan.jpg	46	22	1	1	1.159101e+02	1	1.091840e+00	1	3	1.175453e+02	3	7.446102e-01	
BMI_bff_106	2	19	215_rozbozov_yoel.jpg	17	23	1	4	1.198480e+02	4	4.433991e+00	1	3	1.248202e+02	3	1.349777e+00	
BMI_bff_106	2	1	102_beneliezer_binyamin.jpg	54	24	1	1	1.277234e+02	1	1.414527e+00	1	3	1.296755e+02	3	3.184154e-01	
BMI_bff_106	2	26	314_netanyahu.jpg	10	25	1	1	1.315445e+02	1	7.054565e-01	0	3	1.327791e+02	3	1.988594e-01	
BMI_bff_106	2	22	306_gafni_moshe.jpg	50	26	1	4	1.345310e+02	4	2.790949e+00	0	3	1.378514e+02	3	2.294555e+00	
BMI_bff_106	2	13	204_galant_yoav.jpg	11	27	1	1	1.417057e+02	1	1.224240e+00	1	3	1.434744e+02	3	8.875479e-01	
BMI_bff_106	2	15	208_livnee_zipi.jpg	6	28	1	1	1.459105e+02	1	9.154109e-01	0	3	1.473621e+02	3	4.318833e-01	
