subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_111	1	26	314_netanyahu.jpg	52	1	1	1	3.006686e-02	1	1.472763e+00	1	1	2.049046e+00	1	1.597782e+00	
BMI_bff_111	1	15	214_piron_shai.jpg	48	2	1	1	5.202486e+00	1	3.388357e+00	0	4	9.123658e+00	4	5.115169e+00	
BMI_bff_111	1	14	212_olmert_ehud.jpg	50	3	1	1	1.579779e+01	1	1.745031e+00	1	2	1.808382e+01	2	6.675005e+00	
BMI_bff_111	1	5	115_shimon_peres.jpg	8	4	1	1	2.630978e+01	1	1.865053e+00	0	3	2.871227e+01	3	1.598573e+00	
BMI_bff_111	1	8	119_zandberg_tamar.jpg	15	5	1	1	3.186579e+01	1	1.381042e+00	1	1	3.378466e+01	1	1.022165e+00	
BMI_bff_111	1	25	313_lizman_yaakov.jpg	54	6	1	2	3.635439e+01	2	3.044458e+00	0	4	3.994157e+01	4	1.537264e+00	
BMI_bff_111	1	7	117_tibi_ahmed.jpg	49	7	1	1	4.302838e+01	1	1.826446e+00	0	4	4.539770e+01	4	1.425133e+00	
BMI_bff_111	1	19	301_benet_naftali.jpg	56	8	1	1	4.838432e+01	1	1.854501e+00	0	5	5.077034e+01	5	1.308488e+00	
BMI_bff_111	1	10	202_cahlon_moshe.jpg	44	9	1	2	5.364030e+01	2	4.118526e+00	1	4	5.829552e+01	4	2.519318e+00	
BMI_bff_111	1	13	210_mofaz_shaul.jpg	10	10	1	1	6.236670e+01	1	1.816119e+00	1	4	6.471936e+01	4	1.799489e+00	
BMI_bff_111	1	17	217_shelach_ofer.jpg	18	11	1	1	6.807326e+01	1	1.581570e+00	1	3	7.019225e+01	3	1.422582e+00	
BMI_bff_111	1	20	302_danon_danny.jpg	46	12	1	2	7.316221e+01	2	2.388634e+00	0	5	7.608216e+01	5	1.844669e+00	
BMI_bff_111	1	9	120_zuabi_hanin.jpg	47	13	1	1	7.948602e+01	1	1.928808e+00	1	2	8.195538e+01	2	3.195448e+00	
BMI_bff_111	1	12	205_german_yael.jpg	11	14	1	2	8.671073e+01	2	4.064108e+00	0	4	9.131594e+01	4	4.170878e+00	
BMI_bff_111	1	6	116_shmuli_itzik.jpg	9	15	1	1	9.703909e+01	1	1.655744e+00	0	3	9.922483e+01	3	5.053989e+00	
BMI_bff_111	1	21	305_erdan_gilad.jpg	43	16	1	3	1.058323e+02	3	2.446573e+00	0	5	1.088189e+02	5	2.803931e+00	
BMI_bff_111	1	22	306_gafni_moshe.jpg	55	17	1	5	1.131739e+02	5	2.768957e+00	0	5	1.164776e+02	5	2.177245e+00	
BMI_bff_111	1	4	114_shafir_stav.jpg	6	18	1	1	1.202151e+02	1	1.375754e+00	0	2	1.221340e+02	2	3.984830e+00	
BMI_bff_111	1	18	220_tamnu_shata_penina.jpg	17	19	1	5	1.276734e+02	5	3.997439e+00	0	4	1.322119e+02	4	3.442948e+00	
BMI_bff_111	1	11	204_galant_yoav.jpg	12	20	1	5	1.372175e+02	5	2.613280e+00	1	2	1.403710e+02	2	2.043781e+00	
BMI_bff_111	1	27	317_shaked_ayelet.jpg	45	21	1	1	1.439751e+02	1	1.343696e+00	1	1	1.458606e+02	1	8.422865e-01	
BMI_bff_111	1	16	216_sharom_ariel.jpg	13	22	1	1	1.482632e+02	1	1.239597e+00	1	1	1.500319e+02	1	5.589936e-01	
BMI_bff_111	1	2	109_michaeli_meirav.jpg	7	23	1	1	1.521509e+02	1	7.279140e-01	1	2	1.534190e+02	2	3.291838e+00	
BMI_bff_111	1	23	309_katz_yisrael.jpg	51	24	1	2	1.582578e+02	2	4.149047e+00	0	3	1.629464e+02	3	1.716474e+00	
BMI_bff_111	1	3	113_rosenthal_mickey.jpg	14	25	1	1	1.662168e+02	1	1.534078e+00	0	3	1.682857e+02	3	1.161142e+00	
BMI_bff_111	1	1	107_horowitz_nitzan.jpg	5	26	1	1	1.710054e+02	1	1.401428e+00	0	2	1.729409e+02	2	8.259124e-01	
BMI_bff_111	1	28	319_steinitz_yuval.jpg	53	27	1	4	1.753269e+02	4	2.647885e+00	1	4	1.785139e+02	4	2.660880e+00	
BMI_bff_111	1	24	312_livnat_limor.jpg	16	28	1	1	1.827354e+02	1	1.527401e+00	0	3	1.848043e+02	3	9.145500e-01	
