subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_101	1	15	209_mitzna_amram.jpg	15	1	1	5	3.011845e-02	5	7.158272e+00	1	5	7.722093e+00	5	3.962299e+00	
BMI_bff_101	1	16	210_mofaz_shaul.jpg	56	2	1	3	1.324495e+01	3	4.327437e+00	0	4	1.811711e+01	4	3.463309e+00	
BMI_bff_101	1	28	316_saar_gidon.jpg	18	3	1	3	2.313939e+01	3	4.304998e+00	1	2	2.797813e+01	2	2.746257e+00	
BMI_bff_101	1	7	111_odeh_aiman.jpg	7	4	1	1	3.228313e+01	1	2.393263e+00	1	1	3.521968e+01	1	1.800722e+00	
BMI_bff_101	1	25	308_hotovely_tzipi.jpg	8	5	1	3	3.857338e+01	3	3.471012e+00	0	5	4.257785e+01	5	1.794543e+00	
BMI_bff_101	1	5	108_khenin_dov.jpg	5	6	1	1	4.593169e+01	1	1.944701e+00	0	5	4.841779e+01	5	4.730604e+00	
BMI_bff_101	1	1	101_barak_ehud.jpg	11	7	1	3	5.470823e+01	3	6.512166e+00	0	4	6.176606e+01	4	4.430332e+00	
BMI_bff_101	1	8	115_shimon_peres.jpg	47	8	1	1	6.775619e+01	1	6.160199e+00	1	1	7.446367e+01	1	5.804733e+00	
BMI_bff_101	1	2	103_cabel_eitan.jpg	50	9	1	3	8.182204e+01	3	2.358354e+00	1	1	8.472523e+01	1	2.255160e+00	
BMI_bff_101	1	21	220_tamnu_shata_penina.jpg	6	10	1	3	8.854615e+01	3	4.226230e+00	0	5	9.331818e+01	5	1.985509e+00	
BMI_bff_101	1	10	119_zandberg_tamar.jpg	16	11	1	3	9.685555e+01	3	2.876853e+00	0	4	1.002760e+02	4	2.696418e+00	
BMI_bff_101	1	3	104_galon_zahava.jpg	13	12	1	4	1.045308e+02	4	6.473557e+00	1	4	1.115387e+02	4	3.777689e+00	
BMI_bff_101	1	18	215_rozbozov_yoel.jpg	12	13	1	3	1.168780e+02	3	5.014360e+00	1	2	1.224343e+02	2	2.570135e+00	
BMI_bff_101	1	24	307_hazan_oren.jpg	46	14	1	3	1.265556e+02	3	3.920811e+00	0	5	1.310107e+02	5	2.489734e+00	
BMI_bff_101	1	14	207_lapid_yair.jpg	44	15	1	1	1.350651e+02	1	2.339257e+00	1	1	1.379517e+02	1	2.556689e+00	
BMI_bff_101	1	4	106_herzog_yitzhak.jpg	10	16	1	1	1.420730e+02	1	5.763435e+00	1	1	1.483801e+02	1	1.632345e+00	
BMI_bff_101	1	6	109_michaeli_meirav.jpg	17	17	1	3	1.515669e+02	3	5.989447e+00	0	3	1.580909e+02	3	4.017462e+00	
BMI_bff_101	1	19	216_sharom_ariel.jpg	55	18	1	1	1.636639e+02	1	1.852503e+00	0	5	1.660499e+02	5	1.450527e+00	
BMI_bff_101	1	12	205_german_yael.jpg	14	19	1	5	1.690533e+02	5	2.791127e+00	0	5	1.723904e+02	5	2.238038e+00	
BMI_bff_101	1	13	206_itzik_dalia.jpg	9	20	1	4	1.761780e+02	4	2.298367e+00	0	4	1.790144e+02	4	5.925976e+00	
BMI_bff_101	1	26	311_liberman_avigdor.jpg	54	21	1	1	1.865062e+02	1	1.442168e+00	0	3	1.884917e+02	3	5.248667e+00	
BMI_bff_101	1	17	212_olmert_ehud.jpg	49	22	1	1	1.952995e+02	1	1.504910e+00	0	3	1.973350e+02	3	6.285349e+00	
BMI_bff_101	1	23	306_gafni_moshe.jpg	53	23	1	5	2.051771e+02	5	2.819248e+00	1	4	2.085310e+02	4	1.705431e+00	
BMI_bff_101	1	20	217_shelach_ofer.jpg	45	24	1	3	2.118011e+02	3	3.395307e+00	1	2	2.157391e+02	2	1.011331e+01	
BMI_bff_101	1	22	301_benet_naftali.jpg	52	25	1	1	2.274023e+02	1	1.506122e+00	1	2	2.294544e+02	2	3.381956e+00	
BMI_bff_101	1	9	116_shmuli_itzik.jpg	48	26	1	5	2.343934e+02	5	3.274969e+00	0	5	2.382144e+02	5	2.902074e+00	
BMI_bff_101	1	11	204_galant_yoav.jpg	43	27	1	4	2.426693e+02	4	4.295056e+00	0	5	2.475081e+02	5	2.080285e+00	
BMI_bff_101	1	27	313_lizman_yaakov.jpg	51	28	1	5	2.511454e+02	5	2.554935e+00	0	5	2.542323e+02	5	2.436122e+00	
