subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_116	2	27	317_shaked_ayelet.jpg	6	1	1	1	2.997043e-02	1	2.273398e+00	0	5	2.849864e+00	5	1.405497e+00	
BMI_bff_116	2	13	208_livnee_zipi.jpg	12	2	1	1	5.819862e+00	1	1.235498e+00	0	5	7.588436e+00	5	9.389253e-01	
BMI_bff_116	2	12	206_itzik_dalia.jpg	50	3	1	2	1.009123e+01	2	2.956133e+00	0	5	1.357850e+01	5	9.408529e-01	
BMI_bff_116	2	23	309_katz_yisrael.jpg	53	4	1	1	1.608135e+01	1	1.430005e+00	0	5	1.805032e+01	5	1.549040e+00	
BMI_bff_116	2	7	116_shmuli_itzik.jpg	48	5	1	1	2.115370e+01	1	2.029657e+00	1	1	2.372330e+01	1	1.340058e+00	
BMI_bff_116	2	3	107_horowitz_nitzan.jpg	5	6	1	1	2.660980e+01	1	1.173554e+00	0	5	2.832841e+01	5	7.189531e-01	
BMI_bff_116	2	19	303_deri_arye.jpg	55	7	1	1	3.059772e+01	1	2.201641e+00	0	5	3.333400e+01	5	6.333644e-01	
BMI_bff_116	2	25	312_livnat_limor.jpg	10	8	1	1	3.551978e+01	1	1.215576e+00	0	5	3.727174e+01	5	8.316150e-01	
BMI_bff_116	2	2	106_herzog_yitzhak.jpg	11	9	1	1	3.965778e+01	1	1.357577e+00	1	1	4.155990e+01	1	8.554647e-01	
BMI_bff_116	2	16	219_stern_eliezer.jpg	46	10	1	3	4.396261e+01	3	3.596748e+00	1	1	4.810068e+01	1	9.226874e-01	
BMI_bff_116	2	4	110_nachman_shai.jpg	47	11	1	4	5.058673e+01	4	3.572636e+00	0	5	5.469134e+01	5	2.244021e+00	
BMI_bff_116	2	22	308_hotovely_tzipi.jpg	13	12	1	1	5.849560e+01	1	1.767883e+00	0	5	6.079817e+01	5	1.017191e+00	
BMI_bff_116	2	28	320_yaalon_moshe.jpg	16	13	1	1	6.336774e+01	1	1.543613e+00	1	2	6.545347e+01	2	4.082174e+00	
BMI_bff_116	2	8	117_tibi_ahmed.jpg	49	14	1	2	7.109318e+01	2	2.586177e+00	1	3	7.421324e+01	3	4.042120e+00	
BMI_bff_116	2	6	113_rosenthal_mickey.jpg	14	15	1	2	7.980289e+01	2	2.260487e+00	1	1	8.260611e+01	1	8.732509e-01	
BMI_bff_116	2	15	218_shitrit_meir.jpg	9	16	1	3	8.504207e+01	3	6.757288e+00	1	3	9.233368e+01	3	5.289673e+00	
BMI_bff_116	2	5	111_odeh_aiman.jpg	44	17	1	1	9.917478e+01	1	1.576579e+00	0	5	1.012937e+02	5	7.856949e-01	
BMI_bff_116	2	17	220_tamnu_shata_penina.jpg	17	18	1	3	1.036297e+02	3	4.633665e+00	1	1	1.088022e+02	1	2.061187e+00	
BMI_bff_116	2	9	118_yacimovich_shelly.jpg	18	19	1	1	1.124229e+02	1	1.296435e+00	0	4	1.142583e+02	4	5.437113e+00	
BMI_bff_116	2	24	310_kirshenbaum_faina.jpg	7	20	1	1	1.212494e+02	1	2.453945e+00	0	5	1.242363e+02	5	1.139034e+00	
BMI_bff_116	2	10	120_zuabi_hanin.jpg	54	21	1	1	1.269225e+02	1	1.468914e+00	1	1	1.289247e+02	1	1.130643e+00	
BMI_bff_116	2	11	201_baron_roni.jpg	15	22	1	4	1.316111e+02	4	3.452267e+00	0	5	1.355989e+02	5	1.104492e+00	
BMI_bff_116	2	26	315_regev_miri.jpg	8	23	1	1	1.382519e+02	1	1.435460e+00	1	1	1.402208e+02	1	4.185307e-01	
BMI_bff_116	2	18	301_benet_naftali.jpg	45	24	1	1	1.421896e+02	1	2.393725e+00	0	5	1.451264e+02	5	7.536994e+00	
BMI_bff_116	2	21	306_gafni_moshe.jpg	51	25	1	4	1.542199e+02	4	3.475516e+00	1	1	1.582244e+02	1	1.166999e+00	
BMI_bff_116	2	20	305_erdan_gilad.jpg	52	26	1	1	1.609441e+02	1	3.551262e+00	0	5	1.650320e+02	5	2.895365e+00	
BMI_bff_116	2	14	214_piron_shai.jpg	56	27	1	1	1.694870e+02	1	1.112392e+00	0	5	1.711389e+02	5	7.564598e-01	
BMI_bff_116	2	1	105_gilon_ilan.jpg	43	28	1	1	1.734582e+02	1	1.365144e+00	1	1	1.753602e+02	1	7.991441e-01	
