subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_108	2	3	103_cabel_eitan.jpg	8	1	1	1	3.037132e-02	1	1.466447e+00	1	2	2.032643e+00	2	3.304196e+00	
BMI_bff_108	2	27	316_saar_gidon.jpg	11	2	1	1	6.888074e+00	1	2.216754e+00	1	2	9.641066e+00	2	3.927759e+00	
BMI_bff_108	2	4	106_herzog_yitzhak.jpg	16	3	1	1	1.513058e+01	1	1.646249e+00	1	1	1.731632e+01	1	1.284509e+00	
BMI_bff_108	2	19	217_shelach_ofer.jpg	7	4	1	1	2.015292e+01	1	1.559896e+00	0	4	2.225530e+01	4	2.793542e+00	
BMI_bff_108	2	1	101_barak_ehud.jpg	17	5	1	1	2.661015e+01	1	1.582671e+00	1	2	2.872920e+01	2	1.327627e+00	
BMI_bff_108	2	26	313_lizman_yaakov.jpg	48	6	1	1	3.161573e+01	1	1.193087e+00	1	5	3.335098e+01	5	3.129842e+00	
BMI_bff_108	2	22	306_gafni_moshe.jpg	51	7	1	1	3.803965e+01	1	2.369172e+00	1	1	4.094292e+01	1	6.979105e-01	
BMI_bff_108	2	12	205_german_yael.jpg	9	8	1	1	4.319540e+01	1	1.477418e+00	1	1	4.521429e+01	1	7.785432e-01	
BMI_bff_108	2	28	318_shalom_silvan.jpg	49	9	1	1	4.755024e+01	1	2.458584e+00	1	4	5.055366e+01	4	2.207171e+00	
BMI_bff_108	2	20	220_tamnu_shata_penina.jpg	5	10	1	5	5.432453e+01	5	4.988325e+00	0	5	5.984739e+01	5	1.497435e+00	
BMI_bff_108	2	8	119_zandberg_tamar.jpg	10	11	1	1	6.290086e+01	1	1.795969e+00	0	5	6.523681e+01	5	1.867997e+00	
BMI_bff_108	2	6	113_rosenthal_mickey.jpg	14	12	1	1	6.865728e+01	1	3.039538e+00	1	1	7.222795e+01	1	1.724916e+00	
BMI_bff_108	2	18	215_rozbozov_yoel.jpg	18	13	1	1	7.551498e+01	1	1.509824e+00	0	5	7.756726e+01	5	1.153572e+00	
BMI_bff_108	2	10	202_cahlon_moshe.jpg	13	14	1	1	8.027033e+01	1	1.242499e+00	0	4	8.205562e+01	4	3.417203e+00	
BMI_bff_108	2	24	309_katz_yisrael.jpg	44	15	1	1	8.702795e+01	1	1.700879e+00	0	3	8.926374e+01	3	1.081084e+00	
BMI_bff_108	2	13	207_lapid_yair.jpg	6	16	1	1	9.190008e+01	1	1.164746e+00	0	5	9.360194e+01	5	9.508858e-01	
BMI_bff_108	2	16	212_olmert_ehud.jpg	55	17	1	1	9.610471e+01	1	1.008118e+00	0	5	9.765649e+01	5	4.403414e-01	
BMI_bff_108	2	7	116_shmuli_itzik.jpg	46	18	1	5	9.965873e+01	5	3.086109e+00	1	1	1.032794e+02	1	2.137422e+00	
BMI_bff_108	2	17	214_piron_shai.jpg	52	19	1	1	1.069669e+02	1	1.889908e+00	0	4	1.093863e+02	4	3.870484e+00	
BMI_bff_108	2	14	208_livnee_zipi.jpg	15	20	1	1	1.148090e+02	1	1.671805e+00	0	5	1.170115e+02	5	1.485298e+00	
BMI_bff_108	2	11	204_galant_yoav.jpg	53	21	1	1	1.200482e+02	1	2.120570e+00	0	5	1.227011e+02	5	3.307684e+00	
BMI_bff_108	2	9	201_baron_roni.jpg	47	22	1	3	1.275566e+02	3	3.484185e+00	0	3	1.315779e+02	3	4.830944e+00	
BMI_bff_108	2	15	209_mitzna_amram.jpg	54	23	1	1	1.379684e+02	1	2.696442e+00	1	2	1.412053e+02	2	1.939543e+00	
BMI_bff_108	2	25	310_kirshenbaum_faina.jpg	43	24	1	2	1.446925e+02	2	6.916282e+00	1	3	1.521509e+02	3	4.401881e+00	
BMI_bff_108	2	23	308_hotovely_tzipi.jpg	12	25	1	1	1.581075e+02	1	2.453305e+00	0	4	1.610943e+02	4	1.994540e+00	
BMI_bff_108	2	5	108_khenin_dov.jpg	56	26	1	1	1.646483e+02	1	1.896553e+00	0	4	1.670843e+02	4	3.636553e+00	
BMI_bff_108	2	21	302_danon_danny.jpg	50	27	1	1	1.722736e+02	1	2.383233e+00	0	5	1.751935e+02	5	1.343322e+00	
BMI_bff_108	2	2	102_beneliezer_binyamin.jpg	45	28	1	1	1.780966e+02	1	1.456229e+00	0	3	1.800822e+02	3	2.742615e+00	
