subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_122	2	3	106_herzog_yitzhak.jpg	44	1	1	1	3.084720e-02	1	1.651500e+00	0	4	2.216665e+00	4	3.513677e+00	
BMI_bff_122	2	27	315_regev_miri.jpg	6	2	1	1	7.288929e+00	1	1.593414e+00	0	4	9.424703e+00	4	4.657645e+00	
BMI_bff_122	2	21	303_deri_arye.jpg	56	3	1	1	1.563173e+01	1	2.426615e+00	0	4	1.860177e+01	4	1.128583e+00	
BMI_bff_122	2	23	305_erdan_gilad.jpg	17	4	1	2	2.128804e+01	2	6.562289e+00	1	3	2.839608e+01	3	4.214271e+00	
BMI_bff_122	2	16	209_mitzna_amram.jpg	51	5	1	4	3.416920e+01	4	3.321144e+00	1	4	3.802349e+01	4	3.882862e+00	
BMI_bff_122	2	22	304_dicter_abraham.jpg	18	6	1	3	4.346299e+01	3	3.683352e+00	0	3	4.768433e+01	3	1.462020e+00	
BMI_bff_122	2	7	112_peretz_amir.jpg	45	7	1	1	5.070441e+01	1	1.545946e+00	0	2	5.279016e+01	2	5.236190e+00	
BMI_bff_122	2	2	105_gilon_ilan.jpg	50	8	1	1	5.958103e+01	1	2.189322e+00	0	2	6.230074e+01	2	3.613605e+00	
BMI_bff_122	2	24	306_gafni_moshe.jpg	47	9	1	5	6.747321e+01	5	4.841143e+00	0	3	7.284589e+01	3	1.924446e+00	
BMI_bff_122	2	14	207_lapid_yair.jpg	10	10	1	1	7.633313e+01	1	2.101216e+00	0	3	7.896944e+01	3	8.888913e+00	
BMI_bff_122	2	25	309_katz_yisrael.jpg	9	11	1	1	8.941453e+01	1	6.155813e+00	1	2	9.610539e+01	2	1.480959e+00	
BMI_bff_122	2	20	302_danon_danny.jpg	11	12	1	3	9.914215e+01	3	3.076199e+00	1	2	1.027629e+02	2	9.034225e-01	
BMI_bff_122	2	4	107_horowitz_nitzan.jpg	14	13	1	4	1.052156e+02	4	4.786719e+00	1	3	1.105383e+02	3	2.288031e+00	
BMI_bff_122	2	9	119_zandberg_tamar.jpg	55	14	1	1	1.143759e+02	1	1.602454e+00	0	4	1.165119e+02	4	1.386491e+00	
BMI_bff_122	2	26	312_livnat_limor.jpg	48	15	1	1	1.194483e+02	1	1.594069e+00	1	2	1.215841e+02	2	1.210227e+00	
BMI_bff_122	2	18	212_olmert_ehud.jpg	49	16	1	1	1.243538e+02	1	1.616552e+00	1	3	1.265063e+02	3	1.576043e+00	
BMI_bff_122	2	15	208_livnee_zipi.jpg	43	17	1	1	1.296431e+02	1	1.399230e+00	1	2	1.315786e+02	2	5.487718e+00	
BMI_bff_122	2	8	118_yacimovich_shelly.jpg	7	18	1	1	1.386198e+02	1	1.158538e+00	0	3	1.403218e+02	3	9.205752e-01	
BMI_bff_122	2	13	205_german_yael.jpg	52	19	1	1	1.427912e+02	1	2.123166e+00	0	4	1.454442e+02	4	1.382168e+00	
BMI_bff_122	2	28	320_yaalon_moshe.jpg	12	20	1	1	1.483808e+02	1	1.797559e+00	0	4	1.507169e+02	4	7.469455e+00	
BMI_bff_122	2	1	104_galon_zahava.jpg	54	21	1	1	1.597435e+02	1	2.026821e+00	1	2	1.623131e+02	2	5.132044e-01	
BMI_bff_122	2	5	110_nachman_shai.jpg	8	22	1	1	1.643821e+02	1	1.884224e+00	1	3	1.668015e+02	3	2.304799e+00	
BMI_bff_122	2	17	211_molla_shlomo.jpg	5	23	1	4	1.706559e+02	4	1.165850e+01	0	4	1.828530e+02	4	2.093329e+00	
BMI_bff_122	2	19	301_benet_naftali.jpg	16	24	1	1	1.865070e+02	1	2.791394e+00	1	3	1.898274e+02	3	3.206985e+00	
BMI_bff_122	2	6	111_odeh_aiman.jpg	13	25	1	5	1.945826e+02	5	4.027703e+00	0	4	1.991545e+02	4	2.255811e+00	
BMI_bff_122	2	12	203_cohen_meir.jpg	46	26	1	5	2.029588e+02	5	2.739579e+00	1	3	2.062292e+02	3	1.469204e+00	
BMI_bff_122	2	10	120_zuabi_hanin.jpg	53	27	1	1	2.092491e+02	1	1.409206e+00	0	4	2.112015e+02	4	1.856888e+00	
BMI_bff_122	2	11	201_baron_roni.jpg	15	28	1	2	2.146053e+02	2	2.261055e+00	0	4	2.174083e+02	4	3.138065e+00	
