subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_119	1	14	206_hasson_israel.JPG	51	1	1	4	2.996550e-02	4	8.272608e+00	0	5	8.839781e+00	5	3.038793e+00	
BMI_bff_119	1	1	103_cabel_eitan.jpg	11	2	1	1	1.344501e+01	1	1.473563e+00	0	5	1.546397e+01	5	2.902598e+00	
BMI_bff_119	1	17	212_olmert_ehud.jpg	55	3	1	1	1.991891e+01	1	1.047652e+00	0	5	2.150403e+01	5	7.505457e-01	
BMI_bff_119	1	13	203_cohen_meir.jpg	16	4	1	1	2.380654e+01	1	5.656030e+00	0	4	2.999686e+01	4	2.737670e+00	
BMI_bff_119	1	23	312_livnat_limor.jpg	18	5	1	1	3.428499e+01	1	2.617592e+00	1	1	3.743859e+01	1	3.279982e+00	
BMI_bff_119	1	7	115_shimon_peres.jpg	9	6	1	1	4.227730e+01	1	1.033263e+00	0	5	4.384570e+01	5	7.208720e-01	
BMI_bff_119	1	26	316_saar_gidon.jpg	47	7	1	1	4.611489e+01	1	3.779692e+00	1	4	5.043650e+01	4	1.914081e+00	
BMI_bff_119	1	22	307_hazan_oren.jpg	56	8	1	1	5.390710e+01	1	1.027471e+00	0	5	5.547552e+01	5	1.131043e+00	
BMI_bff_119	1	16	211_molla_shlomo.jpg	54	9	1	5	5.816177e+01	5	3.292805e+00	0	5	6.199937e+01	5	1.719209e+00	
BMI_bff_119	1	20	302_danon_danny.jpg	50	10	1	1	6.528643e+01	1	1.192139e+00	1	5	6.702169e+01	5	1.688863e+00	
BMI_bff_119	1	19	219_stern_eliezer.jpg	45	11	1	1	7.027542e+01	1	4.059149e+00	1	1	7.488047e+01	1	2.102104e+00	
BMI_bff_119	1	18	218_shitrit_meir.jpg	48	12	1	1	7.853454e+01	1	1.112037e+00	0	4	8.018640e+01	4	1.116167e+00	
BMI_bff_119	1	28	319_steinitz_yuval.jpg	52	13	1	1	8.285607e+01	1	2.710502e+00	1	1	8.610978e+01	1	1.160789e+00	
BMI_bff_119	1	25	315_regev_miri.jpg	13	14	1	1	8.882953e+01	1	7.370390e-01	1	1	9.011424e+01	1	2.763283e-01	
BMI_bff_119	1	8	116_shmuli_itzik.jpg	15	15	1	1	9.194957e+01	1	1.273000e+00	1	5	9.376836e+01	5	1.166217e+00	
BMI_bff_119	1	12	202_cahlon_moshe.jpg	10	16	1	1	9.648803e+01	1	8.065430e-01	1	1	9.783952e+01	1	2.390645e-01	
BMI_bff_119	1	15	207_lapid_yair.jpg	17	17	1	1	9.964170e+01	1	3.356876e+00	0	5	1.035459e+02	5	4.526688e-01	
BMI_bff_119	1	9	118_yacimovich_shelly.jpg	8	18	1	1	1.055648e+02	1	9.137177e-01	0	5	1.070166e+02	5	3.259435e-01	
BMI_bff_119	1	11	120_zuabi_hanin.jpg	43	19	1	1	1.089019e+02	1	1.792643e+00	0	5	1.112379e+02	5	3.206711e-01	
BMI_bff_119	1	24	313_lizman_yaakov.jpg	44	20	1	1	1.131234e+02	1	8.111867e-01	1	1	1.144748e+02	1	2.517149e-01	
BMI_bff_119	1	5	110_nachman_shai.jpg	49	21	1	1	1.162936e+02	1	2.880961e+00	0	3	1.197141e+02	3	1.836442e+00	
BMI_bff_119	1	6	113_rosenthal_mickey.jpg	7	22	1	1	1.231012e+02	1	8.493671e-01	1	4	1.244862e+02	4	4.920403e+00	
BMI_bff_119	1	10	119_zandberg_tamar.jpg	14	23	1	1	1.309600e+02	1	8.305571e-01	0	5	1.323282e+02	5	3.270337e+00	
BMI_bff_119	1	3	107_horowitz_nitzan.jpg	6	24	1	1	1.371503e+02	1	8.803079e-01	0	5	1.385686e+02	5	5.499848e-01	
BMI_bff_119	1	4	109_michaeli_meirav.jpg	5	25	1	1	1.406710e+02	1	2.159565e+00	0	5	1.433740e+02	5	2.704567e+00	
BMI_bff_119	1	27	318_shalom_silvan.jpg	46	26	1	1	1.476454e+02	1	1.265170e+00	0	4	1.494474e+02	4	2.391823e-01	
BMI_bff_119	1	21	304_dicter_abraham.jpg	53	27	1	5	1.512495e+02	5	3.213103e+00	1	2	1.550038e+02	2	2.690789e+00	
BMI_bff_119	1	2	104_galon_zahava.jpg	12	28	1	1	1.592584e+02	1	9.481348e-01	1	1	1.607434e+02	1	4.711394e-01	
