subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_123	1	12	205_german_yael.jpg	9	1	1	5	3.065386e-02	5	1.250892e+00	0	4	1.832600e+00	4	2.144947e+00	
BMI_bff_123	1	25	314_netanyahu.jpg	50	2	1	1	5.536797e+00	1	7.847480e-01	1	1	6.855017e+00	1	1.242528e+00	
BMI_bff_123	1	16	215_rozbozov_yoel.jpg	18	3	1	5	9.658052e+00	5	2.559489e+00	1	3	1.276158e+01	3	2.063974e+00	
BMI_bff_123	1	20	302_danon_danny.jpg	14	4	1	5	1.638231e+01	5	1.931242e+00	0	4	1.885175e+01	4	8.538079e-01	
BMI_bff_123	1	7	119_zandberg_tamar.jpg	7	5	1	5	2.125439e+01	5	1.307176e+00	1	3	2.310651e+01	3	1.279036e+00	
BMI_bff_123	1	6	117_tibi_ahmed.jpg	55	6	1	4	2.594307e+01	4	2.386475e+00	0	4	2.886296e+01	4	2.002609e+00	
BMI_bff_123	1	14	207_lapid_yair.jpg	13	7	1	1	3.241695e+01	1	1.416617e+00	1	1	3.436926e+01	1	1.608284e+00	
BMI_bff_123	1	4	114_shafir_stav.jpg	6	8	1	5	3.753938e+01	5	2.398181e+00	0	3	4.047606e+01	3	1.285502e+00	
BMI_bff_123	1	28	320_yaalon_moshe.jpg	48	9	1	5	4.331262e+01	5	1.424922e+00	0	3	4.528153e+01	3	1.704019e+00	
BMI_bff_123	1	23	310_kirshenbaum_faina.jpg	8	10	1	5	4.853508e+01	5	9.545651e-01	0	5	5.002002e+01	5	6.055253e-01	
BMI_bff_123	1	5	116_shmuli_itzik.jpg	17	11	1	5	5.217253e+01	5	8.369900e-01	0	4	5.354068e+01	4	8.208935e-01	
BMI_bff_123	1	3	107_horowitz_nitzan.jpg	54	12	1	5	5.591000e+01	5	9.315563e-01	0	5	5.737834e+01	5	2.079207e+00	
BMI_bff_123	1	2	102_beneliezer_binyamin.jpg	43	13	1	5	6.101577e+01	5	9.137901e-01	0	3	6.246740e+01	3	2.518137e+00	
BMI_bff_123	1	1	101_barak_ehud.jpg	46	14	1	1	6.653867e+01	1	1.310878e+00	0	2	6.839078e+01	2	1.714762e+00	
BMI_bff_123	1	17	216_sharom_ariel.jpg	51	15	1	1	7.166107e+01	1	1.228492e+00	0	1	7.342965e+01	1	1.203897e+00	
BMI_bff_123	1	13	206_itzik_dalia.jpg	10	16	1	5	7.618296e+01	5	9.545918e-01	1	3	7.766779e+01	3	7.577576e-01	
BMI_bff_123	1	27	316_saar_gidon.jpg	15	17	1	5	7.998711e+01	5	1.062435e+00	1	5	8.158885e+01	5	1.212711e+00	
BMI_bff_123	1	22	309_katz_yisrael.jpg	52	18	1	5	8.435870e+01	5	8.908539e-01	1	4	8.579360e+01	4	3.359486e-01	
BMI_bff_123	1	24	311_liberman_avigdor.jpg	45	19	1	5	8.767900e+01	5	1.026550e+00	1	1	8.924744e+01	1	1.498123e+00	
BMI_bff_123	1	9	201_baron_roni.jpg	49	20	1	5	9.230083e+01	5	1.084756e+00	0	5	9.391937e+01	5	8.901796e-01	
BMI_bff_123	1	10	203_cohen_meir.jpg	16	21	1	5	9.637218e+01	5	9.973624e-01	0	4	9.790717e+01	4	7.343801e-01	
BMI_bff_123	1	8	120_zuabi_hanin.jpg	44	22	1	1	1.001931e+02	1	9.764545e-01	1	2	1.017115e+02	2	1.066076e+00	
BMI_bff_123	1	26	315_regev_miri.jpg	11	23	1	5	1.043310e+02	5	1.302532e+00	0	4	1.061664e+02	4	1.451158e+00	
BMI_bff_123	1	15	208_livnee_zipi.jpg	12	24	1	1	1.091699e+02	1	8.796037e-01	1	2	1.105880e+02	2	1.293529e+00	
BMI_bff_123	1	18	217_shelach_ofer.jpg	47	25	1	5	1.134413e+02	5	1.296295e+00	1	2	1.152767e+02	2	7.328034e-01	
BMI_bff_123	1	19	220_tamnu_shata_penina.jpg	5	26	1	5	1.175626e+02	5	1.142936e+00	0	2	1.192478e+02	2	1.409712e+00	
BMI_bff_123	1	11	204_galant_yoav.jpg	56	27	1	5	1.222178e+02	5	7.437275e-01	0	3	1.235025e+02	3	5.230690e-01	
BMI_bff_123	1	21	306_gafni_moshe.jpg	53	28	1	5	1.255883e+02	5	7.172644e-01	1	2	1.268396e+02	2	6.019205e-01	
