Trial	StimName	Liking	RT
1	108.bmp	5.33333333333	32692
2	154.bmp	4.71111111111	6356
3	137.bmp	4.17777777778	4223
4	131.bmp	3.46666666667	10110
5	121.bmp	4.75555555556	7826
6	105.bmp	3.66666666667	12114
7	106.bmp	5.44444444444	9244
8	122.bmp	5.33333333333	4342
9	144.bmp	3.86666666667	4672
10	111.bmp	4.4	7042
11	136.bmp	4.06666666667	4021
12	104.bmp	4.86666666667	12362
13	123.bmp	3.33333333333	5207
14	101.bmp	3.82222222222	4688
15	143.bmp	3.73333333333	11549
16	159.bmp	3.77777777778	6407
17	114.bmp	4.44444444444	4441
18	112.bmp	5.46666666667	4605
19	146.bmp	3.35555555556	3390
20	160.bmp	4.53333333333	5721
21	118.bmp	4.88888888889	5859
22	139.bmp	3.4	3455
23	109.bmp	4.88888888889	5108
24	120.bmp	5.42222222222	10827
25	128.bmp	4.82222222222	3787
26	140.bmp	2.24444444444	6243
27	124.bmp	4.88888888889	4772
28	107.bmp	5.17777777778	12879
29	110.bmp	4.51111111111	5375
30	130.bmp	6.44444444444	5022
31	135.bmp	5.46666666667	3436
32	115.bmp	4.4	8610
33	142.bmp	3.84444444444	5007
34	155.bmp	3.33333333333	3554
35	117.bmp	4.51111111111	5557
36	148.bmp	3.82222222222	5558
37	147.bmp	5.35555555556	4252
38	116.bmp	3.26666666667	3021
39	125.bmp	2.26666666667	3537
40	113.bmp	5.88888888889	4506
41	102.bmp	6.53333333333	3659
42	141.bmp	3.35555555556	2718
43	133.bmp	3.31111111111	4774
44	126.bmp	2.8	4341
45	103.bmp	6.55555555556	7756
46	152.bmp	5.93333333333	4323
47	138.bmp	3.37777777778	2536
48	156.bmp	2.68888888889	4173
49	149.bmp	2.22222222222	3138
50	158.bmp	2.15555555556	5323
51	134.bmp	3.31111111111	4608
52	157.bmp	4.82222222222	5891
53	145.bmp	3.33333333333	3788
54	132.bmp	2.28888888889	6640
55	151.bmp	2.2	4189
56	150.bmp	3.4	3138
57	129.bmp	2.24444444444	6608
58	153.bmp	4.46666666667	3003
59	119.bmp	3.35555555556	3090
60	127.bmp	4.35555555556	4605
