subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_121	1	6	108_khenin_dov.jpg	50	1	1	5	3.010064e-02	5	3.274014e+00	1	1	3.851039e+00	1	1.093086e+00	
BMI_bff_121	1	3	103_cabel_eitan.jpg	44	2	1	5	6.504038e+00	5	2.592081e+00	1	2	9.640868e+00	2	1.431245e+00	
BMI_bff_121	1	7	110_nachman_shai.jpg	47	3	1	4	1.262757e+01	4	2.348544e+00	1	1	1.551412e+01	1	2.517997e+00	
BMI_bff_121	1	4	105_gilon_ilan.jpg	48	4	1	4	1.958533e+01	4	5.030780e+00	0	1	2.515837e+01	1	1.553752e+00	
BMI_bff_121	1	28	320_yaalon_moshe.jpg	45	5	1	4	2.826178e+01	4	2.898331e+00	1	4	3.169901e+01	4	1.621102e+00	
BMI_bff_121	1	18	215_rozbozov_yoel.jpg	18	6	1	5	3.486931e+01	5	2.050833e+00	1	1	3.745547e+01	1	1.384650e+00	
BMI_bff_121	1	8	113_rosenthal_mickey.jpg	53	7	1	5	4.039209e+01	5	2.448067e+00	1	2	4.337875e+01	2	1.317364e+00	
BMI_bff_121	1	14	208_livnee_zipi.jpg	49	8	1	3	4.624864e+01	3	3.231481e+00	0	1	5.001960e+01	1	3.092517e+00	
BMI_bff_121	1	21	306_gafni_moshe.jpg	56	9	1	5	5.467483e+01	5	2.341299e+00	0	3	5.756134e+01	3	2.990775e+00	
BMI_bff_121	1	19	218_shitrit_meir.jpg	51	10	1	5	6.209984e+01	5	3.244274e+00	0	2	6.588746e+01	2	2.432659e+00	
BMI_bff_121	1	1	101_barak_ehud.jpg	15	11	1	1	6.987526e+01	1	1.492862e+00	1	1	7.191086e+01	1	1.097253e+00	
BMI_bff_121	1	27	318_shalom_silvan.jpg	43	12	1	5	7.456382e+01	5	1.380287e+00	0	3	7.648267e+01	3	9.894496e-01	
BMI_bff_121	1	26	317_shaked_ayelet.jpg	6	13	1	4	7.903554e+01	4	2.716576e+00	0	2	8.228923e+01	2	1.758894e+00	
BMI_bff_121	1	10	118_yacimovich_shelly.jpg	16	14	1	1	8.560949e+01	1	2.062623e+00	0	3	8.821246e+01	3	2.275659e+00	
BMI_bff_121	1	5	106_herzog_yitzhak.jpg	8	15	1	3	9.205017e+01	3	2.589970e+00	0	1	9.517037e+01	1	8.457510e-01	
BMI_bff_121	1	24	315_regev_miri.jpg	14	16	1	4	9.757306e+01	4	2.339053e+00	0	1	1.004428e+02	1	1.765273e+00	
BMI_bff_121	1	25	316_saar_gidon.jpg	12	17	1	5	1.037632e+02	5	1.612884e+00	1	5	1.059158e+02	5	9.643571e-01	
BMI_bff_121	1	22	311_liberman_avigdor.jpg	17	18	1	1	1.084352e+02	1	1.500963e+00	0	1	1.104708e+02	1	3.853301e-01	
BMI_bff_121	1	13	206_itzik_dalia.jpg	9	19	1	3	1.124063e+02	3	3.225839e+00	0	4	1.161605e+02	4	2.151589e+00	
BMI_bff_121	1	12	204_galant_yoav.jpg	13	20	1	5	1.198647e+02	5	1.495379e+00	1	5	1.219003e+02	5	5.718156e-01	
BMI_bff_121	1	9	114_shafir_stav.jpg	10	21	1	5	1.240194e+02	5	1.396764e+00	1	3	1.259549e+02	3	1.021203e+00	
BMI_bff_121	1	2	102_beneliezer_binyamin.jpg	55	22	1	5	1.285246e+02	5	1.715536e+00	0	2	1.307770e+02	2	2.111129e+00	
BMI_bff_121	1	23	313_lizman_yaakov.jpg	52	23	1	5	1.344478e+02	5	1.872372e+00	1	1	1.368505e+02	1	8.696504e-01	
BMI_bff_121	1	11	202_cahlon_moshe.jpg	7	24	1	1	1.392698e+02	1	1.610316e+00	1	1	1.414223e+02	1	3.538269e-01	
BMI_bff_121	1	20	219_stern_eliezer.jpg	11	25	1	4	1.433244e+02	4	2.099700e+00	0	3	1.459607e+02	3	7.913808e-01	
BMI_bff_121	1	16	211_molla_shlomo.jpg	5	26	1	5	1.483133e+02	5	2.246779e+00	0	1	1.510998e+02	1	1.516283e+00	
BMI_bff_121	1	15	209_mitzna_amram.jpg	54	27	1	5	1.541699e+02	5	4.382184e+00	0	3	1.590922e+02	3	1.619958e+00	
BMI_bff_121	1	17	213_perry_yaakov.jpg	46	28	1	5	1.622624e+02	5	3.017745e+00	0	4	1.658163e+02	4	4.143810e+00	
