subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_109	1	25	312_livnat_limor.jpg	18	1	1	1	2.988860e-02	1	1.876732e+00	1	2	2.449336e+00	2	4.433280e+00	
BMI_bff_109	1	5	109_michaeli_meirav.jpg	10	2	1	1	8.439361e+00	1	1.363262e+00	1	4	1.034150e+01	4	1.189120e+00	
BMI_bff_109	1	2	105_gilon_ilan.jpg	11	3	1	1	1.309464e+01	1	5.843980e+00	0	3	1.946856e+01	3	4.926061e+00	
BMI_bff_109	1	14	211_molla_shlomo.jpg	17	4	1	5	2.595902e+01	5	2.979614e+00	0	3	2.947962e+01	3	2.874991e+00	
BMI_bff_109	1	13	208_livnee_zipi.jpg	9	5	1	1	3.391798e+01	1	1.964644e+00	0	4	3.642077e+01	4	2.613839e+00	
BMI_bff_109	1	16	214_piron_shai.jpg	48	6	1	1	4.059208e+01	1	3.930545e+00	0	3	4.506384e+01	3	2.450775e+00	
BMI_bff_109	1	21	302_danon_danny.jpg	46	7	1	1	4.906831e+01	1	4.910315e+00	0	2	5.452442e+01	2	1.398205e+00	
BMI_bff_109	1	27	315_regev_miri.jpg	55	8	1	1	5.747772e+01	1	5.324893e+00	0	5	6.333430e+01	5	1.228325e+00	
BMI_bff_109	1	7	115_shimon_peres.jpg	43	9	1	1	6.612073e+01	1	2.321884e+00	0	4	6.897395e+01	4	1.036672e+00	
BMI_bff_109	1	17	215_rozbozov_yoel.jpg	12	10	1	2	7.156014e+01	2	2.706497e+00	1	4	7.479716e+01	4	1.909458e+00	
BMI_bff_109	1	10	120_zuabi_hanin.jpg	53	11	1	1	7.826772e+01	1	1.590896e+00	1	3	8.040345e+01	3	2.215177e+00	
BMI_bff_109	1	22	303_deri_arye.jpg	50	12	1	1	8.417433e+01	1	1.580290e+00	1	2	8.629341e+01	2	7.652116e-01	
BMI_bff_109	1	8	116_shmuli_itzik.jpg	5	13	1	1	8.861276e+01	1	1.765861e+00	0	2	9.091518e+01	2	2.874414e-01	
BMI_bff_109	1	18	216_sharom_ariel.jpg	51	14	1	1	9.275063e+01	1	1.211989e+00	0	2	9.450255e+01	2	3.720739e-01	
BMI_bff_109	1	9	118_yacimovich_shelly.jpg	6	15	1	1	9.643813e+01	1	1.588492e+00	0	4	9.855709e+01	4	1.205534e+00	
BMI_bff_109	1	11	202_cahlon_moshe.jpg	7	16	1	1	1.013102e+02	1	4.012455e+00	1	2	1.058653e+02	2	2.733196e-01	
BMI_bff_109	1	19	217_shelach_ofer.jpg	16	17	1	2	1.077008e+02	2	3.541846e+00	0	4	1.117887e+02	4	3.773976e+00	
BMI_bff_109	1	3	106_herzog_yitzhak.jpg	14	18	1	1	1.171113e+02	1	6.451281e+00	0	4	1.241024e+02	4	9.561890e-01	
BMI_bff_109	1	23	305_erdan_gilad.jpg	52	19	1	2	1.266219e+02	2	2.772706e+00	1	3	1.299256e+02	3	1.525000e+00	
BMI_bff_109	1	24	307_hazan_oren.jpg	54	20	1	1	1.330124e+02	1	2.366204e+00	0	2	1.359157e+02	2	1.486903e+00	
BMI_bff_109	1	4	107_horowitz_nitzan.jpg	8	21	1	1	1.389524e+02	1	1.338244e+00	0	4	1.408211e+02	4	2.773475e+00	
BMI_bff_109	1	28	317_shaked_ayelet.jpg	49	22	1	1	1.451427e+02	1	1.171920e+00	0	2	1.468446e+02	2	3.740354e-01	
BMI_bff_109	1	1	103_cabel_eitan.jpg	44	23	1	2	1.487801e+02	2	3.078496e+00	1	4	1.524008e+02	4	1.921780e+00	
BMI_bff_109	1	15	213_perry_yaakov.jpg	45	24	1	2	1.558714e+02	2	1.253126e+01	1	3	1.689360e+02	3	2.322587e+00	
BMI_bff_109	1	12	204_galant_yoav.jpg	47	25	1	2	1.728070e+02	2	2.067611e+00	1	2	1.754100e+02	2	8.885972e-01	
BMI_bff_109	1	20	220_tamnu_shata_penina.jpg	13	26	1	2	1.778628e+02	2	1.579818e+00	1	2	1.799818e+02	2	1.236828e+00	
BMI_bff_109	1	26	314_netanyahu.jpg	56	27	1	1	1.827682e+02	1	2.690395e+00	0	5	1.859885e+02	5	1.966086e+00	
BMI_bff_109	1	6	110_nachman_shai.jpg	15	28	1	2	1.895092e+02	2	7.981417e+00	1	3	1.980353e+02	3	4.199275e+00	
