subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_107	1	11	119_zandberg_tamar.jpg	8	1	1	5	2.987262e-02	5	2.804906e+00	0	5	3.383707e+00	5	2.091079e+00	
BMI_bff_107	1	21	301_benet_naftali.jpg	56	2	1	5	7.037811e+00	5	1.156973e+00	0	5	8.739724e+00	5	3.655061e+00	
BMI_bff_107	1	25	308_hotovely_tzipi.jpg	14	3	1	5	1.394558e+01	5	1.041205e+00	0	5	1.553065e+01	5	1.024124e+00	
BMI_bff_107	1	19	218_shitrit_meir.jpg	6	4	1	5	1.811684e+01	5	1.317964e+00	0	5	1.996892e+01	5	1.369865e+00	
BMI_bff_107	1	3	107_horowitz_nitzan.jpg	18	5	1	5	2.288907e+01	5	1.705711e+00	1	4	2.512474e+01	4	1.526044e+00	
BMI_bff_107	1	26	309_katz_yisrael.jpg	48	6	1	5	2.821150e+01	5	1.199291e+00	0	4	2.994687e+01	4	2.063912e+00	
BMI_bff_107	1	5	109_michaeli_meirav.jpg	16	7	1	5	3.356763e+01	5	1.283157e+00	0	5	3.538629e+01	5	6.324988e-01	
BMI_bff_107	1	22	302_danon_danny.jpg	53	8	1	5	3.757210e+01	5	1.062694e+00	1	1	3.917384e+01	1	2.276937e+00	
BMI_bff_107	1	16	211_molla_shlomo.jpg	52	9	1	5	4.301148e+01	5	2.399309e+00	1	1	4.594811e+01	1	1.342662e+00	
BMI_bff_107	1	17	213_perry_yaakov.jpg	13	10	1	5	4.885144e+01	5	1.999339e+00	1	5	5.138762e+01	5	1.431155e+00	
BMI_bff_107	1	9	117_tibi_ahmed.jpg	51	11	1	1	5.437423e+01	1	3.236551e+00	0	5	5.814521e+01	5	3.385604e+00	
BMI_bff_107	1	12	201_baron_roni.jpg	46	12	1	5	6.308402e+01	5	3.342761e+00	0	4	6.697167e+01	4	2.487105e+00	
BMI_bff_107	1	20	220_tamnu_shata_penina.jpg	15	13	1	5	7.100958e+01	5	1.585202e+00	1	1	7.312876e+01	1	1.002020e+00	
BMI_bff_107	1	15	208_livnee_zipi.jpg	11	14	1	5	7.568157e+01	5	1.089216e+00	0	5	7.730004e+01	5	1.766744e+00	
BMI_bff_107	1	27	314_netanyahu.jpg	45	15	1	1	8.062038e+01	1	2.062425e+00	1	1	8.322331e+01	1	4.203470e+00	
BMI_bff_107	1	7	111_odeh_aiman.jpg	10	16	1	5	8.897974e+01	5	3.927038e+00	1	3	9.343488e+01	3	3.799931e+00	
BMI_bff_107	1	28	320_yaalon_moshe.jpg	44	17	1	5	9.879083e+01	5	1.635958e+00	1	1	1.009599e+02	1	8.508382e-01	
BMI_bff_107	1	24	304_dicter_abraham.jpg	12	18	1	5	1.033626e+02	5	2.424189e+00	1	2	1.063159e+02	2	2.974881e+00	
BMI_bff_107	1	4	108_khenin_dov.jpg	49	19	1	5	1.108377e+02	5	1.373124e+00	0	5	1.127398e+02	5	1.966953e+00	
BMI_bff_107	1	10	118_yacimovich_shelly.jpg	9	20	1	5	1.162605e+02	5	1.158304e+00	0	5	1.179624e+02	5	7.923950e-01	
BMI_bff_107	1	13	203_cohen_meir.jpg	47	21	1	5	1.203151e+02	5	2.375731e+00	1	1	1.232349e+02	1	5.118941e-01	
BMI_bff_107	1	2	104_galon_zahava.jpg	5	22	1	5	1.253040e+02	5	3.170797e+00	0	5	1.290080e+02	5	1.946732e+00	
BMI_bff_107	1	6	110_nachman_shai.jpg	17	23	1	5	1.325121e+02	5	1.274723e+00	0	4	1.343308e+02	4	1.671989e+00	
BMI_bff_107	1	18	214_piron_shai.jpg	50	24	1	5	1.375511e+02	5	2.427648e+00	1	3	1.405210e+02	3	3.273776e+00	
BMI_bff_107	1	23	303_deri_arye.jpg	54	25	1	5	1.453431e+02	5	1.483696e+00	0	5	1.473620e+02	5	7.768021e-01	
BMI_bff_107	1	8	115_shimon_peres.jpg	55	26	1	5	1.496980e+02	5	1.040753e+00	0	5	1.512831e+02	5	5.196586e-01	
BMI_bff_107	1	1	102_beneliezer_binyamin.jpg	43	27	1	5	1.533521e+02	5	2.618728e+00	0	5	1.565056e+02	5	8.811542e-01	
BMI_bff_107	1	14	204_galant_yoav.jpg	7	28	1	5	1.589416e+02	5	4.197139e+00	1	1	1.636803e+02	1	1.002464e+00	
