subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsFamiliar	onsettime_isFamiliar	resp_isFamiliar	RT_isFamiliar	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BMI_bff_124	2	13	209_mitzna_amram.jpg	49	1	1	1	2.980074e-02	1	2.248295e+00	1	1	2.816307e+00	1	3.205782e+00	
BMI_bff_124	2	8	118_yacimovich_shelly.jpg	11	2	1	1	7.571683e+00	1	1.170407e+00	1	1	9.273518e+00	1	8.445681e-01	
BMI_bff_124	2	16	214_piron_shai.jpg	48	3	1	1	1.167620e+01	1	8.978870e-01	1	1	1.311125e+01	1	5.188457e-01	
BMI_bff_124	2	9	119_zandberg_tamar.jpg	5	4	1	1	1.518023e+01	1	1.225862e+00	0	5	1.694884e+01	5	1.425252e+00	
BMI_bff_124	2	3	109_michaeli_meirav.jpg	55	5	1	1	1.993557e+01	1	8.865211e-01	0	5	2.135376e+01	5	7.323394e-01	
BMI_bff_124	2	22	307_hazan_oren.jpg	53	6	1	1	2.363974e+01	1	1.126351e+00	0	5	2.530820e+01	5	1.249903e+00	
BMI_bff_124	2	6	114_shafir_stav.jpg	47	7	1	1	2.811133e+01	1	8.947584e-01	0	5	2.954631e+01	5	8.037815e-01	
BMI_bff_124	2	20	305_erdan_gilad.jpg	8	8	1	1	3.191561e+01	1	1.050475e+00	1	1	3.350071e+01	1	1.017383e+00	
BMI_bff_124	2	26	316_saar_gidon.jpg	14	9	1	1	3.607030e+01	1	9.357877e-01	1	1	3.753861e+01	1	4.754894e-01	
BMI_bff_124	2	4	110_nachman_shai.jpg	17	10	1	1	3.957437e+01	1	1.039717e+00	1	1	4.115930e+01	1	4.867893e-01	
BMI_bff_124	2	10	203_cohen_meir.jpg	44	11	1	5	4.321145e+01	5	5.242639e+00	0	5	4.900148e+01	5	1.860612e+00	
BMI_bff_124	2	27	317_shaked_ayelet.jpg	7	12	1	1	5.242195e+01	1	1.104135e+00	0	5	5.407387e+01	5	9.082246e-01	
BMI_bff_124	2	2	105_gilon_ilan.jpg	52	13	1	1	5.654338e+01	1	1.630814e+00	0	5	5.871240e+01	5	1.141690e+00	
BMI_bff_124	2	12	208_livnee_zipi.jpg	9	14	1	1	6.141542e+01	1	1.110677e+00	1	1	6.306720e+01	1	1.554909e+00	
BMI_bff_124	2	25	314_netanyahu.jpg	43	15	1	1	6.618743e+01	1	9.386656e-01	1	1	6.767246e+01	1	5.816316e-01	
BMI_bff_124	2	5	112_peretz_amir.jpg	45	16	1	1	6.980817e+01	1	1.549953e+00	0	4	7.189388e+01	4	3.776212e+00	
BMI_bff_124	2	21	306_gafni_moshe.jpg	51	17	1	1	7.723319e+01	1	1.116901e+00	1	1	7.888501e+01	1	1.049071e+00	
BMI_bff_124	2	23	308_hotovely_tzipi.jpg	13	18	1	1	8.148794e+01	1	9.661542e-01	0	5	8.298969e+01	5	6.404078e-01	
BMI_bff_124	2	24	311_liberman_avigdor.jpg	46	19	1	1	8.519213e+01	1	8.299788e-01	1	1	8.656035e+01	1	4.377449e-01	
BMI_bff_124	2	14	212_olmert_ehud.jpg	56	20	1	1	8.854588e+01	1	9.322119e-01	0	5	9.001421e+01	5	8.719126e-01	
BMI_bff_124	2	18	301_benet_naftali.jpg	6	21	1	1	9.245025e+01	1	8.758436e-01	0	5	9.386857e+01	5	6.175355e-01	
BMI_bff_124	2	7	117_tibi_ahmed.jpg	50	22	1	1	9.603764e+01	1	1.208448e+00	0	5	9.778959e+01	5	6.405235e-01	
BMI_bff_124	2	19	303_deri_arye.jpg	54	23	1	1	9.999207e+01	1	1.238035e+00	1	1	1.017774e+02	1	1.524680e+00	
BMI_bff_124	2	17	220_tamnu_shata_penina.jpg	12	24	1	5	1.048642e+02	5	3.157878e+00	0	5	1.085684e+02	5	2.381707e+00	
BMI_bff_124	2	1	103_cabel_eitan.jpg	15	25	1	1	1.125060e+02	1	9.720542e-01	0	5	1.140245e+02	5	1.069639e+00	
BMI_bff_124	2	28	320_yaalon_moshe.jpg	16	26	1	1	1.166442e+02	1	1.161932e+00	1	1	1.183460e+02	1	9.561261e-01	
BMI_bff_124	2	15	213_perry_yaakov.jpg	18	27	1	2	1.208655e+02	2	3.340613e+00	0	5	1.247531e+02	5	1.572956e+00	
BMI_bff_124	2	11	207_lapid_yair.jpg	10	28	1	1	1.278900e+02	1	1.204100e+00	0	5	1.296253e+02	5	6.447855e-01	
