subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight
BMI_bff_128	0	2	02	1	1	2.018759e+00	315_regev_miri.jpg	106_herzog_yitzhak.jpg	43	52	1	i	2	0	1037.73	0.35	0.21
BMI_bff_128	0	2	02	1	2	5.022163e+00	311_liberman_avigdor.jpg	314_netanyahu.jpg	45	51	0	i	2	1	954.33	0.32	0.21
BMI_bff_128	0	2	02	1	3	1.203158e+01	120_zuabi_hanin.jpg	217_shelach_ofer.jpg	9	13	1	u	1	1	640.91	0.74	0.72
BMI_bff_128	0	2	02	1	4	1.601784e+01	217_shelach_ofer.jpg	107_horowitz_nitzan.jpg	13	11	0	i	1	1	982.66	0.72	0.73
BMI_bff_128	0	2	02	1	5	2.102341e+01	306_gafni_moshe.jpg	116_shmuli_itzik.jpg	44	48	0	i	2	1	985.07	0.34	0.26
BMI_bff_128	0	2	02	1	6	2.502790e+01	207_lapid_yair.jpg	113_rosenthal_mickey.jpg	14	7	1	i	1	0	1140.60	0.71	0.77
BMI_bff_128	0	2	02	1	7	2.903236e+01	107_horowitz_nitzan.jpg	215_rozbozov_yoel.jpg	11	18	1	u	1	1	1072.14	0.73	0.69
BMI_bff_128	0	2	02	1	8	3.201905e+01	315_regev_miri.jpg	101_barak_ehud.jpg	43	47	1	i	2	0	773.44	0.35	0.31
BMI_bff_128	0	2	02	1	9	3.502251e+01	320_yaalon_moshe.jpg	216_sharom_ariel.jpg	54	53	1	u	2	1	1225.98	0.16	0.20
BMI_bff_128	0	2	02	1	10	4.002814e+01	214_piron_shai.jpg	101_barak_ehud.jpg	49	47	1	u	2	1	1004.37	0.24	0.31
BMI_bff_128	0	2	02	1	11	4.403260e+01	311_liberman_avigdor.jpg	214_piron_shai.jpg	45	49	0	i	2	1	895.89	0.32	0.24
BMI_bff_128	0	2	02	1	12	4.902148e+01	306_gafni_moshe.jpg	112_peretz_amir.jpg	44	46	0	i	2	1	835.02	0.34	0.32
BMI_bff_128	0	2	02	1	13	5.302603e+01	208_livnee_zipi.jpg	304_dicter_abraham.jpg	19	21	0	u	5	0	1310.46	0.68	0.60
BMI_bff_128	0	2	02	1	14	5.602942e+01	306_gafni_moshe.jpg	314_netanyahu.jpg	44	51	0	i	2	1	1083.07	0.34	0.21
BMI_bff_128	0	2	02	1	15	6.001685e+01	116_shmuli_itzik.jpg	101_barak_ehud.jpg	48	47	1	u	2	1	815.65	0.26	0.31
BMI_bff_128	0	2	02	1	16	6.602394e+01	116_shmuli_itzik.jpg	311_liberman_avigdor.jpg	48	45	1	u	2	1	1016.56	0.26	0.32
BMI_bff_128	0	2	02	1	17	7.303187e+01	320_yaalon_moshe.jpg	101_barak_ehud.jpg	54	47	1	i	2	0	936.63	0.16	0.31
BMI_bff_128	0	2	02	1	18	7.601855e+01	116_shmuli_itzik.jpg	210_mofaz_shaul.jpg	48	50	1	u	2	1	1013.95	0.26	0.22
BMI_bff_128	0	2	02	1	19	8.102414e+01	214_piron_shai.jpg	216_sharom_ariel.jpg	49	53	1	u	2	1	640.36	0.24	0.20
BMI_bff_128	0	2	02	1	20	8.602969e+01	107_horowitz_nitzan.jpg	205_german_yael.jpg	11	12	1	i	1	0	730.81	0.73	0.73
BMI_bff_128	0	2	02	1	21	9.201986e+01	113_rosenthal_mickey.jpg	108_khenin_dov.jpg	7	8	0	i	1	1	628.63	0.77	0.75
BMI_bff_128	0	2	02	1	22	9.602429e+01	207_lapid_yair.jpg	308_hotovely_tzipi.jpg	14	15	1	u	1	1	1040.20	0.71	0.71
BMI_bff_128	0	2	02	1	23	1.010299e+02	106_herzog_yitzhak.jpg	214_piron_shai.jpg	52	49	0	i	2	1	1026.58	0.21	0.24
BMI_bff_128	0	2	02	1	24	1.080211e+02	211_molla_shlomo.jpg	215_rozbozov_yoel.jpg	17	18	1	u	1	1	843.38	0.69	0.69
BMI_bff_128	0	2	02	1	25	1.130267e+02	314_netanyahu.jpg	210_mofaz_shaul.jpg	51	50	1	i	2	0	1109.82	0.21	0.22
BMI_bff_128	0	2	02	1	26	1.180323e+02	117_tibi_ahmed.jpg	305_erdan_gilad.jpg	39	40	0	u	6	0	1240.17	0.44	0.43
BMI_bff_128	0	2	02	1	27	1.210190e+02	110_nachman_shai.jpg	305_erdan_gilad.jpg	42	40	0	u	6	0	1165.53	0.38	0.43
BMI_bff_128	0	2	02	1	28	1.240224e+02	308_hotovely_tzipi.jpg	108_khenin_dov.jpg	15	8	0	i	1	1	594.11	0.71	0.75
BMI_bff_128	0	2	02	1	29	1.300291e+02	120_zuabi_hanin.jpg	215_rozbozov_yoel.jpg	9	18	1	u	1	1	635.36	0.74	0.69
BMI_bff_128	0	2	02	1	30	1.340166e+02	217_shelach_ofer.jpg	207_lapid_yair.jpg	13	14	0	i	1	1	879.92	0.72	0.71
BMI_bff_128	0	2	02	1	31	1.430271e+02	309_katz_yisrael.jpg	118_yacimovich_shelly.jpg	55	5	0	i	4	1	1117.37	0.14	0.83
BMI_bff_128	0	2	02	1	32	1.480327e+02	105_gilon_ilan.jpg	317_shaked_ayelet.jpg	10	16	0	u	1	0	1175.80	0.73	0.70
BMI_bff_128	0	2	02	1	33	1.570261e+02	113_rosenthal_mickey.jpg	107_horowitz_nitzan.jpg	7	11	0	i	1	1	846.44	0.77	0.73
BMI_bff_128	0	2	02	1	34	1.600294e+02	105_gilon_ilan.jpg	207_lapid_yair.jpg	10	14	0	u	1	0	1179.05	0.73	0.71
BMI_bff_128	0	2	02	1	35	1.640170e+02	306_gafni_moshe.jpg	315_regev_miri.jpg	44	43	0	i	2	1	1127.49	0.34	0.35
BMI_bff_128	0	2	02	1	36	1.700241e+02	314_netanyahu.jpg	216_sharom_ariel.jpg	51	53	1	x	2	999	999000.00	0.21	0.20
BMI_bff_128	0	2	02	1	37	1.740286e+02	120_zuabi_hanin.jpg	308_hotovely_tzipi.jpg	9	15	1	u	1	1	771.93	0.74	0.71
BMI_bff_128	0	2	02	1	38	1.810196e+02	108_khenin_dov.jpg	105_gilon_ilan.jpg	8	10	1	u	1	1	580.84	0.75	0.73
BMI_bff_128	0	2	02	1	39	1.870264e+02	105_gilon_ilan.jpg	120_zuabi_hanin.jpg	10	9	0	i	1	1	774.11	0.73	0.74
