subjectID	runtrial	onsettime	Name	Bid	RT
caau_snacks_928	1	4.541088e-02	159.bmp	1.015625e+00	1.359470e+01
caau_snacks_928	2	1.409032e+01	127.bmp	5.312500e-01	3.448354e+00
caau_snacks_928	3	1.795491e+01	117.bmp	2.009375e+00	2.598509e+00
caau_snacks_928	4	2.097000e+01	111.bmp	1.018750e+00	3.048796e+00
caau_snacks_928	5	2.440234e+01	110.bmp	1.018750e+00	3.148742e+00
caau_snacks_928	6	2.796747e+01	118.bmp	1.468750e+00	2.713513e+00
caau_snacks_928	7	3.106585e+01	141.bmp	4.687500e-01	1.765724e+00
caau_snacks_928	8	3.319823e+01	108.bmp	8.125000e-01	2.548673e+00
caau_snacks_928	9	3.613037e+01	116.bmp	7.187500e-01	3.296505e+00
caau_snacks_928	10	3.981212e+01	122.bmp	1.021875e+00	1.965583e+00
caau_snacks_928	11	4.217768e+01	133.bmp	1.237500e+00	1.565875e+00
caau_snacks_928	12	4.414365e+01	156.bmp	5.187500e-01	1.749153e+00
caau_snacks_928	13	4.627612e+01	103.bmp	1.006250e+00	2.365233e+00
caau_snacks_928	14	4.900816e+01	113.bmp	8.281250e-01	4.148701e+00
caau_snacks_928	15	5.352324e+01	105.bmp	4.843750e-01	1.648729e+00
caau_snacks_928	16	5.552202e+01	152.bmp	8.156250e-01	2.065829e+00
caau_snacks_928	17	5.797120e+01	144.bmp	5.812500e-01	1.632524e+00
caau_snacks_928	18	5.997035e+01	107.bmp	1.046875e+00	2.529908e+00
caau_snacks_928	19	6.290243e+01	121.bmp	4.875000e-01	2.715360e+00
caau_snacks_928	20	6.598437e+01	128.bmp	8.406250e-01	2.332293e+00
caau_snacks_928	21	6.870025e+01	142.bmp	9.500000e-01	2.848177e+00
caau_snacks_928	22	7.193199e+01	151.bmp	5.906250e-01	2.848578e+00
caau_snacks_928	23	7.516415e+01	106.bmp	9.031250e-01	1.632093e+00
caau_snacks_928	24	7.717975e+01	137.bmp	2.375000e-01	2.030698e+00
caau_snacks_928	25	7.959540e+01	155.bmp	4.718750e-01	1.815764e+00
caau_snacks_928	26	8.181124e+01	102.bmp	5.718750e-01	2.082247e+00
caau_snacks_928	27	8.429353e+01	147.bmp	1.518750e+00	2.382143e+00
caau_snacks_928	28	8.705894e+01	153.bmp	6.437500e-01	1.315768e+00
caau_snacks_928	29	8.874183e+01	132.bmp	4.250000e-01	1.313546e+00
caau_snacks_928	30	9.045759e+01	112.bmp	1.009375e+00	1.732122e+00
caau_snacks_928	31	9.259002e+01	124.bmp	6.437500e-01	1.565656e+00
caau_snacks_928	32	9.453925e+01	120.bmp	5.531250e-01	2.432034e+00
caau_snacks_928	33	9.735459e+01	158.bmp	7.312500e-01	1.332493e+00
caau_snacks_928	34	9.904970e+01	101.bmp	9.406250e-01	1.953149e+00
caau_snacks_928	35	1.013861e+02	104.bmp	9.156250e-01	2.715390e+00
caau_snacks_928	36	1.044851e+02	145.bmp	3.843750e-01	1.649146e+00
caau_snacks_928	37	1.065174e+02	135.bmp	4.250000e-01	1.999023e+00
caau_snacks_928	38	1.088664e+02	119.bmp	6.875000e-01	1.530723e+00
caau_snacks_928	39	1.107825e+02	140.bmp	2.812500e-01	1.665524e+00
caau_snacks_928	40	1.128314e+02	157.bmp	6.562500e-01	1.465804e+00
caau_snacks_928	41	1.146640e+02	160.bmp	7.687500e-01	1.713835e+00
caau_snacks_928	42	1.167633e+02	115.bmp	3.531250e-01	2.182110e+00
caau_snacks_928	43	1.193288e+02	123.bmp	6.468750e-01	1.547141e+00
caau_snacks_928	44	1.212279e+02	149.bmp	6.750000e-01	3.231604e+00
caau_snacks_928	45	1.248098e+02	154.bmp	4.593750e-01	2.531863e+00
caau_snacks_928	46	1.277035e+02	131.bmp	2.812500e-01	1.420769e+00
caau_snacks_928	47	1.294747e+02	143.bmp	9.062500e-01	2.348978e+00
caau_snacks_928	48	1.322068e+02	129.bmp	6.875000e-01	1.848859e+00
caau_snacks_928	49	1.344390e+02	114.bmp	5.187500e-01	1.399210e+00
caau_snacks_928	50	1.362173e+02	126.bmp	4.031250e-01	1.336939e+00
caau_snacks_928	51	1.379208e+02	134.bmp	5.812500e-01	4.999295e+00
caau_snacks_928	52	1.433022e+02	148.bmp	4.062500e-01	2.898639e+00
caau_snacks_928	53	1.465673e+02	138.bmp	4.156250e-01	1.376076e+00
caau_snacks_928	54	1.483165e+02	146.bmp	4.343750e-01	1.882399e+00
caau_snacks_928	55	1.505489e+02	125.bmp	3.750000e-01	2.482042e+00
caau_snacks_928	56	1.534143e+02	130.bmp	4.906250e-01	2.182233e+00
caau_snacks_928	57	1.559637e+02	150.bmp	4.750000e-01	1.980059e+00
caau_snacks_928	58	1.583292e+02	139.bmp	4.562500e-01	1.447867e+00
caau_snacks_928	59	1.601283e+02	136.bmp	7.000000e-01	1.515894e+00
