1205.jpg	 12	 1	 9.061171e-01	 6
9390.jpg	 12	 2	 8.989844e-01	 51
1019.jpg	 12	 3	 8.947318e-01	 4
2039.jpg	 12	 4	 8.519662e-01	 10
6370.jpg	 12	 5	 8.503471e-01	 27
9321.jpg	 12	 6	 8.436193e-01	 44
6242.jpg	 12	 7	 8.190433e-01	 25
2455.jpg	 11	 8	 8.038444e-01	 12
7078.jpg	 11	 9	 7.832287e-01	 32
1301.jpg	 12	 10	 7.788640e-01	 9
2456.jpg	 11	 11	 7.319738e-01	 13
10002.JPG	 12	 12	 7.317986e-01	 1
6838.jpg	 12	 13	 7.286114e-01	 31
8480.jpg	 11	 14	 7.224592e-01	 34
7359.jpg	 12	 15	 6.831964e-01	 33
9622.jpg	 11	 16	 6.721487e-01	 58
9490.jpg	 11	 17	 6.717579e-01	 54
10003.JPG	 12	 18	 6.598909e-01	 2
1271.jpg	 11	 19	 6.532037e-01	 7
2750.jpg	 12	 20	 6.016759e-01	 16
9373.jpg	 12	 21	 5.930505e-01	 50
1111.jpg	 11	 22	 5.863249e-01	 5
6250.1.jpg	 11	 23	 5.827709e-01	 26
2799.jpg	 12	 24	 5.715369e-01	 17
2457.jpg	 12	 25	 5.679123e-01	 14
9600.jpg	 11	 26	 5.601121e-01	 57
6213.jpg	 12	 27	 5.574202e-01	 24
9903.jpg	 12	 28	 5.517567e-01	 59
9905.jpg	 12	 29	 5.412220e-01	 60
3500.jpg	 12	 30	 5.075202e-01	 21
9341.jpg	 24	 31	 4.754768e-01	 49
9495.jpg	 24	 32	 4.737400e-01	 55
6211.jpg	 24	 33	 4.511023e-01	 23
6555.jpg	 24	 34	 4.481041e-01	 28
2205.jpg	 22	 35	 4.361831e-01	 11
9291.jpg	 24	 36	 4.027045e-01	 41
9050.jpg	 24	 37	 3.914349e-01	 37
9090.jpg	 22	 38	 3.904684e-01	 38
9480.jpg	 24	 39	 3.896834e-01	 53
6560.JPG	 22	 40	 3.654222e-01	 29
9300.jpg	 22	 41	 3.560441e-01	 42
6570.1.JPG	 24	 42	 3.526412e-01	 30
3160.jpg	 22	 43	 3.493023e-01	 19
6210.jpg	 24	 44	 3.351188e-01	 22
9322.jpg	 24	 45	 3.058773e-01	 45
2683.jpg	 22	 46	 2.997432e-01	 15
9325.jpg	 24	 47	 2.960666e-01	 46
9425.jpg	 22	 48	 2.861016e-01	 52
3103.jpg	 22	 49	 2.682898e-01	 18
9301.jpg	 24	 50	 2.405595e-01	 43
9254.jpg	 22	 51	 2.329702e-01	 40
9042.jpg	 24	 52	 2.117982e-01	 36
9330.jpg	 24	 53	 2.109698e-01	 47
9340.jpg	 22	 54	 2.077402e-01	 48
3180.jpg	 24	 55	 1.874048e-01	 20
9120.jpg	 24	 56	 1.783199e-01	 39
10005.JPG	 24	 57	 1.658271e-01	 3
9008.jpg	 24	 58	 1.497371e-01	 35
9561.jpg	 24	 59	 1.314358e-01	 56
1274.jpg	 24	 60	 1.026431e-01	 8

