subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
p_129	 1	 5.170306e-01	 2750.jpg	 1274.jpg	 16	 8	 i	 0	 1.341445e+03
p_129	 2	 4.015674e+00	 2799.jpg	 9291.jpg	 17	 41	 i	 0	 1.586764e+03
p_129	 3	 7.514317e+00	 9008.jpg	 9042.jpg	 35	 36	 u	 0	 2.376110e+03
p_129	 4	 1.101296e+01	 9341.jpg	 9425.jpg	 49	 52	 i	 0	 2.237418e+03
p_129	 5	 1.451160e+01	 9340.jpg	 7078.jpg	 48	 32	 i	 0	 1.746776e+03
p_129	 6	 1.801025e+01	 7359.jpg	 9325.jpg	 33	 46	 u	 0	 2.024103e+03
p_129	 7	 2.152224e+01	 1271.jpg	 9490.jpg	 7	 54	 u	 0	 1.872082e+03
p_129	 8	 2.502089e+01	 9905.jpg	 1205.jpg	 60	 6	 u	 0	 2.277401e+03
p_129	 9	 2.851953e+01	 1019.jpg	 2683.jpg	 4	 15	 u	 0	 2.154747e+03
p_129	 10	 3.201817e+01	 9120.jpg	 9600.jpg	 39	 57	 x	 999	 999000
p_129	 11	 3.551682e+01	 6560.JPG	 3103.jpg	 29	 18	 i	 0	 2.037415e+03
p_129	 12	 3.901546e+01	 9495.jpg	 9254.jpg	 55	 40	 u	 0	 1.690753e+03
p_129	 13	 4.251410e+01	 9373.jpg	 8480.jpg	 50	 34	 u	 0	 1.296070e+03
p_129	 14	 4.601275e+01	 9390.jpg	 1301.jpg	 51	 9	 i	 0	 9.974248e+02
p_129	 15	 4.951139e+01	 6250.1.jpg	 3160.jpg	 26	 19	 u	 0	 1.594738e+03
p_129	 16	 5.301003e+01	 9903.jpg	 2457.jpg	 59	 14	 i	 0	 1.120071e+03
p_129	 17	 5.652203e+01	 10003.JPG	 9622.jpg	 2	 58	 u	 0	 1.112062e+03
p_129	 18	 6.002067e+01	 9330.jpg	 10002.JPG	 47	 1	 u	 0	 1.341388e+03
p_129	 19	 6.351932e+01	 2456.jpg	 9090.jpg	 13	 38	 i	 0	 7.867329e+02
p_129	 20	 6.701796e+01	 9050.jpg	 1111.jpg	 37	 5	 u	 0	 8.720576e+02
p_129	 21	 7.051660e+01	 6210.jpg	 9301.jpg	 22	 43	 i	 0	 1.005402e+03
p_129	 22	 7.401525e+01	 10005.JPG	 6213.jpg	 3	 24	 u	 0	 1.058726e+03
p_129	 23	 7.751389e+01	 9300.jpg	 2039.jpg	 42	 10	 u	 0	 7.120675e+02
p_129	 24	 8.101253e+01	 6370.jpg	 9480.jpg	 27	 53	 u	 0	 1.837397e+03
p_129	 25	 8.451118e+01	 6242.jpg	 2205.jpg	 25	 11	 u	 0	 1.730726e+03
