subjectID	 order	 stimName	 itemIndABC	 bidInd	 runtrial	 isOld?	 subjectAnswerIsOld	 isBeep?	 subjectAnswerIsBeep	 onsettime	 resp_choice	 RT
neg_109	 1	 1274.jpg	 5	 42	 1	 1	 1	 1	 0	 2.299040e-02	 i	 1.938691e+00 
neg_109	 1	 9341.jpg	 33	 23	 2	 1	 1	 0	 1	 3.014174e+00	 u	 7.234905e-01 
neg_109	 1	 9008.jpg	 24	 53	 3	 1	 1	 1	 0	 4.790215e+00	 i	 5.474220e-01 
neg_109	 1	 2456.jpg	 10	 24	 4	 1	 1	 1	 1	 6.392637e+00	 u	 7.210085e-01 
neg_109	 1	 9600.jpg	 38	 12	 5	 1	 1	 1	 1	 8.168668e+00	 u	 7.529458e-01 
neg_109	 1	 2750.jpg	 11	 48	 6	 1	 1	 0	 1	 9.984748e+00	 u	 6.808662e-01 
neg_109	 1	 9042.jpg	 25	 52	 7	 1	 1	 1	 1	 1.172072e+01	 u	 7.368583e-01 
neg_109	 1	 2039.jpg	 7	 10	 8	 1	 1	 1	 1	 1.351008e+01	 u	 1.059496e+00 
neg_109	 1	 9254.jpg	 27	 47	 9	 1	 1	 1	 1	 1.561995e+01	 u	 5.975826e-01 
neg_109	 1	 2799.jpg	 12	 17	 10	 1	 1	 0	 1	 1.727579e+01	 u	 6.377529e-01 
neg_109	 1	 6210.jpg	 15	 14	 11	 1	 1	 0	 1	 1.897169e+01	 u	 6.858235e-01 
neg_109	 1	 9390.jpg	 35	 16	 12	 1	 1	 0	 0	 2.072101e+01	 i	 6.484754e-01 
neg_109	 1	 9373.jpg	 34	 49	 13	 1	 1	 0	 0	 2.243026e+01	 i	 6.511997e-01 
neg_109	 1	 9342.jpg	 72	 0	 14	 0	 1	 0	 0	 2.415287e+01	 i	 5.765804e-01 
neg_109	 1	 6560.JPG	 20	 44	 15	 1	 1	 1	 1	 2.578202e+01	 u	 4.994228e-01 
neg_109	 1	 7359.jpg	 22	 43	 16	 1	 1	 0	 1	 2.734438e+01	 u	 5.210719e-01 
neg_109	 1	 10005.JPG	 2	 40	 17	 1	 1	 0	 0	 2.892009e+01	 i	 6.892989e-01 
neg_109	 1	 6211.jpg	 16	 21	 18	 1	 1	 1	 1	 3.068279e+01	 u	 9.265906e-01 
neg_109	 1	 9291.jpg	 28	 20	 19	 1	 1	 1	 1	 3.267244e+01	 u	 4.889381e-01 
neg_109	 1	 3500.jpg	 14	 26	 20	 1	 1	 0	 0	 3.422145e+01	 i	 1.083903e+00 
neg_109	 1	 2205.jpg	 8	 22	 21	 1	 1	 0	 1	 3.635802e+01	 u	 5.313413e-01 
neg_109	 1	 6555.jpg	 19	 36	 22	 1	 1	 1	 1	 3.794710e+01	 u	 5.902050e-01 
neg_109	 1	 10002.JPG	 1	 35	 23	 1	 1	 0	 0	 3.960293e+01	 i	 5.503669e-01 
neg_109	 1	 1019.jpg	 3	 41	 24	 1	 1	 0	 1	 4.120537e+01	 u	 3.077992e-01 
neg_109	 1	 9480.jpg	 36	 39	 25	 1	 1	 1	 0	 4.256743e+01	 i	 4.338632e-01 
neg_109	 1	 2455.jpg	 9	 11	 26	 1	 1	 0	 1	 4.407639e+01	 u	 1.087685e-01 
neg_109	 1	 3160.jpg	 13	 46	 27	 1	 1	 0	 1	 4.523814e+01	 u	 3.512602e-02 
neg_109	 1	 6250.1.jpg	 18	 25	 28	 1	 1	 1	 1	 4.634648e+01	 u	 -3.324285e-02 
neg_109	 1	 8480.jpg	 23	 19	 29	 1	 1	 0	 1	 4.740141e+01	 u	 1.117031e-01 
neg_109	 1	 6570.1.JPG	 21	 9	 30	 1	 1	 0	 1	 4.856317e+01	 u	 5.407510e-02 
neg_109	 1	 9321.jpg	 30	 50	 31	 1	 1	 1	 1	 4.967151e+01	 u	 2.737162e-01 
neg_109	 1	 1301.jpg	 6	 18	 32	 1	 1	 1	 1	 5.100688e+01	 u	 2.823247e-01 
neg_109	 1	 9622.jpg	 39	 15	 33	 1	 1	 1	 1	 5.234223e+01	 u	 1.309764e-01 
neg_109	 1	 1271.jpg	 4	 45	 34	 1	 1	 1	 1	 5.353069e+01	 u	 1.104766e-01 
neg_109	 1	 9325.jpg	 31	 51	 35	 1	 1	 0	 1	 5.469244e+01	 u	 1.647333e-01 
