subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
110	 1	 5.170214e-01	 2750.jpg	 1274.jpg	 16	 8	 i	 0	 2.161481e+03
110	 2	 4.015653e+00	 2799.jpg	 9291.jpg	 17	 41	 u	 0	 2.102823e+03
110	 3	 7.514284e+00	 9008.jpg	 9042.jpg	 35	 36	 x	 999	 999000
110	 4	 1.101292e+01	 9341.jpg	 9425.jpg	 49	 52	 i	 0	 1.761494e+03
110	 5	 1.451155e+01	 9340.jpg	 7078.jpg	 48	 32	 i	 0	 1.718826e+03
110	 6	 1.801018e+01	 7359.jpg	 9325.jpg	 33	 46	 u	 0	 1.180151e+03
110	 7	 2.150881e+01	 1271.jpg	 9490.jpg	 7	 54	 i	 0	 1.217480e+03
110	 8	 2.500744e+01	 9905.jpg	 1205.jpg	 60	 6	 u	 0	 8.868259e+02
110	 9	 2.850607e+01	 1019.jpg	 2683.jpg	 4	 15	 i	 0	 1.452152e+03
110	 10	 3.201806e+01	 9120.jpg	 9600.jpg	 39	 57	 u	 0	 1.172145e+03
110	 11	 3.551669e+01	 6560.JPG	 3103.jpg	 29	 18	 u	 0	 1.513477e+03
110	 12	 3.901532e+01	 9495.jpg	 9254.jpg	 55	 40	 u	 0	 1.486791e+03
110	 13	 4.251395e+01	 9373.jpg	 8480.jpg	 50	 34	 i	 0	 1.060134e+03
110	 14	 4.601259e+01	 9390.jpg	 1301.jpg	 51	 9	 i	 0	 8.894630e+02
110	 15	 4.951122e+01	 6250.1.jpg	 3160.jpg	 26	 19	 u	 0	 1.502810e+03
110	 16	 5.300985e+01	 9903.jpg	 2457.jpg	 59	 14	 i	 0	 1.108132e+03
110	 17	 5.650848e+01	 10003.JPG	 9622.jpg	 2	 58	 i	 0	 1.273475e+03
110	 18	 6.000711e+01	 9330.jpg	 10002.JPG	 47	 1	 u	 0	 1.134816e+03
110	 19	 6.350575e+01	 2456.jpg	 9090.jpg	 13	 38	 i	 0	 9.321417e+02
110	 20	 6.701773e+01	 9050.jpg	 1111.jpg	 37	 5	 u	 0	 8.441122e+02
110	 21	 7.051636e+01	 6210.jpg	 9301.jpg	 22	 43	 u	 0	 9.294588e+02
110	 22	 7.401499e+01	 10005.JPG	 6213.jpg	 3	 24	 i	 0	 9.827965e+02
110	 23	 7.751362e+01	 9300.jpg	 2039.jpg	 42	 10	 i	 0	 9.721081e+02
110	 24	 8.101226e+01	 6370.jpg	 9480.jpg	 27	 53	 u	 0	 9.134579e+02
110	 25	 8.451089e+01	 6242.jpg	 2205.jpg	 25	 11	 u	 0	 7.747835e+02
110	 26	 8.800952e+01	 6838.jpg	 9321.jpg	 31	 44	 u	 0	 1.004118e+03
110	 27	 9.150815e+01	 6211.jpg	 6555.jpg	 23	 28	 i	 0	 1.377454e+03
110	 28	 9.500678e+01	 9561.jpg	 3180.jpg	 56	 20	 i	 0	 8.227803e+02
110	 29	 9.850541e+01	 6570.1.JPG	 3500.jpg	 30	 21	 u	 0	 7.961343e+02
110	 30	 1.020174e+02	 9322.jpg	 2455.jpg	 45	 12	 i	 0	 7.401091e+02
110	 31	 1.055160e+02	 2799.jpg	 9495.jpg	 17	 55	 i	 0	 1.113423e+03
110	 32	 1.090147e+02	 9291.jpg	 3160.jpg	 41	 19	 u	 0	 8.627635e+02
110	 33	 1.125133e+02	 7359.jpg	 9050.jpg	 33	 37	 i	 0	 1.028093e+03
110	 34	 1.160119e+02	 2455.jpg	 9561.jpg	 12	 56	 u	 0	 1.113424e+03
110	 35	 1.195106e+02	 6555.jpg	 9120.jpg	 28	 39	 i	 0	 1.006751e+03
110	 36	 1.230092e+02	 9322.jpg	 1274.jpg	 45	 8	 i	 0	 1.348092e+03
110	 37	 1.265078e+02	 3180.jpg	 10002.JPG	 20	 1	 u	 0	 8.254447e+02
110	 38	 1.300065e+02	 9480.jpg	 3500.jpg	 53	 21	 i	 0	 1.182771e+03
110	 39	 1.335184e+02	 2457.jpg	 2205.jpg	 14	 11	 u	 0	 1.318729e+03
110	 40	 1.370171e+02	 6242.jpg	 9903.jpg	 25	 59	 u	 0	 6.200961e+02
110	 41	 1.405157e+02	 2683.jpg	 9622.jpg	 15	 58	 i	 0	 7.214044e+02
110	 42	 1.440143e+02	 3103.jpg	 6211.jpg	 18	 23	 i	 0	 1.062750e+03
110	 43	 1.475130e+02	 9325.jpg	 7078.jpg	 46	 32	 i	 0	 8.600730e+02
110	 44	 1.510116e+02	 1111.jpg	 9340.jpg	 5	 48	 i	 0	 1.121405e+03
110	 45	 1.545102e+02	 1019.jpg	 9600.jpg	 4	 57	 i	 0	 9.667503e+02
110	 46	 1.580089e+02	 1301.jpg	 9254.jpg	 9	 40	 u	 0	 9.240920e+02
110	 47	 1.615075e+02	 1271.jpg	 9425.jpg	 7	 52	 i	 0	 9.614019e+02
110	 48	 1.650061e+02	 9330.jpg	 9341.jpg	 47	 49	 u	 0	 8.067443e+02
110	 49	 1.685181e+02	 6213.jpg	 9008.jpg	 24	 35	 u	 0	 8.467212e+02
110	 50	 1.720167e+02	 6210.jpg	 10003.JPG	 22	 2	 u	 0	 7.080642e+02
110	 51	 1.755154e+02	 9390.jpg	 6570.1.JPG	 51	 30	 i	 0	 6.334034e+02
110	 52	 1.790140e+02	 9300.jpg	 2750.jpg	 42	 16	 i	 0	 9.907273e+02
110	 53	 1.825126e+02	 6560.JPG	 9905.jpg	 29	 60	 u	 0	 1.124048e+03
110	 54	 1.860113e+02	 6370.jpg	 6250.1.jpg	 27	 26	 i	 0	 8.094000e+02
110	 55	 1.895099e+02	 10005.JPG	 9090.jpg	 3	 38	 i	 0	 6.227220e+02
110	 56	 1.930085e+02	 9373.jpg	 2039.jpg	 50	 10	 i	 0	 7.720679e+02
110	 57	 1.965072e+02	 1205.jpg	 6838.jpg	 6	 31	 i	 0	 8.893967e+02
110	 58	 2.000058e+02	 9490.jpg	 9042.jpg	 54	 36	 u	 0	 1.102739e+03
110	 59	 2.035178e+02	 9301.jpg	 9321.jpg	 43	 44	 i	 0	 1.990687e+03
110	 60	 2.070164e+02	 8480.jpg	 2456.jpg	 34	 13	 i	 0	 1.004044e+03
110	 61	 2.105150e+02	 6370.jpg	 6570.1.JPG	 27	 30	 i	 0	 1.089380e+03
110	 62	 2.140137e+02	 9254.jpg	 2750.jpg	 40	 16	 i	 0	 6.946941e+02
110	 63	 2.175123e+02	 2205.jpg	 10002.JPG	 11	 1	 u	 0	 9.560531e+02
110	 64	 2.210109e+02	 1019.jpg	 9390.jpg	 4	 51	 i	 0	 9.453801e+02
110	 65	 2.245096e+02	 10003.JPG	 9090.jpg	 2	 38	 i	 0	 7.267189e+02
110	 66	 2.280082e+02	 1301.jpg	 3160.jpg	 9	 19	 u	 0	 8.760334e+02
110	 67	 2.315068e+02	 8480.jpg	 9325.jpg	 34	 46	 u	 0	 7.213743e+02
110	 68	 2.350055e+02	 3103.jpg	 9340.jpg	 18	 48	 i	 0	 9.507109e+02
110	 69	 2.385174e+02	 1205.jpg	 9561.jpg	 6	 56	 u	 0	 7.506907e+02
110	 70	 2.420161e+02	 6210.jpg	 9341.jpg	 22	 49	 u	 0	 5.640270e+02
110	 71	 2.455147e+02	 9373.jpg	 9301.jpg	 50	 43	 u	 0	 1.209351e+03
110	 72	 2.490133e+02	 7359.jpg	 9008.jpg	 33	 35	 u	 0	 6.866937e+02
110	 73	 2.525120e+02	 7078.jpg	 9600.jpg	 32	 57	 u	 0	 5.960125e+02
110	 74	 2.560106e+02	 2456.jpg	 6213.jpg	 13	 24	 i	 0	 1.305351e+03
110	 75	 2.595092e+02	 9321.jpg	 9903.jpg	 44	 59	 i	 0	 9.586913e+02
110	 76	 2.630079e+02	 3500.jpg	 6211.jpg	 21	 23	 i	 0	 8.840279e+02
110	 77	 2.665065e+02	 2455.jpg	 9042.jpg	 12	 36	 u	 0	 1.225359e+03
110	 78	 2.700053e+02	 6560.JPG	 3180.jpg	 29	 20	 u	 0	 1.086563e+03
110	 79	 2.735171e+02	 2799.jpg	 9480.jpg	 17	 53	 u	 0	 1.142661e+03
110	 80	 2.770157e+02	 9495.jpg	 9425.jpg	 55	 52	 u	 0	 8.280073e+02
110	 81	 2.805144e+02	 2683.jpg	 9330.jpg	 15	 47	 u	 0	 1.137344e+03
110	 82	 2.840130e+02	 9050.jpg	 6838.jpg	 37	 31	 u	 0	 9.826739e+02
110	 83	 2.875116e+02	 9120.jpg	 2039.jpg	 39	 10	 u	 0	 6.840089e+02
110	 84	 2.910103e+02	 9622.jpg	 1271.jpg	 58	 7	 u	 0	 5.933421e+02
110	 85	 2.945089e+02	 9490.jpg	 2457.jpg	 54	 14	 i	 0	 5.986770e+02
110	 86	 2.980075e+02	 6250.1.jpg	 9905.jpg	 26	 60	 u	 0	 6.679970e+02
110	 87	 3.015062e+02	 1274.jpg	 1111.jpg	 8	 5	 u	 0	 1.073320e+03
110	 88	 3.050182e+02	 9291.jpg	 9300.jpg	 41	 42	 u	 0	 7.613084e+02
110	 89	 3.085168e+02	 6555.jpg	 6242.jpg	 28	 25	 i	 0	 9.426560e+02
110	 90	 3.120154e+02	 9322.jpg	 10005.JPG	 45	 3	 i	 0	 7.239705e+02
110	 91	 3.155140e+02	 10003.JPG	 3103.jpg	 2	 18	 i	 0	 1.049313e+03
110	 92	 3.190127e+02	 6250.1.jpg	 9330.jpg	 26	 47	 u	 0	 5.746516e+02
110	 93	 3.225113e+02	 6242.jpg	 9325.jpg	 25	 46	 u	 0	 6.119907e+02
110	 94	 3.260099e+02	 9561.jpg	 9090.jpg	 56	 38	 i	 0	 7.293022e+02
110	 95	 3.295086e+02	 8480.jpg	 9301.jpg	 34	 43	 u	 0	 5.746636e+02
110	 96	 3.330072e+02	 7359.jpg	 9495.jpg	 33	 55	 i	 0	 1.011987e+03
110	 97	 3.365058e+02	 6211.jpg	 9903.jpg	 23	 59	 u	 0	 5.853107e+02
110	 98	 3.400178e+02	 1019.jpg	 2039.jpg	 4	 10	 i	 0	 6.092829e+02
110	 99	 3.435165e+02	 6570.1.JPG	 10005.JPG	 30	 3	 u	 0	 5.506432e+02
110	 100	 3.470151e+02	 9425.jpg	 3500.jpg	 52	 21	 u	 0	 6.999673e+02
