subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
neg_104	 1	 5.170357e-01	 2750.jpg	 1274.jpg	 16	 8	 i	 0	 1.831805e+03
neg_104	 2	 4.015667e+00	 2799.jpg	 9291.jpg	 17	 41	 u	 0	 1.789155e+03
neg_104	 3	 7.527652e+00	 9008.jpg	 9042.jpg	 35	 36	 x	 999	 999000
neg_104	 4	 1.102628e+01	 9341.jpg	 9425.jpg	 49	 52	 i	 0	 1.178457e+03
neg_104	 5	 1.452492e+01	 9340.jpg	 7078.jpg	 48	 32	 i	 0	 9.757931e+02
neg_104	 6	 1.802355e+01	 7359.jpg	 9325.jpg	 33	 46	 u	 0	 1.109141e+03
neg_104	 7	 2.152218e+01	 1271.jpg	 9490.jpg	 7	 54	 u	 0	 1.226476e+03
neg_104	 8	 2.502081e+01	 9905.jpg	 1205.jpg	 60	 6	 u	 0	 1.183795e+03
neg_104	 9	 2.851945e+01	 1019.jpg	 2683.jpg	 4	 15	 i	 0	 1.061118e+03
neg_104	 10	 3.201807e+01	 9120.jpg	 9600.jpg	 39	 57	 i	 0	 1.546454e+03
neg_104	 11	 3.551671e+01	 6560.JPG	 3103.jpg	 29	 18	 u	 0	 1.247818e+03
neg_104	 12	 3.901534e+01	 9495.jpg	 9254.jpg	 55	 40	 u	 0	 1.301136e+03
neg_104	 13	 4.252732e+01	 9373.jpg	 8480.jpg	 50	 34	 i	 0	 7.971072e+02
neg_104	 14	 4.602595e+01	 9390.jpg	 1301.jpg	 51	 9	 u	 0	 8.024456e+02
neg_104	 15	 4.952459e+01	 6250.1.jpg	 3160.jpg	 26	 19	 u	 0	 1.447786e+03
neg_104	 16	 5.302322e+01	 9903.jpg	 2457.jpg	 59	 14	 i	 0	 1.341105e+03
neg_104	 17	 5.652185e+01	 10003.JPG	 9622.jpg	 2	 58	 i	 0	 1.010456e+03
neg_104	 18	 6.002048e+01	 9330.jpg	 10002.JPG	 47	 1	 u	 0	 9.517937e+02
neg_104	 19	 6.351911e+01	 2456.jpg	 9090.jpg	 13	 38	 i	 0	 1.149120e+03
neg_104	 20	 6.701774e+01	 9050.jpg	 1111.jpg	 37	 5	 u	 0	 6.584554e+02
neg_104	 21	 7.051637e+01	 6210.jpg	 9301.jpg	 22	 43	 u	 0	 6.317778e+02
neg_104	 22	 7.401501e+01	 10005.JPG	 6213.jpg	 3	 24	 i	 0	 5.891287e+02
neg_104	 23	 7.752699e+01	 9300.jpg	 2039.jpg	 42	 10	 i	 0	 6.771024e+02
neg_104	 24	 8.102562e+01	 6370.jpg	 9480.jpg	 27	 53	 u	 0	 1.002442e+03
neg_104	 25	 8.452425e+01	 6242.jpg	 2205.jpg	 25	 11	 u	 0	 1.007750e+03
neg_104	 26	 8.802289e+01	 6838.jpg	 9321.jpg	 31	 44	 u	 0	 1.077106e+03
neg_104	 27	 9.152152e+01	 6211.jpg	 6555.jpg	 23	 28	 u	 0	 1.418429e+03
neg_104	 28	 9.502015e+01	 9561.jpg	 3180.jpg	 56	 20	 i	 0	 7.837521e+02
neg_104	 29	 9.851878e+01	 6570.1.JPG	 3500.jpg	 30	 21	 u	 0	 1.205097e+03
neg_104	 30	 1.020174e+02	 9322.jpg	 2455.jpg	 45	 12	 i	 0	 9.864203e+02
neg_104	 31	 1.055160e+02	 2799.jpg	 9495.jpg	 17	 55	 i	 0	 1.183766e+03
neg_104	 32	 1.090280e+02	 9291.jpg	 3160.jpg	 41	 19	 u	 0	 9.677342e+02
neg_104	 33	 1.125267e+02	 7359.jpg	 9050.jpg	 33	 37	 i	 0	 1.149079e+03
neg_104	 34	 1.160253e+02	 2455.jpg	 9561.jpg	 12	 56	 u	 0	 8.024189e+02
neg_104	 35	 1.195239e+02	 6555.jpg	 9120.jpg	 28	 39	 i	 0	 1.031734e+03
neg_104	 36	 1.230226e+02	 9322.jpg	 1274.jpg	 45	 8	 u	 0	 5.730710e+02
neg_104	 37	 1.265212e+02	 3180.jpg	 10002.JPG	 20	 1	 u	 0	 1.138396e+03
neg_104	 38	 1.300198e+02	 9480.jpg	 3500.jpg	 53	 21	 i	 0	 9.837466e+02
neg_104	 39	 1.335185e+02	 2457.jpg	 2205.jpg	 14	 11	 u	 0	 9.570881e+02
neg_104	 40	 1.370171e+02	 6242.jpg	 9903.jpg	 25	 59	 u	 0	 1.074411e+03
neg_104	 41	 1.405157e+02	 2683.jpg	 9622.jpg	 15	 58	 i	 0	 1.079748e+03
neg_104	 42	 1.440277e+02	 3103.jpg	 6211.jpg	 18	 23	 i	 0	 8.157279e+02
neg_104	 43	 1.475263e+02	 9325.jpg	 7078.jpg	 46	 32	 i	 0	 5.330474e+02
