subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
n_132	 2	 6	 1	 1	 1	 2.440797e-02	 1274.jpg	 i	 3.646771e+00	 21	 0	 
n_132	 2	 31	 2	 1	 1	 4.724879e+00	 9330.jpg	 i	 1.250296e+00	 15	 0	 
n_132	 2	 7	 3	 1	 1	 7.035052e+00	 2205.jpg	 i	 1.004110e+00	 48	 1	 
n_132	 2	 53	 4	 0	 0	 9.091524e+00	 6244.jpg	 u	 8.196355e-01	 0	 0	 
n_132	 2	 48	 5	 0	 0	 1.096102e+01	 2590.jpg	 u	 1.270137e+00	 0	 0	 
n_132	 2	 78	 6	 0	 0	 1.328456e+01	 9909.jpg	 u	 8.345840e-01	 0	 0	 
n_132	 2	 22	 7	 1	 1	 1.516740e+01	 7359.jpg	 i	 6.957385e-01	 35	 1	 
n_132	 2	 18	 8	 1	 1	 1.691675e+01	 6250.1.jpg	 i	 1.170369e+00	 25	 0	 
n_132	 2	 51	 9	 0	 0	 1.914682e+01	 2900.1.jpg	 u	 7.963066e-01	 0	 0	 
n_132	 2	 52	 10	 0	 0	 2.100296e+01	 3230.jpg	 u	 2.572146e+00	 0	 0	 
n_132	 2	 68	 11	 0	 0	 2.463517e+01	 9295.jpg	 u	 8.119436e-01	 0	 0	 
n_132	 2	 13	 12	 1	 1	 2.650468e+01	 3500.jpg	 i	 6.064232e-01	 45	 0	 
n_132	 2	 76	 13	 0	 0	 2.816052e+01	 9429.jpg	 u	 7.105786e-01	 0	 0	 
n_132	 2	 50	 14	 0	 0	 2.992320e+01	 2700.jpg	 u	 6.598859e-01	 0	 0	 
n_132	 2	 62	 15	 0	 0	 3.163251e+01	 8230.jpg	 u	 2.502571e+00	 0	 0	 
n_132	 2	 37	 16	 1	 1	 3.518451e+01	 9600.jpg	 i	 1.862551e+00	 13	 0	 
n_132	 2	 74	 17	 0	 0	 3.809563e+01	 9423.jpg	 u	 8.394365e-01	 0	 0	 
n_132	 2	 28	 18	 1	 1	 4.000520e+01	 9291.jpg	 i	 6.578562e-01	 14	 1	 
n_132	 2	 38	 19	 1	 1	 4.171448e+01	 9622.jpg	 i	 6.925665e-01	 10	 0	 
n_132	 2	 34	 20	 1	 1	 4.346380e+01	 9425.jpg	 i	 6.392487e-01	 44	 0	 
n_132	 2	 8	 21	 1	 1	 4.515969e+01	 2455.jpg	 i	 6.393408e-01	 12	 0	 
n_132	 2	 33	 22	 1	 1	 4.685563e+01	 9373.jpg	 i	 5.914133e-01	 42	 0	 
n_132	 2	 30	 23	 1	 1	 4.849813e+01	 9322.jpg	 i	 5.649093e-01	 51	 1	 
n_132	 2	 21	 24	 1	 1	 5.011391e+01	 6570.1.JPG	 i	 7.091010e-01	 39	 0	 
n_132	 2	 1	 25	 1	 1	 5.187660e+01	 10005.JPG	 i	 6.104122e-01	 11	 1	 
n_132	 2	 32	 26	 1	 1	 5.354580e+01	 9341.jpg	 i	 6.531992e-01	 7	 0	 
n_132	 2	 70	 27	 0	 0	 5.525505e+01	 9320.jpg	 u	 7.839590e-01	 0	 0	 
n_132	 2	 42	 28	 0	 0	 5.709786e+01	 10010.JPG	 u	 6.211261e-01	 0	 0	 
n_132	 2	 73	 29	 0	 0	 5.876709e+01	 9395.jpg	 u	 6.638962e-01	 0	 0	 
n_132	 2	 59	 30	 0	 0	 6.048971e+01	 6821.jpg	 u	 8.932592e-01	 0	 0	 
n_132	 2	 46	 31	 0	 0	 6.243933e+01	 1280.jpg	 u	 7.356440e-01	 0	 0	 
n_132	 2	 77	 32	 0	 0	 6.422872e+01	 9830.jpg	 u	 6.582446e-01	 0	 0	 
n_132	 2	 11	 33	 1	 1	 6.593800e+01	 2799.jpg	 i	 6.449707e-01	 37	 0	 
n_132	 2	 27	 34	 1	 1	 6.763390e+01	 9120.jpg	 i	 6.770646e-01	 23	 1	 
n_132	 2	 35	 35	 1	 1	 6.936988e+01	 9480.jpg	 i	 6.050666e-01	 26	 1	 
n_132	 2	 80	 36	 0	 0	 7.102573e+01	 9941.jpg	 u	 7.732280e-01	 0	 0	 
n_132	 2	 29	 37	 1	 1	 7.285518e+01	 9321.jpg	 i	 5.917637e-01	 46	 1	 
n_132	 2	 65	 38	 0	 0	 7.449768e+01	 9043.jpg	 u	 6.452562e-01	 0	 0	 
n_132	 2	 2	 39	 1	 1	 7.619360e+01	 1019.jpg	 i	 7.413361e-01	 54	 1	 
n_132	 2	 40	 40	 1	 1	 7.798298e+01	 9905.jpg	 i	 8.399545e-01	 17	 1	 
n_132	 2	 71	 41	 0	 0	 7.987920e+01	 9326.jpg	 u	 7.517127e-01	 0	 0	 
n_132	 2	 67	 42	 0	 0	 8.168194e+01	 9290.jpg	 u	 6.129772e-01	 0	 0	 
n_132	 2	 3	 43	 1	 1	 8.335113e+01	 1111.jpg	 i	 8.317680e-01	 50	 0	 
n_132	 2	 12	 44	 1	 1	 8.523398e+01	 3160.jpg	 i	 7.089268e-01	 47	 0	 
n_132	 2	 20	 45	 1	 1	 8.699669e+01	 6560.JPG	 i	 6.582155e-01	 41	 1	 
n_132	 2	 39	 46	 1	 1	 8.870595e+01	 9903.jpg	 i	 6.129346e-01	 9	 1	 
n_132	 2	 61	 47	 0	 0	 9.037518e+01	 7380.jpg	 u	 6.397092e-01	 0	 0	 
