9090.jpg	 12	 1	 9.284242e-01	 35
6210.jpg	 12	 2	 8.603326e-01	 19
9905.jpg	 12	 3	 8.599456e-01	 57
6242.jpg	 12	 4	 8.314956e-01	 22
9340.jpg	 12	 5	 7.998761e-01	 45
9330.jpg	 12	 6	 7.945622e-01	 44
9600.jpg	 12	 7	 7.906754e-01	 54
2039.jpg	 11	 8	 7.741601e-01	 7
9622.jpg	 11	 9	 7.719083e-01	 55
9903.jpg	 12	 10	 7.488726e-01	 56
6570.1.JPG	 11	 11	 7.394045e-01	 27
9495.jpg	 12	 12	 7.325131e-01	 52
9120.jpg	 12	 13	 7.298223e-01	 36
9291.jpg	 11	 14	 7.237353e-01	 38
2455.jpg	 12	 15	 7.092860e-01	 9
1301.jpg	 11	 16	 7.069064e-01	 6
9341.jpg	 11	 17	 7.052234e-01	 46
6250.1.jpg	 12	 18	 6.750381e-01	 23
2456.jpg	 11	 19	 6.675688e-01	 10
3500.jpg	 12	 20	 6.619167e-01	 18
9050.jpg	 12	 21	 6.588560e-01	 34
2683.jpg	 11	 22	 6.550291e-01	 12
9390.jpg	 11	 23	 6.481620e-01	 48
6370.jpg	 12	 24	 5.996377e-01	 24
6555.jpg	 12	 25	 5.540688e-01	 25
6211.jpg	 11	 26	 5.515725e-01	 20
9425.jpg	 12	 27	 5.359465e-01	 49
6838.jpg	 12	 28	 5.283805e-01	 28
6213.jpg	 12	 29	 5.182089e-01	 21
3180.jpg	 12	 30	 4.787483e-01	 17
6560.JPG	 24	 31	 4.675106e-01	 26
9480.jpg	 24	 32	 4.591118e-01	 50
7359.jpg	 24	 33	 4.514326e-01	 30
1271.jpg	 24	 34	 4.402234e-01	 4
2457.jpg	 22	 35	 4.355026e-01	 11
1274.jpg	 24	 36	 4.267597e-01	 5
1019.jpg	 24	 37	 4.148600e-01	 1
1111.jpg	 22	 38	 4.116341e-01	 2
7078.jpg	 24	 39	 3.989536e-01	 29
3160.jpg	 22	 40	 3.966510e-01	 16
9322.jpg	 22	 41	 3.860415e-01	 42
9008.jpg	 24	 42	 3.820818e-01	 32
9490.jpg	 22	 43	 3.749398e-01	 51
2799.jpg	 24	 44	 3.405934e-01	 14
9373.jpg	 24	 45	 3.349918e-01	 47
9254.jpg	 22	 46	 2.954654e-01	 37
disg5.JPG	 24	 47	 2.630622e-01	 60
1205.jpg	 22	 48	 2.619129e-01	 3
9325.jpg	 22	 49	 2.607205e-01	 43
8480.jpg	 24	 50	 2.467109e-01	 31
9300.jpg	 22	 51	 2.165971e-01	 39
9321.jpg	 24	 52	 2.107781e-01	 41
disg2.JPG	 24	 53	 1.894409e-01	 58
9042.jpg	 22	 54	 1.734004e-01	 33
2205.jpg	 24	 55	 1.712207e-01	 8
2750.jpg	 24	 56	 1.643218e-01	 13
disg3.JPG	 24	 57	 1.585874e-01	 59
9301.jpg	 24	 58	 1.274245e-01	 40
9561.jpg	 24	 59	 1.170970e-01	 53
3103.jpg	 24	 60	 8.169483e-02	 15

