subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_156	NaN	4	1	1	1	NaN	2124.jpg	2045.jpg	19	22	1	NaN	2	NaN	NaN	0.6795531	0.6091678	NaN	1
BM_156	NaN	4	1	1	2	NaN	1031.jpg	1052.jpg	17	24	0	NaN	2	NaN	NaN	0.6840623	0.598986	NaN	1
BM_156	NaN	4	1	1	3	NaN	2154.jpg	1009.jpg	16	10	0	NaN	1	NaN	NaN	0.6940999	0.809196	NaN	0.5
BM_156	NaN	4	1	1	4	NaN	2063.jpg	1183.jpg	52	50	0	NaN	6	NaN	NaN	0.4325676	0.4413879	NaN	0.5
BM_156	NaN	4	1	1	5	NaN	1052.jpg	1191.jpg	24	23	1	NaN	2	NaN	NaN	0.598986	0.6015032	NaN	1
BM_156	NaN	4	1	1	6	NaN	2154.jpg	2094.jpg	16	14	0	NaN	1	NaN	NaN	0.6940999	0.7347261	NaN	0.5
BM_156	NaN	4	1	1	7	NaN	2041.jpg	2248.jpg	72	66	1	NaN	8	NaN	NaN	0.234848	0.2662199	NaN	1
BM_156	NaN	4	1	1	8	NaN	2212.jpg	2063.jpg	55	52	1	NaN	6	NaN	NaN	0.3986802	0.4325676	NaN	0.5
BM_156	NaN	4	1	1	9	NaN	2240.jpg	2110.jpg	65	70	1	NaN	8	NaN	NaN	0.2968531	0.237903	NaN	1
BM_156	NaN	4	1	1	10	NaN	2249.jpg	2118.jpg	31	32	0	NaN	3	NaN	NaN	0.5659576	0.5642947	NaN	1
BM_156	NaN	4	1	1	11	NaN	2164.jpg	2155.jpg	46	48	0	NaN	5	NaN	NaN	0.446846	0.4460135	NaN	1
BM_156	NaN	4	1	1	12	NaN	2209.jpg	1031.jpg	21	17	1	NaN	2	NaN	NaN	0.6215945	0.6840623	NaN	1
BM_156	NaN	4	1	1	13	NaN	1031.jpg	1210.jpg	17	18	0	NaN	2	NaN	NaN	0.6840623	0.681808	NaN	1
BM_156	NaN	4	1	1	14	NaN	2054.jpg	2128.jpg	59	61	1	NaN	7	NaN	NaN	0.3642365	0.3541757	NaN	0.5
BM_156	NaN	4	1	1	15	NaN	2008.jpg	2089.jpg	54	53	1	NaN	6	NaN	NaN	0.4058437	0.4221778	NaN	0.5
BM_156	NaN	4	1	1	16	NaN	2212.jpg	1115.jpg	55	56	1	NaN	6	NaN	NaN	0.3986802	0.3966366	NaN	0.5
BM_156	NaN	4	1	1	17	NaN	1031.jpg	2124.jpg	17	19	0	NaN	2	NaN	NaN	0.6840623	0.6795531	NaN	1
BM_156	NaN	4	1	1	18	NaN	2015.jpg	1204.jpg	69	71	1	NaN	8	NaN	NaN	0.2413936	0.2369487	NaN	1
BM_156	NaN	4	1	1	19	NaN	1183.jpg	1115.jpg	50	56	1	NaN	6	NaN	NaN	0.4413879	0.3966366	NaN	0.5
BM_156	NaN	4	1	1	20	NaN	1226.jpg	2058.jpg	63	64	1	NaN	7	NaN	NaN	0.3269842	0.3216276	NaN	0.5
BM_156	NaN	4	1	1	21	NaN	2039.jpg	1192.jpg	45	47	1	NaN	5	NaN	NaN	0.4506923	0.4467228	NaN	1
BM_156	NaN	4	1	1	22	NaN	1182.jpg	2024.jpg	29	26	1	NaN	3	NaN	NaN	0.5700971	0.5840546	NaN	1
BM_156	NaN	4	1	1	23	NaN	1013.jpg	2094.jpg	9	14	0	NaN	1	NaN	NaN	0.8133767	0.7347261	NaN	0.5
BM_156	NaN	4	1	1	24	NaN	2217.jpg	1246.jpg	60	58	0	NaN	7	NaN	NaN	0.356838	0.3886316	NaN	0.5
BM_156	NaN	4	1	1	25	NaN	2217.jpg	1226.jpg	60	63	0	NaN	7	NaN	NaN	0.356838	0.3269842	NaN	0.5
BM_156	NaN	4	1	1	26	NaN	1013.jpg	2229.jpg	9	15	0	NaN	1	NaN	NaN	0.8133767	0.7332767	NaN	0.5
BM_156	NaN	4	1	1	27	NaN	2249.jpg	2016.jpg	31	28	0	NaN	3	NaN	NaN	0.5659576	0.5706487	NaN	1
BM_156	NaN	4	1	1	28	NaN	1262.jpg	2043.jpg	35	37	0	NaN	4	NaN	NaN	0.5422238	0.5205543	NaN	0.5
BM_156	NaN	4	1	1	29	NaN	1216.jpg	2039.jpg	41	45	0	NaN	5	NaN	NaN	0.4805691	0.4506923	NaN	1
BM_156	NaN	4	1	1	30	NaN	1210.jpg	1191.jpg	18	23	1	NaN	2	NaN	NaN	0.681808	0.6015032	NaN	1
BM_156	NaN	4	1	1	31	NaN	2248.jpg	2015.jpg	66	69	0	NaN	8	NaN	NaN	0.2662199	0.2413936	NaN	1
BM_156	NaN	4	1	1	32	NaN	2054.jpg	2058.jpg	59	64	1	NaN	7	NaN	NaN	0.3642365	0.3216276	NaN	0.5
BM_156	NaN	4	1	1	33	NaN	1246.jpg	2058.jpg	58	64	1	NaN	7	NaN	NaN	0.3886316	0.3216276	NaN	0.5
BM_156	NaN	4	1	1	34	NaN	1114.jpg	2125.jpg	33	38	1	NaN	4	NaN	NaN	0.5567149	0.5017856	NaN	0.5
BM_156	NaN	4	1	1	35	NaN	1216.jpg	1050.jpg	41	42	0	NaN	5	NaN	NaN	0.4805691	0.4702881	NaN	1
BM_156	NaN	4	1	1	36	NaN	2110.jpg	2201.jpg	70	68	0	NaN	8	NaN	NaN	0.237903	0.2615748	NaN	1
BM_156	NaN	4	1	1	37	NaN	2229.jpg	2154.jpg	15	16	1	NaN	1	NaN	NaN	0.7332767	0.6940999	NaN	0.5
BM_156	NaN	4	1	1	38	NaN	1057.jpg	2024.jpg	25	26	1	NaN	3	NaN	NaN	0.5933046	0.5840546	NaN	1
BM_156	NaN	4	1	1	39	NaN	2125.jpg	1228.jpg	38	40	0	NaN	4	NaN	NaN	0.5017856	0.4841523	NaN	0.5
BM_156	NaN	4	1	1	40	NaN	2058.jpg	1150.jpg	64	62	0	NaN	7	NaN	NaN	0.3216276	0.3337843	NaN	0.5
BM_156	NaN	4	1	1	41	NaN	1114.jpg	1207.jpg	33	34	1	NaN	4	NaN	NaN	0.5567149	0.5496886	NaN	0.5
BM_156	NaN	4	1	1	42	NaN	2010.jpg	2118.jpg	30	32	0	NaN	3	NaN	NaN	0.5676396	0.5642947	NaN	1
BM_156	NaN	4	1	1	43	NaN	2181.jpg	1228.jpg	39	40	0	NaN	4	NaN	NaN	0.5014649	0.4841523	NaN	0.5
BM_156	NaN	4	1	1	44	NaN	1073.jpg	2164.jpg	43	46	1	NaN	5	NaN	NaN	0.4619581	0.446846	NaN	1
BM_156	NaN	4	1	1	45	NaN	1150.jpg	1173.jpg	62	57	1	NaN	7	NaN	NaN	0.3337843	0.394455	NaN	0.5
BM_156	NaN	4	1	1	46	NaN	1019.jpg	2229.jpg	12	15	0	NaN	1	NaN	NaN	0.8064042	0.7332767	NaN	0.5
BM_156	NaN	4	1	1	47	NaN	1255.jpg	2154.jpg	11	16	1	NaN	1	NaN	NaN	0.8084714	0.6940999	NaN	0.5
BM_156	NaN	4	1	1	48	NaN	1262.jpg	1007.jpg	35	36	0	NaN	4	NaN	NaN	0.5422238	0.525641	NaN	0.5
BM_156	NaN	4	1	1	49	NaN	2164.jpg	2039.jpg	46	45	0	NaN	5	NaN	NaN	0.446846	0.4506923	NaN	1
BM_156	NaN	4	1	1	50	NaN	1009.jpg	1019.jpg	10	12	1	NaN	1	NaN	NaN	0.809196	0.8064042	NaN	0.5
BM_156	NaN	4	1	1	51	NaN	1204.jpg	2240.jpg	71	65	0	NaN	8	NaN	NaN	0.2369487	0.2968531	NaN	1
BM_156	NaN	4	1	1	52	NaN	1028.jpg	2053.jpg	49	51	0	NaN	6	NaN	NaN	0.4435081	0.4377377	NaN	0.5
