Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_169	1	0.8999917	1073.jpg	14	0	0
BM_169	2	0.89262	1191.jpg	27	0	0
BM_169	3	0.8814188	2125.jpg	62	0	0
BM_169	4	0.852963	1017.jpg	4	0	0
BM_169	5	0.840675	1202.jpg	29	0	0
BM_169	6	0.8303632	2153.jpg	65	0	0
BM_169	7	0.8060439	1114.jpg	16	0	0
BM_169	8	0.7931052	2053.jpg	51	0	0
BM_169	9	0.7792429	2212.jpg	73	1	1
BM_169	10	0.7788626	2006.jpg	41	1	0
BM_169	11	0.7757821	1254.jpg	38	1	0
BM_169	12	0.7750758	1028.jpg	7	1	1
BM_169	13	0.7687072	1035.jpg	9	1	1
BM_169	14	0.7414306	2124.jpg	61	1	0
BM_169	15	0.7413305	1031.jpg	8	1	0
BM_169	16	0.7302906	1262.jpg	40	1	1
BM_169	17	0.7138249	2154.jpg	66	2	0.5
BM_169	18	0.7064725	2218.jpg	75	2	0
BM_169	19	0.7015668	1255.jpg	39	2	0
BM_169	20	0.6896913	1207.jpg	31	2	0.5
BM_169	21	0.6885685	2008.jpg	42	2	0.5
BM_169	22	0.676333	2249.jpg	80	2	0
BM_169	23	0.6540952	2209.jpg	72	2	0
BM_169	24	0.6348463	2118.jpg	60	2	0.5
BM_169	25	0.6240029	1228.jpg	36	3	0.5
BM_169	26	0.6204944	1145.jpg	21	3	0
BM_169	27	0.6198327	2010.jpg	43	3	0
BM_169	28	0.6002941	1027.jpg	6	3	0.5
BM_169	29	0.5923579	1146.jpg	22	3	0
BM_169	30	0.5885021	1007.jpg	1	3	0.5
BM_169	31	0.580139	2063.jpg	54	3	0.5
BM_169	32	0.5579743	1013.jpg	3	3	0
BM_169	33	0.5383634	2181.jpg	69	4	0
BM_169	34	0.537328	2149.jpg	64	4	1
BM_169	35	0.5028635	2024.jpg	46	4	1
BM_169	36	0.5012405	1182.jpg	25	4	0
BM_169	37	0.4816117	2112.jpg	59	4	0
BM_169	38	0.4766764	1220.jpg	34	4	1
BM_169	39	0.4734915	1009.jpg	2	4	1
BM_169	40	0.4723313	2041.jpg	48	4	0
BM_169	41	0.4714172	1060.jpg	13	5	1
BM_169	42	0.470495	1173.jpg	24	5	0
BM_169	43	0.4644546	1050.jpg	10	5	0
BM_169	44	0.4607986	2043.jpg	49	5	1
BM_169	45	0.4551754	2248.jpg	79	5	1
BM_169	46	0.4422678	1130.jpg	19	5	0
BM_169	47	0.4409856	2221.jpg	76	5	0
BM_169	48	0.4364744	2089.jpg	55	5	1
BM_169	49	0.4228494	2194.jpg	70	6	0.5
BM_169	50	0.3889658	2128.jpg	63	6	0
BM_169	51	0.3843755	2201.jpg	71	6	0
BM_169	52	0.3769156	1144.jpg	20	6	0.5
BM_169	53	0.372621	2155.jpg	67	6	0.5
BM_169	54	0.3698714	2054.jpg	52	6	0
BM_169	55	0.3695944	1210.jpg	32	6	0
BM_169	56	0.3682203	1183.jpg	26	6	0.5
BM_169	57	0.3645701	1115.jpg	17	7	0.5
BM_169	58	0.3599709	1216.jpg	33	7	0
BM_169	59	0.3567409	1246.jpg	37	7	0
BM_169	60	0.3331758	1019.jpg	5	7	0.5
BM_169	61	0.3285321	2015.jpg	44	7	0.5
BM_169	62	0.3207924	2016.jpg	45	7	0
BM_169	63	0.3140742	2229.jpg	77	7	0
BM_169	64	0.3134621	1204.jpg	30	7	0.5
BM_169	65	0.3119079	1150.jpg	23	8	1
BM_169	66	0.305674	2217.jpg	74	8	0
BM_169	67	0.2934703	1052.jpg	11	8	0
BM_169	68	0.2860578	2164.jpg	68	8	1
BM_169	69	0.2838872	2094.jpg	56	8	0
BM_169	70	0.2777004	2039.jpg	47	8	1
BM_169	71	0.2476784	1226.jpg	35	8	1
BM_169	72	0.2098972	2058.jpg	53	8	0
BM_169	73	0.1871184	2110.jpg	57	0	0
BM_169	74	0.177813	1080.jpg	15	0	0
BM_169	75	0.1710559	2045.jpg	50	0	0
BM_169	76	0.1662844	1057.jpg	12	0	0
BM_169	77	0.1619948	1192.jpg	28	0	0
BM_169	78	0.1504662	2240.jpg	78	0	0
BM_169	79	0.1314173	1127.jpg	18	0	0
BM_169	80	0.1299714	2111.jpg	58	0	0
