Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_160	1	0.8872148	2118.jpg	60	0	0
BM_160	2	0.8709708	1114.jpg	16	0	0
BM_160	3	0.8055907	2010.jpg	43	0	0
BM_160	4	0.8004712	2153.jpg	65	0	0
BM_160	5	0.7937254	1031.jpg	8	0	0
BM_160	6	0.7852823	2218.jpg	75	0	0
BM_160	7	0.7830608	2041.jpg	48	0	0
BM_160	8	0.7557213	1210.jpg	32	0	0
BM_160	9	0.7507787	1050.jpg	10	1	0.5
BM_160	10	0.7418623	2212.jpg	73	1	0
BM_160	11	0.7368902	1028.jpg	7	1	0
BM_160	12	0.7257278	1013.jpg	3	1	0.5
BM_160	13	0.7248529	2054.jpg	52	1	0.5
BM_160	14	0.7179012	2124.jpg	61	1	0
BM_160	15	0.6924228	2128.jpg	63	1	0
BM_160	16	0.6770978	2053.jpg	51	1	0.5
BM_160	17	0.674236	1220.jpg	34	2	1
BM_160	18	0.6556314	2155.jpg	67	2	0
BM_160	19	0.6461723	2240.jpg	78	2	0
BM_160	20	0.6457871	2094.jpg	56	2	1
BM_160	21	0.6225173	2209.jpg	72	2	0
BM_160	22	0.6081083	1115.jpg	17	2	1
BM_160	23	0.5880013	1073.jpg	14	2	1
BM_160	24	0.5868653	1191.jpg	27	2	0
BM_160	25	0.5863319	2125.jpg	62	3	1
BM_160	26	0.5853084	2089.jpg	55	3	0
BM_160	27	0.5745393	2221.jpg	76	3	0
BM_160	28	0.5722035	2063.jpg	54	3	1
BM_160	29	0.5716647	2016.jpg	45	3	0
BM_160	30	0.5692886	2229.jpg	77	3	1
BM_160	31	0.5652402	1052.jpg	11	3	1
BM_160	32	0.5591505	1130.jpg	19	3	0
BM_160	33	0.5532448	2249.jpg	80	4	0
BM_160	34	0.5506598	2248.jpg	79	4	0.5
BM_160	35	0.5434373	2024.jpg	46	4	0.5
BM_160	36	0.5349271	1202.jpg	29	4	0
BM_160	37	0.5288386	2181.jpg	69	4	0.5
BM_160	38	0.5237113	1035.jpg	9	4	0
BM_160	39	0.521435	1254.jpg	38	4	0
BM_160	40	0.5099632	1226.jpg	35	4	0.5
BM_160	41	0.5046032	1262.jpg	40	5	1
BM_160	42	0.4901193	1207.jpg	31	5	0
BM_160	43	0.4823978	1145.jpg	21	5	0
BM_160	44	0.4775276	2006.jpg	41	5	1
BM_160	45	0.4703744	2045.jpg	50	5	1
BM_160	46	0.4693614	2154.jpg	66	5	0
BM_160	47	0.4683439	1146.jpg	22	5	0
BM_160	48	0.4640861	1144.jpg	20	5	1
BM_160	49	0.4616507	2164.jpg	68	6	0.5
BM_160	50	0.4519129	1182.jpg	25	6	0
BM_160	51	0.4477649	2111.jpg	58	6	0
BM_160	52	0.4267417	2217.jpg	74	6	0.5
BM_160	53	0.4240015	1192.jpg	28	6	0
BM_160	54	0.4198575	1009.jpg	2	6	0.5
BM_160	55	0.4174285	2015.jpg	44	6	0.5
BM_160	56	0.3846709	1027.jpg	6	6	0
BM_160	57	0.3814764	2039.jpg	47	7	0
BM_160	58	0.3720558	1057.jpg	12	7	0.5
BM_160	59	0.3679202	1246.jpg	37	7	0.5
BM_160	60	0.3664796	1216.jpg	33	7	0
BM_160	61	0.3490353	1204.jpg	30	7	0
BM_160	62	0.3196824	1017.jpg	4	7	0.5
BM_160	63	0.3157784	2112.jpg	59	7	0.5
BM_160	64	0.3078203	2201.jpg	71	7	0
BM_160	65	0.2998034	1060.jpg	13	8	1
BM_160	66	0.293708	2008.jpg	42	8	0
BM_160	67	0.2908948	2043.jpg	49	8	0
BM_160	68	0.2902268	2194.jpg	70	8	1
BM_160	69	0.2771991	1007.jpg	1	8	0
BM_160	70	0.2727665	1019.jpg	5	8	1
BM_160	71	0.2710863	1183.jpg	26	8	1
BM_160	72	0.2638242	2058.jpg	53	8	0
BM_160	73	0.2507193	1228.jpg	36	0	0
BM_160	74	0.2431586	1080.jpg	15	0	0
BM_160	75	0.2397072	1150.jpg	23	0	0
BM_160	76	0.2235948	1255.jpg	39	0	0
BM_160	77	0.2224699	2110.jpg	57	0	0
BM_160	78	0.1577595	2149.jpg	64	0	0
BM_160	79	0.1361502	1127.jpg	18	0	0
BM_160	80	0.09900646	1173.jpg	24	0	0
