Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency	Go	Run	TrialInRun	Trial	TrialOnset	TrialOffset	Ladder	CueOnset	RT	KeyPressed	onsetPlanned	onset	duration
BM_123	11	0.814827	2153.jpg	65	1	0	0	1	1	1	2.00309057801496	3.45412149303593	0.85	NaN	NaN	x	2	2.00309057801496	1.45103091502097
BM_123	25	0.6351224	2053.jpg	51	3	1	1	1	2	2	3.50355177203892	4.9552863810095	0.85	851.029534998816	NaN	x	3.5	3.50355177203892	1.45173460897058
BM_123	24	0.6437923	2010.jpg	43	2	1	1	1	3	3	5.00546924502123	6.45746993401553	0.85	851.041198009625	NaN	x	5	5.00546924502123	1.4520006889943
BM_123	77	0.1331974	1019.jpg	5	0	0	0	1	4	4	6.50760771502974	7.95901831204537	0.85	NaN	NaN	x	6.5	6.50760771502974	1.45141059701564
BM_123	2	0.9286817	2124.jpg	61	0	0	0	1	5	5	8.00889529800043	9.46023656404577	0.85	NaN	NaN	x	8	8.00889529800043	1.45134126604535
BM_123	64	0.2549153	1220.jpg	34	7	1	1	1	6	6	9.51047596300486	10.9621000440093	0.85	851.119519036729	1223.05000101915	b	9.5	9.51047596300486	1.45162408100441
BM_123	34	0.5839713	1207.jpg	31	4	0	0	1	7	7	10.9954823140288	12.4474622750422	0.85	NaN	NaN	x	11	10.9954823140288	1.45197996101342
BM_123	33	0.5843335	2221.jpg	76	4	0.5	0	1	8	8	12.497533791	13.9488665389945	0.85	NaN	NaN	x	12.5	12.497533791	1.45133274799446
BM_123	7	0.854463	2229.jpg	77	0	0	0	1	9	9	13.9990011590417	15.4505876200274	0.85	NaN	NaN	x	14	13.9990011590417	1.45158646098571
BM_123	47	0.4429239	2016.jpg	45	5	0	0	1	10	10	15.5010551310261	16.9523280980065	0.85	NaN	NaN	x	15.5	15.5010551310261	1.45127296698047
BM_123	35	0.5609365	1144.jpg	20	4	0	0	1	11	11	17.0027810840402	18.4537253699964	0.85	NaN	NaN	x	17	17.0027810840402	1.45094428595621
BM_123	58	0.3271465	1226.jpg	35	7	0	0	1	12	12	18.5042378840153	19.9563787100487	0.85	NaN	NaN	x	18.5	18.5042378840153	1.45214082603343
BM_123	36	0.5607723	2201.jpg	71	4	0.5	0	1	13	13	20.0059682930005	21.4573463270208	0.85	NaN	NaN	x	20	20.0059682930005	1.45137803402031
BM_123	14	0.7685381	2209.jpg	72	1	0.5	1	1	14	14	21.5074600520311	22.9593166600098	0.85	850.965548015665	1258.06225999258	b	21.5	21.5074600520311	1.4518566079787
BM_123	56	0.3442476	1262.jpg	40	6	0	0	1	15	15	23.0089354250231	24.4604821350076	0.85	NaN	NaN	x	23	23.0089354250231	1.45154670998454
BM_123	27	0.6282529	2006.jpg	41	3	0	0	1	16	16	24.5106627800269	25.9624164060224	0.85	NaN	NaN	x	24.5	24.5106627800269	1.45175362599548
BM_123	19	0.6862272	2240.jpg	78	2	0	0	1	17	17	25.9955855170265	27.447419980017	0.85	NaN	NaN	x	26	25.9955855170265	1.45183446299052
BM_123	28	0.6268751	2041.jpg	48	3	1	1	1	18	18	27.4976543030352	28.9489320200519	0.85	850.810741016176	1275.81105800346	b	27.5	27.4976543030352	1.45127771701664
BM_123	53	0.3560207	1183.jpg	26	6	0	0	1	19	19	28.9988644540426	30.4508239880088	0.85	NaN	NaN	x	29	28.9988644540426	1.45195953396615
BM_123	26	0.6291246	1035.jpg	9	3	0	0	1	20	20	30.5007187990122	31.9530324439984	0.85	NaN	NaN	x	30.5	30.5007187990122	1.45231364498613
BM_123	13	0.7918328	2112.jpg	59	1	0	0	1	21	21	32.002587695024	33.4543617840391	0.85	NaN	NaN	x	32	32.002587695024	1.45177408901509
BM_123	78	0.1079858	1130.jpg	19	0	0	0	1	22	22	33.5040357800317	34.9556519760517	0.85	NaN	NaN	x	33.5	33.5040357800317	1.45161619602004
BM_123	6	0.8574069	2154.jpg	66	0	0	0	1	23	23	35.006625081005	36.4575189980096	0.85	NaN	NaN	x	35	35.006625081005	1.45089391700458
BM_123	37	0.557334	1013.jpg	3	4	0	0	1	24	24	36.5079570450471	37.9590909380349	0.85	NaN	NaN	x	36.5	36.5079570450471	1.45113389298785
BM_123	4	0.8824241	2054.jpg	52	0	0	0	1	25	25	38.0093498490169	39.4609876620234	0.85	NaN	NaN	x	38	38.0093498490169	1.45163781300653
BM_123	60	0.2823072	1255.jpg	39	7	1	1	1	26	26	39.5110153330024	40.9626324230339	0.85	850.833811040502	1206.53378003044	b	39.5	39.5110153330024	1.4516170900315
BM_123	12	0.7966172	1210.jpg	32	1	0.5	0	1	27	27	40.9957927539945	42.4474163610139	0.85	NaN	NaN	x	41	40.9957927539945	1.45162360701943
BM_123	68	0.2169071	1007.jpg	1	8	0	0	1	28	28	42.4976754970266	43.9494689910207	0.85	NaN	NaN	x	42.5	42.4976754970266	1.45179349399405
BM_123	42	0.4986901	1182.jpg	25	5	0.5	1	1	29	29	43.9991323970025	45.4510370310163	0.85	851.427956018597	1206.41085604439	b	44	43.9991323970025	1.45190463401377
BM_123	46	0.4567421	2015.jpg	44	5	0	0	1	30	30	45.5009357140516	46.9526541130035	0.85	NaN	NaN	x	45.5	45.5009357140516	1.45171839895193
BM_123	62	0.262205	1073.jpg	14	7	0	0	1	31	31	47.0033239860204	48.4541565170512	0.85	NaN	NaN	x	47	47.0033239860204	1.45083253103076
BM_123	16	0.7403872	2063.jpg	54	1	0	0	1	32	32	48.5046886270284	49.9558974590036	0.85	NaN	NaN	x	48.5	48.5046886270284	1.45120883197524
BM_123	20	0.679123	1254.jpg	38	2	1	1	1	33	33	50.0062407560181	51.45820765401	0.85	850.737227010541	1191.2760650157	b	50	50.0062407560181	1.45196689799195
BM_123	54	0.3510151	2110.jpg	57	6	1	1	1	34	34	51.5078125990112	52.9594631440123	0.85	851.72502999194	1209.72501602955	b	51.5	51.5078125990112	1.45165054500103
BM_123	72	0.1762303	1150.jpg	23	8	0	0	1	35	35	53.009303710016	54.4611002420424	0.85	NaN	NaN	x	53	53.009303710016	1.45179653202649
BM_123	67	0.238314	1216.jpg	33	8	0.5	0	1	36	36	54.5115857160417	55.9630099320202	0.85	NaN	NaN	x	54.5	54.5115857160417	1.45142421597848
BM_123	55	0.3506377	1204.jpg	30	6	1	1	1	37	37	55.9963422160363	57.4478143080487	0.85	850.657404982485	1177.20753396861	b	56	55.9963422160363	1.45147209201241
BM_123	10	0.8276396	2212.jpg	73	1	0	0	1	38	38	57.4979050240363	58.9494513770333	0.85	NaN	NaN	x	57.5	57.4979050240363	1.45154635299696
BM_123	29	0.6226621	2218.jpg	75	3	0	0	1	39	39	58.9999338260386	60.4511741940514	0.85	NaN	NaN	x	59	58.9999338260386	1.4512403680128
