Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_127	1	0.9506014	1192.jpg	28	0	0
BM_127	2	0.9108568	1114.jpg	16	0	0
BM_127	3	0.9048321	1035.jpg	9	0	0
BM_127	4	0.8962741	1013.jpg	3	0	0
BM_127	5	0.8570373	1031.jpg	8	0	0
BM_127	6	0.817675	1210.jpg	32	0	0
BM_127	7	0.8091897	1254.jpg	38	0	0
BM_127	8	0.7717397	2181.jpg	69	0	0
BM_127	9	0.7630431	1073.jpg	14	1	0.5
BM_127	10	0.7559454	1009.jpg	2	1	0
BM_127	11	0.7460614	1145.jpg	21	1	0
BM_127	12	0.7411348	1130.jpg	19	1	0.5
BM_127	13	0.7329257	1019.jpg	5	1	0
BM_127	14	0.7268507	1028.jpg	7	1	0.5
BM_127	15	0.7219056	1191.jpg	27	1	0.5
BM_127	16	0.7170156	1027.jpg	6	1	0
BM_127	17	0.7134875	1182.jpg	25	2	1
BM_127	18	0.6899191	1144.jpg	20	2	0
BM_127	19	0.6798889	1216.jpg	33	2	0
BM_127	20	0.6658369	1050.jpg	10	2	1
BM_127	21	0.6519136	1262.jpg	40	2	0
BM_127	22	0.6389807	1146.jpg	22	2	1
BM_127	23	0.6384723	2248.jpg	79	2	1
BM_127	24	0.6283439	2209.jpg	72	2	0
BM_127	25	0.6203162	1052.jpg	11	3	0
BM_127	26	0.614591	2249.jpg	80	3	1
BM_127	27	0.6078036	2010.jpg	43	3	1
BM_127	28	0.6034151	2153.jpg	65	3	0
BM_127	29	0.5940075	1255.jpg	39	3	1
BM_127	30	0.5924054	2154.jpg	66	3	0
BM_127	31	0.5897171	2124.jpg	61	3	0
BM_127	32	0.5766127	2155.jpg	67	3	1
BM_127	33	0.5678765	2015.jpg	44	4	0
BM_127	34	0.5673312	1115.jpg	17	4	0.5
BM_127	35	0.5645966	1207.jpg	31	4	0.5
BM_127	36	0.5451228	1202.jpg	29	4	0
BM_127	37	0.5208655	1183.jpg	26	4	0.5
BM_127	38	0.5191232	2229.jpg	77	4	0
BM_127	39	0.508061	1017.jpg	4	4	0
BM_127	40	0.5073779	2218.jpg	75	4	0.5
BM_127	41	0.4974006	2212.jpg	73	5	0
BM_127	42	0.4838818	2112.jpg	59	5	0.5
BM_127	43	0.4748042	2089.jpg	55	5	0.5
BM_127	44	0.4694105	1228.jpg	36	5	0
BM_127	45	0.4663768	2024.jpg	46	5	0.5
BM_127	46	0.4654055	1220.jpg	34	5	0
BM_127	47	0.4435574	2217.jpg	74	5	0
BM_127	48	0.4337316	2125.jpg	62	5	0.5
BM_127	49	0.4336786	1204.jpg	30	6	1
BM_127	50	0.4320077	2008.jpg	42	6	0
BM_127	51	0.4121001	1246.jpg	37	6	0
BM_127	52	0.410583	1007.jpg	1	6	1
BM_127	53	0.4057824	1173.jpg	24	6	0
BM_127	54	0.3919305	2039.jpg	47	6	1
BM_127	55	0.383756	2016.jpg	45	6	1
BM_127	56	0.3691344	2094.jpg	56	6	0
BM_127	57	0.3670583	2118.jpg	60	7	0
BM_127	58	0.3514465	2164.jpg	68	7	1
BM_127	59	0.3342699	2006.jpg	41	7	1
BM_127	60	0.3300481	2221.jpg	76	7	0
BM_127	61	0.3235539	2149.jpg	64	7	1
BM_127	62	0.3191864	1127.jpg	18	7	0
BM_127	63	0.309508	2128.jpg	63	7	0
BM_127	64	0.3086381	2053.jpg	51	7	1
BM_127	65	0.2909244	2194.jpg	70	8	0.5
BM_127	66	0.2779947	2045.jpg	50	8	0
BM_127	67	0.2712508	1150.jpg	23	8	0
BM_127	68	0.2695696	2058.jpg	53	8	0.5
BM_127	69	0.2660875	2041.jpg	48	8	0
BM_127	70	0.2600182	1057.jpg	12	8	0.5
BM_127	71	0.2575454	1060.jpg	13	8	0.5
BM_127	72	0.2516659	2063.jpg	54	8	0
BM_127	73	0.2003974	1226.jpg	35	0	0
BM_127	74	0.1927132	2054.jpg	52	0	0
BM_127	75	0.1759393	2240.jpg	78	0	0
BM_127	76	0.1556164	1080.jpg	15	0	0
BM_127	77	0.1271163	2201.jpg	71	0	0
BM_127	78	0.09100644	2111.jpg	58	0	0
BM_127	79	0.05675546	2110.jpg	57	0	0
BM_127	80	0.00899416	2043.jpg	49	0	0
