subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency	PlannedOnset	onset	duration
BM_156	0	4	1	1	1	4.0045663289784	2124.jpg	2045.jpg	19	22	1	u	2	1	930.676004005363	0.6795531	0.6091678	4.95586525398539	1	4	4.0045663289784	0.951298925006995
BM_156	0	4	1	1	2	10.0115807929833	1031.jpg	1052.jpg	17	24	0	i	2	1	819.661064015236	0.6840623	0.598986	10.8449842219998	1	10	10.0115807929833	0.833403429016471
BM_156	0	4	1	1	3	13.0981290689961	2154.jpg	1009.jpg	16	10	0	u	1	0	989.134167000884	0.6940999	0.809196	14.0993513069989	0.5	13.1	13.0981290689961	1.00122223800281
BM_156	0	4	1	1	4	16.2106418430049	2063.jpg	1183.jpg	52	50	0	i	6	1	1268.59450299526	0.4325676	0.4413879	17.5026042340032	0.5	16.2	16.2106418430049	1.29196239099838
BM_156	0	4	1	1	5	27.8980377230037	1052.jpg	1191.jpg	24	23	1	i	2	0	1397.20000699162	0.598986	0.6015032	29.3166978200024	1	27.9	27.8980377230037	1.41866009699879
BM_156	0	4	1	1	6	32.6034445139812	2154.jpg	2094.jpg	16	14	0	u	1	0	1171.78322101245	0.6940999	0.7347261	33.7884084739781	0.5	32.6	32.6034445139812	1.18496395999682
BM_156	0	4	1	1	7	35.9067980639811	2041.jpg	2248.jpg	72	66	1	i	8	0	1276.43056900706	0.234848	0.2662199	37.1920506279857	1	35.9	35.9067980639811	1.28525256400462
BM_156	0	4	1	1	8	41.7970354699937	2212.jpg	2063.jpg	55	52	1	u	6	1	1266.20217299205	0.3986802	0.4325676	43.0815007399942	0.5	41.8	41.7970354699937	1.28446527000051
BM_156	0	4	1	1	9	48.7046538830036	2240.jpg	2110.jpg	65	70	1	u	8	1	1054.58439298673	0.2968531	0.237903	49.7720705659885	1	48.7	48.7046538830036	1.06741668298491
BM_156	0	4	1	1	10	52.5089099199977	2249.jpg	2118.jpg	31	32	0	i	3	1	962.319201993523	0.5659576	0.5642947	53.4940672990051	1	52.5	52.5089099199977	0.985157379007433
BM_156	0	4	1	1	11	58.3991086559836	2164.jpg	2155.jpg	46	48	0	u	5	0	1248.14335399424	0.446846	0.4460135	59.6675539699791	1	58.4	58.3991086559836	1.26844531399547
BM_156	0	4	1	1	12	63.8053555849765	2209.jpg	1031.jpg	21	17	1	u	2	1	985.930581024149	0.6215945	0.6840623	64.8067692289769	1	63.8	63.8053555849765	1.00141364400042
BM_156	0	4	1	1	13	73.499256679992	1031.jpg	1210.jpg	17	18	0	u	2	0	1219.99150200281	0.6840623	0.681808	74.7338735339872	1	73.5	73.499256679992	1.23461685399525
BM_156	0	4	1	1	14	78.1047654339927	2054.jpg	2128.jpg	59	61	1	x	7	999	999000	0.3642365	0.3541757	79.6232876619906	0.5	78.1	78.1047654339927	1.51852222799789
BM_156	0	4	1	1	15	82.2091592630022	2008.jpg	2089.jpg	54	53	1	u	6	1	1094.08298699418	0.4058437	0.4221778	83.3265347599809	0.5	82.2	82.2091592630022	1.11737549697864
BM_156	0	4	1	1	16	86.8979269349948	2212.jpg	1115.jpg	55	56	1	u	6	1	909.31413898943	0.3986802	0.3966366	87.8135636659863	0.5	86.9	86.8979269349948	0.915636730991537
BM_156	0	4	1	1	17	91.8032147059857	1031.jpg	2124.jpg	17	19	0	u	2	0	884.050562017364	0.6840623	0.6795531	92.7043979000009	1	91.8	91.8032147059857	0.901183194015175
BM_156	0	4	1	1	18	95.1073201539984	2015.jpg	1204.jpg	69	71	1	u	8	1	1091.92848898238	0.2413936	0.2369487	96.2078001359769	1	95.1	95.1073201539984	1.10047998197842
BM_156	0	4	1	1	19	99.0113201289787	1183.jpg	1115.jpg	50	56	1	i	6	0	1363.91697800718	0.4413879	0.3966366	100.396546592994	0.5	99	99.0113201289787	1.38522646401543
BM_156	0	4	1	1	20	105.201382416999	1226.jpg	2058.jpg	63	64	1	i	7	0	1077.84512799117	0.3269842	0.3216276	106.302388404991	0.5	105.2	105.201382416999	1.10100598799181
BM_156	0	4	1	1	21	110.80816131999	2039.jpg	1192.jpg	45	47	1	i	5	0	1239.07380699529	0.4506923	0.4467228	112.059141502978	1	110.8	110.80816131999	1.2509801829874
BM_156	0	4	1	1	22	116.897819977981	1182.jpg	2024.jpg	29	26	1	i	3	0	1421.42769001657	0.5700971	0.5840546	118.333706026984	1	116.9	116.897819977981	1.43588604900287
BM_156	0	4	1	1	23	124.006276734988	1013.jpg	2094.jpg	9	14	0	u	1	0	1072.94970800285	0.8133767	0.7347261	125.091541294998	0.5	124	124.006276734988	1.08526456000982
BM_156	0	4	1	1	24	127.009258748993	2217.jpg	1246.jpg	60	58	0	u	7	0	909.978028008481	0.356838	0.3886316	127.929715642997	0.5	127	127.009258748993	0.920456894004019
BM_156	0	4	1	1	25	135.802938624984	2217.jpg	1226.jpg	60	63	0	i	7	1	1332.3098810215	0.356838	0.3269842	137.153755039995	0.5	135.8	135.802938624984	1.35081641501165
BM_156	0	4	1	1	26	141.308848186978	1013.jpg	2229.jpg	9	15	0	u	1	0	1210.39404801559	0.8133767	0.7332767	142.525574304978	0.5	141.3	141.308848186978	1.21672611800022
BM_156	0	4	1	1	27	144.395725249982	2249.jpg	2016.jpg	31	28	0	i	3	1	1139.52533600968	0.5659576	0.5706487	145.546557872993	1	144.4	144.395725249982	1.1508326230105
BM_156	0	4	1	1	28	148.299954745977	1262.jpg	2043.jpg	35	37	0	u	4	0	891.312343999743	0.5422238	0.5205543	149.203547979996	0.5	148.3	148.299954745977	0.903593234019354
BM_156	0	4	1	1	29	152.20657459498	1216.jpg	2039.jpg	41	45	0	i	5	1	1168.69936100557	0.4805691	0.4506923	153.389108215983	1	152.2	152.20657459498	1.18253362100222
BM_156	0	4	1	1	30	156.609361776005	1210.jpg	1191.jpg	18	23	1	u	2	1	1133.87857298949	0.681808	0.6015032	157.761180931993	1	156.6	156.609361776005	1.15181915598805
BM_156	0	4	1	1	31	163.100055240997	2248.jpg	2015.jpg	66	69	0	i	8	1	1411.18669399293	0.2662199	0.2413936	164.534734869987	1	163.1	163.100055240997	1.43467962899012
BM_156	0	4	1	1	32	167.505069657986	2054.jpg	2058.jpg	59	64	1	u	7	1	1110.16719799954	0.3642365	0.3216276	168.621766964003	0.5	167.5	167.505069657986	1.11669730601716
