Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency	Go	Run	TrialInRun	Trial	TrialOnset	TrialOffset	Ladder	CueOnset	RT	KeyPressed	onsetPlanned	onset	duration
BM_160	41	0.5046032	1262.jpg	40	5	1	1	1	1	1	2.00208200700581	3.45368816299015	0.85	851.035306986887	1228.9289739856	b	2	2.00208200700581	1.45160615598434
BM_160	46	0.4693614	2154.jpg	66	5	0	0	1	2	2	3.50352926898631	4.95540324100875	0.85	NaN	NaN	x	3.5	3.50352926898631	1.45187397202244
BM_160	60	0.3664796	1216.jpg	33	7	0	0	1	3	3	5.00561514199944	6.45690627198201	0.85	NaN	NaN	x	5	5.00561514199944	1.45129112998256
BM_160	63	0.3157784	2112.jpg	59	7	0.5	1	1	4	4	6.50729420298012	7.95895228098379	0.85	850.738646026002	1243.63260701648	b	6.5	6.50729420298012	1.45165807800367
BM_160	64	0.3078203	2201.jpg	71	7	0	0	1	5	5	8.0088657150045	9.46034478399088	0.85	NaN	NaN	x	8	8.0088657150045	1.45147906898637
BM_160	13	0.7248529	2054.jpg	52	1	0.5	1	1	6	6	9.51043235798716	10.9620745349966	0.85	850.852032017428	1184.51324000489	b	9.5	9.51043235798716	1.45164217700949
BM_160	73	0.2507193	1228.jpg	36	0	0	0	1	7	7	10.9954925019993	12.447460883006	0.85	NaN	NaN	x	11	10.9954925019993	1.45196838100674
BM_160	39	0.521435	1254.jpg	38	4	0	0	1	8	8	12.4970641369873	13.9488112120016	0.85	NaN	NaN	x	12.5	12.4970641369873	1.45174707501428
BM_160	19	0.6461723	2240.jpg	78	2	0	0	1	9	9	13.9986846859974	15.4504143949889	0.85	NaN	NaN	x	14	13.9986846859974	1.45172970899148
BM_160	80	0.09900646	1173.jpg	24	0	0	0	1	10	10	15.5003300639801	16.9520254219824	0.85	NaN	NaN	x	15.5	15.5003300639801	1.45169535800233
BM_160	71	0.2710863	1183.jpg	26	8	1	1	1	11	11	17.0021828110039	18.4536454519839	0.85	851.01163998479	1260.79377499991	b	17	17.0021828110039	1.45146264098003
BM_160	8	0.7557213	1210.jpg	32	0	0	0	1	12	12	18.5039571009984	19.9555690120033	0.85	NaN	NaN	x	18.5	18.5039571009984	1.45161191100487
BM_160	69	0.2771991	1007.jpg	1	8	0	0	1	13	13	20.0055032079981	21.4572271979996	0.85	NaN	NaN	x	20	20.0055032079981	1.45172399000148
BM_160	74	0.2431586	1080.jpg	15	0	0	0	1	14	14	21.5071162539825	22.9586784880084	0.85	NaN	NaN	x	21.5	21.5071162539825	1.45156223402591
BM_160	56	0.3846709	1027.jpg	6	6	0	0	1	15	15	23.0093091870076	24.4603615909873	0.85	NaN	NaN	x	23	23.0093091870076	1.4510524039797
BM_160	16	0.6770978	2053.jpg	51	1	0.5	0	1	16	16	24.5107249410066	25.9626298990042	0.85	NaN	NaN	x	24.5	24.5107249410066	1.45190495799761
BM_160	17	0.674236	1220.jpg	34	2	1	1	1	17	17	25.9955525599944	27.4472175980045	0.85	851.309457997559	1227.54090899252	b	26	25.9955525599944	1.45166503801011
