subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency	PlannedOnset	onset	duration
BM_157	0	1	1	1	1	4.0052670849982	1017.jpg	2149.jpg	59	64	1	i	7	0	643.924674994196	0.3487805	0.2894938	4.67213667299075	0.5	4	4.0052670849982	0.666869587992551
BM_157	0	1	1	1	2	7.70960252400255	2212.jpg	1144.jpg	44	43	0	u	5	0	595.595988997957	0.4566141	0.462794	8.32644542999333	1	7.7	7.70960252400255	0.616842905990779
BM_157	0	1	1	1	3	11.2966269110038	2201.jpg	1007.jpg	47	41	1	i	5	0	536.584005996701	0.441272	0.4671716	11.8470026949944	1	11.3	11.2966269110038	0.550375783990603
BM_157	0	1	1	1	4	15.1008411429939	1027.jpg	2248.jpg	49	50	1	i	6	0	452.360747003695	0.4357783	0.4191813	15.5678386689979	0.5	15.1	15.1008411429939	0.466997526003979
BM_157	0	1	1	1	5	20.3065415790043	2039.jpg	1019.jpg	31	29	1	u	3	1	590.68030299386	0.5901876	0.5952448	20.9087013669923	0.5	20.3	20.3065415790043	0.602159787988057
BM_157	0	1	1	1	6	23.8105549920001	2054.jpg	1255.jpg	10	14	0	u	1	0	566.633030000958	0.781071	0.7528529	24.3940779429977	1	23.8	23.8105549920001	0.583522950997576
BM_157	0	1	1	1	7	26.8976493520022	1228.jpg	2240.jpg	53	52	0	u	6	0	671.541523988708	0.3852913	0.3876381	27.5810860929923	0.5	26.9	26.8976493520022	0.683436740990146
BM_157	0	1	1	1	8	31.2019565240043	2229.jpg	2181.jpg	23	21	1	u	2	1	631.239715992706	0.6330152	0.6517045	31.8532275670004	0.5	31.2	31.2019565240043	0.651271042996086
BM_157	0	1	1	1	9	36.608569279997	2043.jpg	1017.jpg	61	59	0	u	7	0	568.630638998002	0.3118863	0.3487805	37.1919676289981	0.5	36.6	36.608569279997	0.583398349001072
BM_157	0	1	1	1	10	39.995350792	2110.jpg	2043.jpg	63	61	1	i	7	0	877.849654993042	0.2981854	0.3118863	40.8967128479999	0.5	40	39.995350792	0.901362055999925
