subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_185 0 1 1 1 0 Whatchamacallit.bmp Twinkie.bmp 43 17 0 u 4 1 1034.67 43.00 17.00 
BM2_185 0 1 1 2 10 Sourpatch.bmp RitzBitz2.bmp 12 14 1 u 1 0 1105.62 12.00 14.00 
BM2_185 0 1 1 3 13 Milkduds.bmp AnimalCrackers.bmp 39 21 0 x 4 999 999000.00 39.00 21.00 
BM2_185 0 1 1 4 16 Sourpatch.bmp Streusel.bmp 12 13 1 u 1 0 963.86 12.00 13.00 
BM2_185 0 1 1 5 20 Laysclassic.bmp PopTartsStrawberry.bmp 38 20 0 i 3 0 991.48 38.00 20.00 
BM2_185 0 1 1 6 24 Goldfish.bmp Butterfinger.bmp 22 44 1 u 4 0 681.47 22.00 44.00 
BM2_185 0 1 1 7 28 Almondjoy.bmp Cheetos.bmp 19 45 1 u 3 0 838.91 19.00 45.00 
BM2_185 0 1 1 8 32 Dots_one.bmp Riprolls.bmp 51 53 0 i 2 0 683.28 51.00 53.00 
BM2_185 0 1 1 9 38 Goldfish.bmp Whatchamacallit.bmp 22 43 1 u 4 0 809.82 22.00 43.00 
BM2_185 0 1 1 10 42 PayDay.bmp Twinkie.bmp 40 17 0 i 4 0 1056.43 40.00 17.00 
BM2_185 0 1 1 11 45 Cheetos.bmp PopTartsStrawberry.bmp 45 20 0 u 3 1 1013.25 45.00 20.00 
BM2_185 0 1 1 12 48 Doritosranch.bmp Dots_one.bmp 49 51 1 u 2 0 810.69 49.00 51.00 
BM2_185 0 1 1 13 52 FamousAmos_small.bmp Milkduds.bmp 18 39 1 u 4 0 841.47 18.00 39.00 
BM2_185 0 1 1 14 61 Slimjim.bmp Oreos.bmp 10 8 0 u 1 1 628.66 10.00 8.00 
BM2_185 0 1 1 15 68 FamousAmos_small.bmp Whatchamacallit.bmp 18 43 1 u 4 0 1001.61 18.00 43.00 
BM2_185 0 1 1 16 73 Dots_one.bmp SourSkittles.bmp 51 46 0 i 2 0 896.39 51.00 46.00 
BM2_185 0 1 1 17 77 Sourpatch.bmp ChipsAhoy_small.bmp 12 9 1 u 1 0 740.08 12.00 9.00 
BM2_185 0 1 1 18 80 Laysclassic.bmp Almondjoy.bmp 38 19 0 i 3 0 1009.52 38.00 19.00 
BM2_185 0 1 1 19 84 PeanutMMs.bmp SnoBall.bmp 47 50 0 u 2 1 857.81 47.00 50.00 
BM2_185 0 1 1 20 93 Laysclassic.bmp FigNewton_small.bmp 38 16 0 u 3 1 972.18 38.00 16.00 
BM2_185 0 1 1 21 98 HoHo.bmp ChipsAhoy_small.bmp 15 9 1 u 1 0 1041.78 15.00 9.00 
