subjid runtrial onsettime Name resp_choc RT order
BM2_251 1 3.337251e-02 CheesyDoritos.bmp 1 1.036782e+00 1 
BM2_251 2 2.002150e+00 Slimjim.bmp 0 8.680003e-01 1 
BM2_251 3 5.005419e+00 Jollyrancherred.bmp 1 1.144730e+00 1 
BM2_251 4 7.011694e+00 Doritosranch.bmp 0 1.010425e+00 1 
BM2_251 5 1.401512e+01 Cheezits.bmp 1 7.830335e-01 1 
BM2_251 6 1.600053e+01 BabyRuth.bmp 0 6.296233e-01 1 
BM2_251 7 1.800269e+01 Milkduds.bmp 0 8.994627e-01 1 
BM2_251 8 2.201107e+01 Reeses.bmp 0 8.510246e-01 1 
BM2_251 9 2.601170e+01 PopTartsCinnamon.bmp 0 6.824495e-01 1 
BM2_251 10 3.001569e+01 Almondjoy.bmp 0 6.064573e-01 1 
BM2_251 11 3.300220e+01 AnimalCrackers.bmp 0 5.319571e-01 1 
BM2_251 12 3.901167e+01 100grand_small.bmp 1 9.784255e-01 1 
BM2_251 13 4.401412e+01 Hersheykisses.bmp 0 5.839884e-01 1 
BM2_251 14 4.900279e+01 HoHo.bmp 1 6.833642e-01 1 
BM2_251 15 5.501120e+01 Granolabar.bmp 0 4.349558e-01 1 
BM2_251 16 5.801250e+01 Laffytaffyred_one.bmp 0 6.336494e-01 1 
BM2_251 17 6.801101e+01 FigNewton_small.bmp 0 4.351374e-01 1 
BM2_251 18 7.401309e+01 Keeblerfudgestripes.bmp 1 5.690656e-01 1 
BM2_251 19 7.601524e+01 Cupcakes.bmp 0 8.389076e-01 1 
BM2_251 20 7.800072e+01 Ghiradelli_milk_Almonds.bmp 0 6.854264e-01 1 
BM2_251 21 8.901266e+01 Lollipopred.bmp 0 6.014930e-01 1 
BM2_251 22 9.301691e+01 SnoBall.bmp 999 999 1 
BM2_251 23 9.800569e+01 Skittles.bmp 1 6.484564e-01 1 
BM2_251 24 1.090009e+02 KitKat_small.bmp 1 4.852817e-01 1 
BM2_251 25 1.150112e+02 Streusel.bmp 0 6.429212e-01 1 
BM2_251 26 1.180110e+02 FamousAmos_small.bmp 0 9.391725e-01 1 
BM2_251 27 1.200127e+02 MilkyWay.bmp 0 8.894038e-01 1 
BM2_251 28 1.230160e+02 FlamingCheetos.bmp 0 8.461613e-01 1 
BM2_251 29 1.250015e+02 Butterfinger.bmp 0 6.366912e-01 1 
BM2_251 30 1.270036e+02 PopTartsStrawberry.bmp 0 5.305300e-01 1 
BM2_251 31 1.300110e+02 Ghiradelli_milk.bmp 0 6.511571e-01 1 
BM2_251 32 1.320115e+02 SourSkittles.bmp 1 7.066200e-01 1 
BM2_251 33 1.340116e+02 Milano.bmp 1 6.025114e-01 1 
BM2_251 34 1.400010e+02 PeanutMMs.bmp 0 7.571826e-01 1 
BM2_251 35 1.440053e+02 Hersheymilk_several.bmp 0 6.728652e-01 1 
BM2_251 36 1.460116e+02 RitzBitz2.bmp 0 6.105058e-01 1 
BM2_251 37 1.530150e+02 PayDay.bmp 0 7.671412e-01 1 
BM2_251 38 1.560016e+02 Riprolls.bmp 0 5.805896e-01 1 
BM2_251 39 1.600109e+02 Jollyranchergreen.bmp 0 9.392067e-01 1 
BM2_251 40 1.630116e+02 MrGoodbar.bmp 0 5.785863e-01 1 
BM2_251 41 1.680145e+02 Toberlorone.bmp 1 6.396988e-01 1 
BM2_251 42 1.699999e+02 ChipsAhoy_small.bmp 0 7.502220e-01 1 
BM2_251 43 1.720021e+02 Goldfish.bmp 0 5.560580e-01 1 
BM2_251 44 1.760115e+02 Laysclassic.bmp 0 5.546758e-01 1 
BM2_251 45 1.860005e+02 Twinkie.bmp 0 7.576359e-01 1 
BM2_251 46 1.930110e+02 Fritos.bmp 0 7.311444e-01 1 
BM2_251 47 1.990145e+02 Oreos.bmp 0 8.236064e-01 1 
BM2_251 48 2.030022e+02 Dots_one.bmp 0 6.519108e-01 1 
BM2_251 49 2.050044e+02 Twix.bmp 0 7.937418e-01 1 
BM2_251 50 2.100117e+02 TeddyGrahamschocolate.bmp 0 6.744134e-01 1 
BM2_251 51 2.170007e+02 Cheetos.bmp 0 5.814745e-01 1 
BM2_251 52 2.230111e+02 3Musketeers.bmp 1 1.075073e+00 1 
BM2_251 53 2.280125e+02 FrootLoops.bmp 0 5.776668e-01 1 
BM2_251 54 2.310157e+02 Whatchamacallit.bmp 0 5.744245e-01 1 
BM2_251 55 2.360044e+02 Sourpatch.bmp 0 4.897121e-01 1 
BM2_251 56 2.380108e+02 Funyuns_small.bmp 0 7.393030e-01 1 
BM2_251 57 2.410113e+02 Nutterbutter.bmp 0 7.228634e-01 1 
BM2_251 58 2.430121e+02 Chocolate_mm.bmp 0 8.820935e-01 1 
BM2_251 59 2.450142e+02 Snickers.bmp 1 8.319361e-01 1 
BM2_251 60 2.480008e+02 PringlesRed.bmp 0 6.053862e-01 1 
