subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_182 0 2 1 1 0 Whatchamacallit.bmp Cheezits.bmp 40 18 0 i 3 0 879.56 40.00 18.00 
BM2_182 0 2 1 2 9 Milkduds.bmp RitzBitz2.bmp 10 12 1 u 1 0 911.17 10.00 12.00 
BM2_182 0 2 1 3 12 PeanutMMs.bmp Jollyranchergreen.bmp 39 21 0 i 3 0 755.98 39.00 21.00 
BM2_182 0 2 1 4 17 Jollyranchergreen.bmp Whatchamacallit.bmp 21 40 1 u 3 0 903.27 21.00 40.00 
BM2_182 0 2 1 5 26 Cheezits.bmp Laysclassic.bmp 18 43 1 u 3 0 789.55 18.00 43.00 
BM2_182 0 2 1 6 32 PopTartsStrawberry.bmp Lollipopred.bmp 42 20 0 i 4 0 831.76 42.00 20.00 
BM2_182 0 2 1 7 35 HoHo.bmp Cupcakes.bmp 50 52 0 i 2 0 961.23 50.00 52.00 
BM2_182 0 2 1 8 48 PringlesRed.bmp KitKat_small.bmp 44 17 0 i 3 0 743.17 44.00 17.00 
BM2_182 0 2 1 9 58 Hersheykisses.bmp Keeblerfudgestripes.bmp 47 46 1 u 2 0 1140.39 47.00 46.00 
BM2_182 0 2 1 10 63 Milkduds.bmp AnimalCrackers.bmp 10 11 1 u 1 0 759.67 10.00 11.00 
BM2_182 0 2 1 11 66 FrootLoops.bmp PayDay.bmp 41 23 0 u 4 1 945.25 41.00 23.00 
BM2_182 0 2 1 12 69 Jollyranchergreen.bmp Laysclassic.bmp 21 43 1 u 3 0 792.42 21.00 43.00 
BM2_182 0 2 1 13 72 Keeblerfudgestripes.bmp Streusel.bmp 46 51 0 u 2 1 1109.96 46.00 51.00 
BM2_182 0 2 1 14 82 FlamingCheetos.bmp Hersheykisses.bmp 53 47 0 i 2 0 793.38 53.00 47.00 
BM2_182 0 2 1 15 85 RitzBitz2.bmp Doritosranch.bmp 12 9 0 i 1 0 1040.61 12.00 9.00 
BM2_182 0 2 1 16 95 PeanutMMs.bmp Reeses.bmp 39 22 0 i 3 0 886.49 39.00 22.00 
BM2_182 0 2 1 17 98 Hersheymilk_several.bmp PopTartsStrawberry.bmp 16 42 1 i 4 1 696.91 16.00 42.00 
BM2_182 0 2 1 18 101 Riprolls.bmp AnimalCrackers.bmp 14 11 1 u 1 0 655.95 14.00 11.00 
BM2_182 0 2 1 19 105 Laysclassic.bmp KitKat_small.bmp 43 17 0 i 3 0 747.71 43.00 17.00 
BM2_182 0 2 1 20 109 3Musketeers.bmp PayDay.bmp 45 23 0 i 4 0 880.07 45.00 23.00 
BM2_182 0 2 1 21 113 Fritos.bmp Hersheymilk_several.bmp 38 16 0 u 4 1 1049.11 38.00 16.00 
BM2_182 0 2 1 22 119 KitKat_small.bmp Whatchamacallit.bmp 17 40 1 u 3 0 1037.27 17.00 40.00 
BM2_182 0 2 1 23 123 KitKat_small.bmp PeanutMMs.bmp 17 39 1 u 3 0 777.57 17.00 39.00 
BM2_182 0 2 1 24 132 Doritosranch.bmp Ghiradelli_milk.bmp 9 15 1 u 1 0 1135.93 9.00 15.00 
BM2_182 0 2 1 25 140 Keeblerfudgestripes.bmp Cupcakes.bmp 46 52 0 i 2 0 839.93 46.00 52.00 
BM2_182 0 2 1 26 144 MrGoodbar.bmp Nutterbutter.bmp 49 48 0 u 2 1 1041.12 49.00 48.00 
BM2_182 0 2 1 27 147 Twix.bmp 3Musketeers.bmp 19 45 1 u 4 0 1080.42 19.00 45.00 
BM2_182 0 2 1 28 151 HoHo.bmp Hersheykisses.bmp 50 47 0 i 2 0 708.11 50.00 47.00 
BM2_182 0 2 1 29 154 3Musketeers.bmp Lollipopred.bmp 45 20 0 u 4 1 657.43 45.00 20.00 
BM2_182 0 2 1 30 158 Milkduds.bmp Ghiradelli_milk.bmp 10 15 1 u 1 0 577.22 10.00 15.00 
BM2_182 0 2 1 31 161 Ghiradelli_milk.bmp FamousAmos_small.bmp 15 13 0 i 1 0 665.28 15.00 13.00 
BM2_182 0 2 1 32 167 Hersheymilk_several.bmp FrootLoops.bmp 16 41 1 i 4 1 844.11 16.00 41.00 
BM2_182 0 2 1 33 170 PeanutMMs.bmp Cheezits.bmp 39 18 0 u 3 1 888.96 39.00 18.00 
BM2_182 0 2 1 34 174 Doritosranch.bmp Sourpatch.bmp 9 8 1 u 1 0 881.05 9.00 8.00 
BM2_182 0 2 1 35 179 Reeses.bmp PringlesRed.bmp 22 44 1 i 3 1 783.25 22.00 44.00 
BM2_182 0 2 1 36 182 Doritosranch.bmp AnimalCrackers.bmp 9 11 1 u 1 0 675.95 9.00 11.00 
BM2_182 0 2 1 37 185 Twix.bmp Fritos.bmp 19 38 1 u 4 0 697.46 19.00 38.00 
BM2_182 0 2 1 38 188 HoHo.bmp Streusel.bmp 50 51 0 i 2 0 977.40 50.00 51.00 
BM2_182 0 2 1 39 191 Keeblerfudgestripes.bmp Nutterbutter.bmp 46 48 0 u 2 1 848.90 46.00 48.00 
BM2_182 0 2 1 40 195 PayDay.bmp PopTartsStrawberry.bmp 23 42 1 u 4 0 862.66 23.00 42.00 
BM2_182 0 2 1 41 200 Twix.bmp FrootLoops.bmp 19 41 1 u 4 0 657.90 19.00 41.00 
BM2_182 0 2 1 42 204 Reeses.bmp Whatchamacallit.bmp 22 40 1 u 3 0 824.62 22.00 40.00 
BM2_182 0 2 1 43 208 MrGoodbar.bmp Hersheykisses.bmp 49 47 0 i 2 0 752.40 49.00 47.00 
BM2_182 0 2 1 44 212 FlamingCheetos.bmp Streusel.bmp 53 51 0 u 2 1 988.99 53.00 51.00 
BM2_182 0 2 1 45 218 FrootLoops.bmp Lollipopred.bmp 41 20 0 u 4 1 1079.21 41.00 20.00 
BM2_182 0 2 1 46 224 PringlesRed.bmp Cheezits.bmp 44 18 0 u 3 1 864.73 44.00 18.00 
BM2_182 0 2 1 47 229 FamousAmos_small.bmp Sourpatch.bmp 13 8 1 u 1 0 859.26 13.00 8.00 
BM2_182 0 2 1 48 236 Fritos.bmp PayDay.bmp 38 23 0 i 4 0 1144.75 38.00 23.00 
BM2_182 0 2 1 49 240 Streusel.bmp MrGoodbar.bmp 51 49 1 x 2 999 999000.00 51.00 49.00 
BM2_182 0 2 1 50 250 MrGoodbar.bmp Cupcakes.bmp 49 52 0 i 2 0 925.97 49.00 52.00 
BM2_182 0 2 1 51 260 Hersheymilk_several.bmp 3Musketeers.bmp 16 45 1 u 4 0 835.87 16.00 45.00 
BM2_182 0 2 1 52 264 Lollipopred.bmp Fritos.bmp 20 38 1 u 4 0 983.61 20.00 38.00 
BM2_182 0 2 1 53 271 FamousAmos_small.bmp AnimalCrackers.bmp 13 11 1 u 1 0 912.00 13.00 11.00 
BM2_182 0 2 1 54 275 FlamingCheetos.bmp Nutterbutter.bmp 53 48 0 i 2 0 947.69 53.00 48.00 
BM2_182 0 2 1 55 279 Ghiradelli_milk.bmp Riprolls.bmp 15 14 0 i 1 0 664.07 15.00 14.00 
BM2_182 0 2 1 56 283 PopTartsStrawberry.bmp Twix.bmp 42 19 0 i 4 0 833.03 42.00 19.00 
BM2_182 0 2 1 57 286 Jollyranchergreen.bmp PringlesRed.bmp 21 44 1 i 3 1 1088.55 21.00 44.00 
BM2_182 0 2 1 58 289 Cupcakes.bmp FlamingCheetos.bmp 52 53 1 u 2 0 1021.25 52.00 53.00 
