subjid runtrial onsettime Name resp_choc RT order
BM2_185 1 3.334146e-02 FamousAmos_small.bmp 999 999 1 
BM2_185 2 3.003284e+00 CheesyDoritos.bmp 1 1.030762e+00 1 
BM2_185 3 5.005375e+00 Milkduds.bmp 1 9.166671e-01 1 
BM2_185 4 8.010741e+00 Funyuns_small.bmp 1 9.913913e-01 1 
BM2_185 5 1.401508e+01 PopTartsCinnamon.bmp 1 5.789597e-01 1 
BM2_185 6 1.700170e+01 AnimalCrackers.bmp 0 4.243392e-01 1 
BM2_185 7 2.101108e+01 PopTartsStrawberry.bmp 0 7.509606e-01 1 
BM2_185 8 2.301163e+01 Cheezits.bmp 1 6.703595e-01 1 
BM2_185 9 2.801357e+01 Granolabar.bmp 0 5.404696e-01 1 
BM2_185 10 3.200120e+01 Slimjim.bmp 1 6.248409e-01 1 
BM2_185 11 3.500438e+01 Lollipopred.bmp 0 6.856587e-01 1 
BM2_185 12 3.700654e+01 Hersheymilk_several.bmp 1 3.875002e-01 1 
BM2_185 13 3.901090e+01 MilkyWay.bmp 1 7.431423e-01 1 
BM2_185 14 4.101137e+01 Hersheykisses.bmp 1 7.666667e-01 1 
BM2_185 15 4.501517e+01 FigNewton_small.bmp 0 6.828738e-01 1 
BM2_185 16 4.800173e+01 Riprolls.bmp 0 4.083122e-01 1 
BM2_185 17 5.100503e+01 SourSkittles.bmp 1 7.650093e-01 1 
BM2_185 18 5.401134e+01 TeddyGrahamschocolate.bmp 0 7.987082e-01 1 
BM2_185 19 6.400238e+01 RitzBitz2.bmp 1 8.956655e-01 1 
BM2_185 20 6.600447e+01 Twinkie.bmp 1 6.775680e-01 1 
BM2_185 21 6.801083e+01 Streusel.bmp 0 1.031215e+00 1 
BM2_185 22 7.301203e+01 Cheetos.bmp 1 5.740152e-01 1 
BM2_185 23 7.701641e+01 PayDay.bmp 1 5.696344e-01 1 
BM2_185 24 7.900188e+01 Milano.bmp 1 6.721599e-01 1 
BM2_185 25 9.001369e+01 FrootLoops.bmp 1 9.083487e-01 1 
BM2_185 26 9.301693e+01 100grand_small.bmp 1 9.291139e-01 1 
BM2_185 27 9.901134e+01 BabyRuth.bmp 1 5.667018e-01 1 
BM2_185 28 1.010114e+02 Dots_one.bmp 1 1.062647e+00 1 
BM2_185 29 1.030116e+02 Twix.bmp 1 8.304165e-01 1 
BM2_185 30 1.090008e+02 Chocolate_mm.bmp 1 9.052102e-01 1 
BM2_185 31 1.110030e+02 KitKat_small.bmp 0 8.869987e-01 1 
BM2_185 32 1.220149e+02 HoHo.bmp 1 1.003130e+00 1 
BM2_185 33 1.320113e+02 Ghiradelli_milk_Almonds.bmp 0 8.387135e-01 1 
BM2_185 34 1.390165e+02 Cupcakes.bmp 1 6.575175e-01 1 
BM2_185 35 1.440052e+02 FlamingCheetos.bmp 1 6.768014e-01 1 
BM2_185 36 1.460116e+02 Whatchamacallit.bmp 0 1.054448e+00 1 
BM2_185 37 1.520139e+02 Sourpatch.bmp 1 3.641701e-01 1 
BM2_185 38 1.590048e+02 3Musketeers.bmp 0 5.252836e-01 1 
BM2_185 39 1.660124e+02 Goldfish.bmp 1 3.096909e-01 1 
BM2_185 40 1.680145e+02 MrGoodbar.bmp 0 4.275819e-01 1 
BM2_185 41 1.720021e+02 Butterfinger.bmp 1 4.079457e-01 1 
BM2_185 42 1.780116e+02 Skittles.bmp 0 3.744740e-01 1 
BM2_185 43 1.850161e+02 Jollyranchergreen.bmp 1 4.819200e-01 1 
BM2_185 44 1.870016e+02 PringlesRed.bmp 1 8.884426e-01 1 
BM2_185 45 1.930110e+02 ChipsAhoy_small.bmp 1 5.830326e-01 1 
BM2_185 46 1.960113e+02 Snickers.bmp 1 5.107285e-01 1 
BM2_185 47 2.010001e+02 Laysclassic.bmp 1 6.899577e-01 1 
BM2_185 48 2.050043e+02 PeanutMMs.bmp 0 4.616993e-01 1 
BM2_185 49 2.090117e+02 SnoBall.bmp 1 4.623196e-01 1 
BM2_185 50 2.120119e+02 Keeblerfudgestripes.bmp 0 4.781454e-01 1 
BM2_185 51 2.170006e+02 Oreos.bmp 1 3.694304e-01 1 
BM2_185 52 2.220110e+02 Jollyrancherred.bmp 1 6.630331e-01 1 
BM2_185 53 2.240117e+02 Laffytaffyred_one.bmp 1 5.343605e-01 1 
BM2_185 54 2.260108e+02 Ghiradelli_milk.bmp 1 3.992032e-01 1 
BM2_185 55 2.320169e+02 Doritosranch.bmp 0 6.011827e-01 1 
BM2_185 56 2.340023e+02 Almondjoy.bmp 1 8.317047e-01 1 
BM2_185 57 2.370056e+02 Toberlorone.bmp 1 7.244706e-01 1 
BM2_185 58 2.410109e+02 Reeses.bmp 1 8.070971e-01 1 
BM2_185 59 2.460153e+02 Fritos.bmp 0 9.227692e-01 1 
BM2_185 60 2.480007e+02 Nutterbutter.bmp 1 8.813260e-01 1 
