subjid runtrial onsettime Name resp_choc RT order
BM2_157 1 3.335632e-02 Almondjoy.bmp 999 999 2 
BM2_157 2 2.002201e+00 FrootLoops.bmp 999 999 2 
BM2_157 3 5.005389e+00 3Musketeers.bmp 0 9.237807e-01 2 
BM2_157 4 7.010799e+00 Dots_one.bmp 0 7.263676e-01 2 
BM2_157 5 1.401510e+01 Laysclassic.bmp 0 8.580707e-01 2 
BM2_157 6 1.600064e+01 Granolabar.bmp 1 1.024533e+00 2 
BM2_157 7 1.800273e+01 MilkyWay.bmp 1 9.344374e-01 2 
BM2_157 8 2.201111e+01 Toberlorone.bmp 1 6.300537e-01 2 
BM2_157 9 2.601141e+01 Cheetos.bmp 1 7.737569e-01 2 
BM2_157 10 3.001567e+01 HoHo.bmp 0 8.334392e-01 2 
BM2_157 11 3.300223e+01 Ghiradelli_milk_Almonds.bmp 0 6.149370e-01 2 
BM2_157 12 3.901164e+01 BabyRuth.bmp 1 9.175273e-01 2 
BM2_157 13 4.401410e+01 Hersheymilk_several.bmp 1 7.150685e-01 2 
BM2_157 14 4.900286e+01 Milano.bmp 1 7.583040e-01 2 
BM2_157 15 5.501128e+01 Doritosranch.bmp 0 6.138829e-01 2 
BM2_157 16 5.801258e+01 Hersheykisses.bmp 1 6.205849e-01 2 
BM2_157 17 6.801098e+01 Sourpatch.bmp 1 8.541860e-01 2 
BM2_157 18 7.401310e+01 ChipsAhoy_small.bmp 1 8.200711e-01 2 
BM2_157 19 7.601532e+01 AnimalCrackers.bmp 1 8.097905e-01 2 
BM2_157 20 7.800076e+01 PopTartsCinnamon.bmp 1 6.644073e-01 2 
BM2_157 21 8.901260e+01 Oreos.bmp 1 7.965647e-01 2 
BM2_157 22 9.301692e+01 Fritos.bmp 1 8.402490e-01 2 
BM2_157 23 9.800563e+01 Cheezits.bmp 1 7.715358e-01 2 
BM2_157 24 1.090009e+02 Cupcakes.bmp 999 999 2 
BM2_157 25 1.150113e+02 Keeblerfudgestripes.bmp 1 7.018740e-01 2 
BM2_157 26 1.180110e+02 CheesyDoritos.bmp 1 9.421947e-01 2 
BM2_157 27 1.200127e+02 Twix.bmp 1 7.644827e-01 2 
BM2_157 28 1.230159e+02 SourSkittles.bmp 1 5.212464e-01 2 
BM2_157 29 1.250014e+02 Whatchamacallit.bmp 1 8.477717e-01 2 
BM2_157 30 1.270036e+02 FamousAmos_small.bmp 1 1.053609e+00 2 
BM2_157 31 1.300109e+02 Milkduds.bmp 1 5.422293e-01 2 
BM2_157 32 1.320115e+02 Slimjim.bmp 1 7.497003e-01 2 
BM2_157 33 1.340116e+02 Reeses.bmp 1 7.175478e-01 2 
BM2_157 34 1.400009e+02 Funyuns_small.bmp 1 6.882654e-01 2 
BM2_157 35 1.440052e+02 PringlesRed.bmp 0 5.799476e-01 2 
BM2_157 36 1.460116e+02 SnoBall.bmp 1 6.615971e-01 2 
BM2_157 37 1.530149e+02 PeanutMMs.bmp 1 6.742419e-01 2 
BM2_157 38 1.560015e+02 Nutterbutter.bmp 0 6.876378e-01 2 
BM2_157 39 1.600109e+02 Jollyrancherred.bmp 0 7.503030e-01 2 
BM2_157 40 1.630115e+02 Butterfinger.bmp 1 7.016344e-01 2 
BM2_157 41 1.680145e+02 Lollipopred.bmp 1 5.946886e-01 2 
BM2_157 42 1.700166e+02 Jollyranchergreen.bmp 1 6.965315e-01 2 
BM2_157 43 1.720021e+02 Skittles.bmp 1 7.031021e-01 2 
BM2_157 44 1.760114e+02 Goldfish.bmp 1 5.816700e-01 2 
BM2_157 45 1.860005e+02 FigNewton_small.bmp 0 6.886210e-01 2 
BM2_157 46 1.930109e+02 PopTartsStrawberry.bmp 1 8.382612e-01 2 
BM2_157 47 1.990145e+02 RitzBitz2.bmp 1 7.146571e-01 2 
BM2_157 48 2.030021e+02 Twinkie.bmp 1 8.950236e-01 2 
BM2_157 49 2.050043e+02 Snickers.bmp 1 8.288693e-01 2 
BM2_157 50 2.100118e+02 MrGoodbar.bmp 1 8.694166e-01 2 
BM2_157 51 2.170006e+02 Ghiradelli_milk.bmp 0 6.246093e-01 2 
BM2_157 52 2.230110e+02 Riprolls.bmp 1 6.141920e-01 2 
BM2_157 53 2.280124e+02 TeddyGrahamschocolate.bmp 1 6.367355e-01 2 
BM2_157 54 2.310157e+02 Laffytaffyred_one.bmp 0 7.774964e-01 2 
BM2_157 55 2.360044e+02 KitKat_small.bmp 1 8.367806e-01 2 
BM2_157 56 2.380108e+02 PayDay.bmp 0 6.703193e-01 2 
BM2_157 57 2.410112e+02 Chocolate_mm.bmp 1 6.299379e-01 2 
BM2_157 58 2.430119e+02 100grand_small.bmp 1 7.092318e-01 2 
BM2_157 59 2.450141e+02 FlamingCheetos.bmp 1 6.990777e-01 2 
BM2_157 60 2.480007e+02 Streusel.bmp 1 7.524413e-01 2 
