subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_181 0 1 1 1 0 Sourpatch.bmp Laffytaffyred_one.bmp 39 21 0 u 4 1 834.57 39.00 21.00 
BM2_181 0 1 1 2 10 Dots_one.bmp Twinkie.bmp 53 52 1 u 2 0 1161.08 53.00 52.00 
BM2_181 0 1 1 3 13 Dots_one.bmp Jollyranchergreen.bmp 53 48 1 u 2 0 829.91 53.00 48.00 
BM2_181 0 1 1 4 16 Milkduds.bmp Snickers.bmp 17 40 1 u 4 0 1211.29 17.00 40.00 
BM2_181 0 1 1 5 20 SnoBall.bmp Doritosranch.bmp 44 22 0 i 4 0 1279.03 44.00 22.00 
BM2_181 0 1 1 6 24 Snickers.bmp Laffytaffyred_one.bmp 40 21 0 u 4 1 1033.37 40.00 21.00 
BM2_181 0 1 1 7 28 BabyRuth.bmp Butterfinger.bmp 19 42 1 u 3 0 1446.33 19.00 42.00 
BM2_181 0 1 1 8 32 Hersheymilk_several.bmp Streusel.bmp 49 47 1 u 2 0 1018.75 49.00 47.00 
BM2_181 0 1 1 9 38 Reeses.bmp Granolabar.bmp 23 38 1 u 3 0 609.65 23.00 38.00 
BM2_181 0 1 1 10 42 Keeblerfudgestripes.bmp Skittles.bmp 12 13 1 u 1 0 799.95 12.00 13.00 
BM2_181 0 1 1 11 45 Lollipopred.bmp Reeses.bmp 45 23 0 i 3 0 1148.72 45.00 23.00 
BM2_181 0 1 1 12 48 Lollipopred.bmp Cheezits.bmp 45 16 0 i 3 0 970.16 45.00 16.00 
BM2_181 0 1 1 13 52 Sourpatch.bmp Doritosranch.bmp 39 22 0 i 4 0 962.14 39.00 22.00 
BM2_181 0 1 1 14 61 CheesyDoritos.bmp Milkduds.bmp 43 17 0 i 4 0 1068.06 43.00 17.00 
BM2_181 0 1 1 15 68 Chocolate_mm.bmp Lollipopred.bmp 20 45 1 u 3 0 1017.64 20.00 45.00 
BM2_181 0 1 1 16 73 AnimalCrackers.bmp PopTartsCinnamon.bmp 15 9 1 u 1 0 1111.85 15.00 9.00 
BM2_181 0 1 1 17 77 BabyRuth.bmp Granolabar.bmp 19 38 1 u 3 0 1044.15 19.00 38.00 
BM2_181 0 1 1 18 80 TeddyGrahamschocolate.bmp AnimalCrackers.bmp 10 15 0 i 1 0 1144.97 10.00 15.00 
BM2_181 0 1 1 19 84 Granolabar.bmp Chocolate_mm.bmp 38 20 0 i 3 0 1018.12 38.00 20.00 
BM2_181 0 1 1 20 93 Keeblerfudgestripes.bmp TeddyGrahamschocolate.bmp 12 10 1 u 1 0 1067.48 12.00 10.00 
BM2_181 0 1 1 21 98 Fritos.bmp Jollyranchergreen.bmp 46 48 1 x 2 999 999000.00 46.00 48.00 
BM2_181 0 1 1 22 101 3Musketeers.bmp Dots_one.bmp 51 53 0 u 2 1 1242.00 51.00 53.00 
BM2_181 0 1 1 23 104 RitzBitz2.bmp Skittles.bmp 8 13 1 u 1 0 783.74 8.00 13.00 
