subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_249 0 1 1 1 0 Whatchamacallit.bmp PopTartsStrawberry.bmp 43 18 0 i 4 0 1057.03 43.00 18.00 
BM2_249 0 1 1 2 10 Whatchamacallit.bmp BabyRuth.bmp 43 17 0 x 4 999 999000.00 43.00 17.00 
BM2_249 0 1 1 3 13 MilkyWay.bmp Chocolate_mm.bmp 15 14 1 u 1 0 892.93 15.00 14.00 
BM2_249 0 1 1 4 16 3Musketeers.bmp Cheezits.bmp 22 44 1 i 4 1 985.82 22.00 44.00 
BM2_249 0 1 1 5 20 FamousAmos_small.bmp FrootLoops.bmp 45 23 0 u 3 1 858.07 45.00 23.00 
BM2_249 0 1 1 6 24 Nutterbutter.bmp Twix.bmp 12 9 1 u 1 0 897.19 12.00 9.00 
BM2_249 0 1 1 7 28 PeanutMMs.bmp PayDay.bmp 11 13 1 u 1 0 1189.55 11.00 13.00 
BM2_249 0 1 1 8 32 FamousAmos_small.bmp KitKat_small.bmp 45 19 0 i 3 0 993.24 45.00 19.00 
BM2_249 0 1 1 9 38 Slimjim.bmp Funyuns_small.bmp 50 51 1 u 2 0 1210.21 50.00 51.00 
BM2_249 0 1 1 10 42 ChipsAhoy_small.bmp Cheezits.bmp 21 44 1 i 4 1 910.46 21.00 44.00 
BM2_249 0 1 1 11 45 Hersheymilk_several.bmp HoHo.bmp 46 52 1 u 2 0 1091.90 46.00 52.00 
BM2_249 0 1 1 12 48 PopTartsCinnamon.bmp KitKat_small.bmp 41 19 0 u 3 1 944.67 41.00 19.00 
BM2_249 0 1 1 13 52 PopTartsCinnamon.bmp FrootLoops.bmp 41 23 0 u 3 1 842.71 41.00 23.00 
BM2_249 0 1 1 14 61 Jollyrancherred.bmp PopTartsCinnamon.bmp 20 41 1 u 3 0 1115.33 20.00 41.00 
