subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_031_TS1 1 2 2 1 2.005759e+00 Funyuns_small.bmp PopTartsStrawberry.bmp 10 11 1 y 1 1 930.77 2.94 2.91 
BMS_031_TS1 1 2 2 2 1.200763e+01 Jollyranchergreen.bmp Chocolate_mm.bmp 41 23 0 y 4 0 814.90 0.54 1.06 
BMS_031_TS1 1 2 2 3 1.501314e+01 PayDay.bmp RitzBitz2.bmp 47 49 1 y 2 1 653.42 0.37 0.10 
BMS_031_TS1 1 2 2 4 1.801863e+01 ChipsAhoy_small.bmp MilkyWay.bmp 22 43 1 b 3 0 754.89 1.06 0.49 
BMS_031_TS1 1 2 2 5 2.200940e+01 Twix.bmp Chocolate_mm.bmp 38 23 0 y 4 0 633.16 0.57 1.06 
BMS_031_TS1 1 2 2 6 2.601680e+01 Almondjoy.bmp Granolabar.bmp 48 53 1 b 2 0 813.76 0.10 0.07 
BMS_031_TS1 1 2 2 7 3.000750e+01 Ghiradelli_milk.bmp Whatchamacallit.bmp 51 50 1 b 2 0 576.00 0.08 0.10 
BMS_031_TS1 1 2 2 8 3.401482e+01 Ghiradelli_milk.bmp RitzBitz2.bmp 51 49 1 y 2 1 839.75 0.08 0.10 
BMS_031_TS1 1 2 2 9 4.000925e+01 FrootLoops.bmp TeddyGrahamschocolate.bmp 13 12 1 y 1 1 971.31 2.36 2.49 
BMS_031_TS1 1 2 2 10 4.401665e+01 BabyRuth.bmp Slimjim.bmp 39 18 0 b 3 1 659.85 0.55 1.54 
BMS_031_TS1 1 2 2 11 4.700544e+01 Doritosranch.bmp TeddyGrahamschocolate.bmp 9 12 1 y 1 1 761.08 2.94 2.49 
BMS_031_TS1 1 2 2 12 5.001102e+01 AnimalCrackers.bmp Whatchamacallit.bmp 52 50 1 b 2 0 762.54 0.07 0.10 
BMS_031_TS1 1 2 2 13 5.401838e+01 Funyuns_small.bmp SourSkittles.bmp 10 8 1 b 1 0 680.14 2.94 2.96 
BMS_031_TS1 1 2 2 14 6.301837e+01 Riprolls.bmp Laysclassic.bmp 14 15 1 y 1 1 1099.19 2.31 1.96 
BMS_031_TS1 1 2 2 15 7.001464e+01 Reeses.bmp Snickers.bmp 44 21 0 b 3 1 691.86 0.49 1.08 
BMS_031_TS1 1 2 2 16 7.500712e+01 Slimjim.bmp Ghiradelli_milk_Almonds.bmp 18 40 1 y 3 1 1388.40 1.54 0.54 
BMS_031_TS1 1 2 2 17 7.901455e+01 Reeses.bmp ChipsAhoy_small.bmp 44 22 0 y 3 0 691.01 0.49 1.06 
BMS_031_TS1 1 2 2 18 8.200335e+01 Ghiradelli_milk.bmp HoHo.bmp 51 46 1 b 2 0 655.21 0.08 0.42 
BMS_031_TS1 1 2 2 19 8.601083e+01 Almondjoy.bmp HoHo.bmp 48 46 1 b 2 0 774.74 0.10 0.42 
BMS_031_TS1 1 2 2 20 9.501069e+01 FrootLoops.bmp PopTartsStrawberry.bmp 13 11 1 y 1 1 738.84 2.36 2.91 
BMS_031_TS1 1 2 2 21 1.000033e+02 BabyRuth.bmp PopTartsCinnamon.bmp 39 17 0 y 3 0 979.21 0.55 1.89 
BMS_031_TS1 1 2 2 22 1.030093e+02 ChipsAhoy_small.bmp BabyRuth.bmp 22 39 1 b 3 0 994.28 1.06 0.55 
BMS_031_TS1 1 2 2 23 1.060143e+02 SourSkittles.bmp Riprolls.bmp 8 14 0 y 1 0 969.20 2.96 2.31 
BMS_031_TS1 1 2 2 24 1.100050e+02 Whatchamacallit.bmp Almondjoy.bmp 50 48 0 y 2 0 578.54 0.10 0.10 
BMS_031_TS1 1 2 2 25 1.130106e+02 Doritosranch.bmp PopTartsStrawberry.bmp 9 11 1 y 1 1 619.96 2.94 2.91 
BMS_031_TS1 1 2 2 26 1.160161e+02 Fritos.bmp Dots_one.bmp 16 45 1 b 4 0 704.41 1.95 0.43 
BMS_031_TS1 1 2 2 27 1.250161e+02 Granolabar.bmp Ghiradelli_milk.bmp 53 51 0 y 2 0 712.47 0.07 0.08 
BMS_031_TS1 1 2 2 28 1.280049e+02 BabyRuth.bmp Snickers.bmp 39 21 0 b 3 1 538.63 0.55 1.08 
BMS_031_TS1 1 2 2 29 1.320123e+02 Cheezits.bmp Dots_one.bmp 19 45 1 b 4 0 914.24 1.52 0.43 
BMS_031_TS1 1 2 2 30 1.370048e+02 TeddyGrahamschocolate.bmp Funyuns_small.bmp 12 10 0 y 1 0 605.70 2.49 2.94 
BMS_031_TS1 1 2 2 31 1.500122e+02 MilkyWay.bmp Slimjim.bmp 43 18 0 b 3 1 800.32 0.49 1.54 
BMS_031_TS1 1 2 2 32 1.530177e+02 Dots_one.bmp Chocolate_mm.bmp 45 23 0 y 4 0 626.82 0.43 1.06 
BMS_031_TS1 1 2 2 33 1.560066e+02 RitzBitz2.bmp Almondjoy.bmp 49 48 0 y 2 0 718.01 0.10 0.10 
BMS_031_TS1 1 2 2 34 1.620177e+02 Twix.bmp Cheezits.bmp 38 19 0 b 4 1 842.85 0.57 1.52 
BMS_031_TS1 1 2 2 35 1.660084e+02 Ghiradelli_milk_Almonds.bmp Snickers.bmp 40 21 0 b 3 1 1053.17 0.54 1.08 
BMS_031_TS1 1 2 2 36 1.700157e+02 Cheezits.bmp Nutterbutter.bmp 19 42 1 b 4 0 650.82 1.52 0.51 
BMS_031_TS1 1 2 2 37 1.730046e+02 HoHo.bmp AnimalCrackers.bmp 46 52 0 y 2 0 842.93 0.42 0.07 
BMS_031_TS1 1 2 2 38 1.790157e+02 Laysclassic.bmp Doritosranch.bmp 15 9 0 y 1 0 749.82 1.96 2.94 
BMS_031_TS1 1 2 2 39 1.830064e+02 Snickers.bmp MilkyWay.bmp 21 43 1 b 3 0 816.12 1.08 0.49 
BMS_031_TS1 1 2 2 40 1.890175e+02 PayDay.bmp Whatchamacallit.bmp 47 50 1 y 2 1 933.00 0.37 0.10 
BMS_031_TS1 1 2 2 41 1.940101e+02 Jollyranchergreen.bmp Milano.bmp 41 20 0 y 4 0 708.50 0.54 1.48 
BMS_031_TS1 1 2 2 42 2.040118e+02 Reeses.bmp PopTartsCinnamon.bmp 44 17 0 b 3 1 613.68 0.49 1.89 
BMS_031_TS1 1 2 2 43 2.140136e+02 FrootLoops.bmp SourSkittles.bmp 13 8 1 y 1 1 749.93 2.36 2.96 
BMS_031_TS1 1 2 2 44 2.220117e+02 PopTartsCinnamon.bmp MilkyWay.bmp 17 43 1 b 3 0 812.82 1.89 0.49 
BMS_031_TS1 1 2 2 45 2.260191e+02 Twix.bmp Milano.bmp 38 20 0 y 4 0 567.46 0.57 1.48 
BMS_031_TS1 1 2 2 46 2.290079e+02 Riprolls.bmp TeddyGrahamschocolate.bmp 14 12 1 b 1 0 776.60 2.31 2.49 
BMS_031_TS1 1 2 2 47 2.320135e+02 Milano.bmp Nutterbutter.bmp 20 42 1 b 4 0 549.11 1.48 0.51 
BMS_031_TS1 1 2 2 48 2.350190e+02 Fritos.bmp Nutterbutter.bmp 16 42 1 b 4 0 602.51 1.95 0.51 
BMS_031_TS1 1 2 2 49 2.430171e+02 Granolabar.bmp PayDay.bmp 53 47 0 b 2 1 935.45 0.07 0.37 
BMS_031_TS1 1 2 2 50 2.460060e+02 Milano.bmp Dots_one.bmp 20 45 1 b 4 0 746.55 1.48 0.43 
BMS_031_TS1 1 2 2 51 2.540041e+02 HoHo.bmp PayDay.bmp 46 47 0 y 2 0 922.43 0.42 0.37 
