subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_040_TS1 1 1 2 1 2.021679e+00 Riprolls.bmp 3Musketeers.bmp 51 49 0 y 2 0 734.97 0.95 1.01 
BMS_040_TS1 1 1 2 2 1.202343e+01 RitzBitz2.bmp Cheezits.bmp 12 10 1 y 1 1 978.17 2.47 2.51 
BMS_040_TS1 1 1 2 3 1.502897e+01 PringlesRed.bmp 100grand_small.bmp 17 40 1 b 4 0 886.67 2.39 1.47 
BMS_040_TS1 1 1 2 4 1.801787e+01 Milano.bmp PopTartsStrawberry.bmp 8 9 1 b 1 0 624.76 2.54 2.54 
BMS_040_TS1 1 1 2 5 2.202521e+01 MilkyWay.bmp Funyuns_small.bmp 44 21 0 y 4 0 610.39 1.06 2.21 
BMS_040_TS1 1 1 2 6 2.603260e+01 Chocolate_mm.bmp PopTartsStrawberry.bmp 11 9 1 b 1 0 779.04 2.49 2.54 
BMS_040_TS1 1 1 2 7 3.002332e+01 Skittles.bmp Cheetos.bmp 42 20 0 y 3 0 975.28 1.40 2.24 
BMS_040_TS1 1 1 2 8 3.403074e+01 3Musketeers.bmp Twix.bmp 49 47 1 y 2 1 880.90 1.01 1.05 
BMS_040_TS1 1 1 2 9 4.002512e+01 Dots_one.bmp Lollipopred.bmp 52 53 0 y 2 0 762.52 0.82 0.81 
BMS_040_TS1 1 1 2 10 4.403246e+01 Goldfish.bmp Laffytaffyred_one.bmp 19 41 1 b 3 0 780.14 2.32 1.42 
BMS_040_TS1 1 1 2 11 4.702132e+01 Toberlorone.bmp PopTartsStrawberry.bmp 15 9 1 b 1 0 942.27 2.42 2.54 
BMS_040_TS1 1 1 2 12 5.002686e+01 PopTartsStrawberry.bmp RitzBitz2.bmp 9 12 0 y 1 0 1061.74 2.54 2.47 
BMS_040_TS1 1 1 2 13 5.401757e+01 PopTartsCinnamon.bmp Toberlorone.bmp 14 15 0 y 1 0 755.07 2.43 2.42 
BMS_040_TS1 1 1 2 14 6.301748e+01 Cheezits.bmp Toberlorone.bmp 10 15 0 y 1 0 649.16 2.51 2.42 
BMS_040_TS1 1 1 2 15 7.003044e+01 PopTartsCinnamon.bmp RitzBitz2.bmp 14 12 0 y 1 0 804.20 2.43 2.47 
BMS_040_TS1 1 1 2 16 7.502314e+01 Funyuns_small.bmp 100grand_small.bmp 21 40 1 b 4 0 945.50 2.21 1.47 
BMS_040_TS1 1 1 2 17 7.903043e+01 SourSkittles.bmp Dots_one.bmp 46 52 1 b 2 0 873.18 1.05 0.82 
BMS_040_TS1 1 1 2 18 8.201926e+01 Keeblerfudgestripes.bmp Skittles.bmp 16 42 1 b 3 0 829.38 2.39 1.40 
BMS_040_TS1 1 1 2 19 8.602661e+01 Laffytaffyred_one.bmp Cheetos.bmp 41 20 0 y 3 0 592.99 1.42 2.24 
BMS_040_TS1 1 1 2 20 9.502656e+01 PopTartsCinnamon.bmp Milano.bmp 14 8 0 y 1 0 662.05 2.43 2.54 
BMS_040_TS1 1 1 2 21 1.000191e+02 Lollipopred.bmp Fritos.bmp 53 48 1 b 2 0 897.52 0.81 1.04 
BMS_040_TS1 1 1 2 22 1.030246e+02 MilkyWay.bmp ChipsAhoy_small.bmp 44 18 0 y 4 0 756.97 1.06 2.36 
BMS_040_TS1 1 1 2 23 1.060302e+02 Keeblerfudgestripes.bmp Jollyranchergreen.bmp 16 45 1 b 3 0 955.34 2.39 1.05 
BMS_040_TS1 1 1 2 24 1.100209e+02 Laysclassic.bmp ChipsAhoy_small.bmp 39 18 0 y 4 0 602.61 1.51 2.36 
BMS_040_TS1 1 1 2 25 1.130265e+02 Riprolls.bmp SourSkittles.bmp 51 46 0 y 2 0 650.16 0.95 1.05 
BMS_040_TS1 1 1 2 26 1.160320e+02 Jollyrancherred.bmp Riprolls.bmp 50 51 1 b 2 0 762.56 0.97 0.95 
BMS_040_TS1 1 1 2 27 1.250320e+02 Dots_one.bmp Jollyrancherred.bmp 52 50 0 y 2 0 868.66 0.82 0.97 
BMS_040_TS1 1 1 2 28 1.280208e+02 Jollyranchergreen.bmp Cheetos.bmp 45 20 0 y 3 0 804.80 1.05 2.24 
BMS_040_TS1 1 1 2 29 1.320282e+02 Laffytaffyred_one.bmp Ghiradelli_milk_Almonds.bmp 41 23 0 y 3 0 758.42 1.42 2.07 
BMS_040_TS1 1 1 2 30 1.370207e+02 Funyuns_small.bmp Laysclassic.bmp 21 39 1 b 4 0 1219.88 2.21 1.51 
BMS_040_TS1 1 1 2 31 1.500280e+02 Ghiradelli_milk_Almonds.bmp Jollyranchergreen.bmp 23 45 1 b 3 0 840.61 2.07 1.05 
BMS_040_TS1 1 1 2 32 1.530336e+02 Whatchamacallit.bmp Ghiradelli_milk_Almonds.bmp 38 23 0 y 3 0 773.07 1.52 2.07 
BMS_040_TS1 1 1 2 33 1.560231e+02 MilkyWay.bmp PringlesRed.bmp 44 17 0 y 4 0 731.54 1.06 2.39 
BMS_040_TS1 1 1 2 34 1.620335e+02 Whatchamacallit.bmp Keeblerfudgestripes.bmp 38 16 0 y 3 0 672.13 1.52 2.39 
BMS_040_TS1 1 1 2 35 1.660242e+02 Lollipopred.bmp Twix.bmp 53 47 1 y 2 1 643.39 0.81 1.05 
BMS_040_TS1 1 1 2 36 1.700317e+02 3Musketeers.bmp Fritos.bmp 49 48 1 b 2 0 933.94 1.01 1.04 
BMS_040_TS1 1 1 2 37 1.730204e+02 Lollipopred.bmp Riprolls.bmp 53 51 1 b 2 0 765.12 0.81 0.95 
BMS_040_TS1 1 1 2 38 1.790316e+02 Sourpatch.bmp Oreos.bmp 43 22 0 y 4 0 971.04 1.15 2.19 
BMS_040_TS1 1 1 2 39 1.830223e+02 FrootLoops.bmp Chocolate_mm.bmp 13 11 0 y 1 0 701.33 2.43 2.49 
BMS_040_TS1 1 1 2 40 1.890333e+02 Toberlorone.bmp FrootLoops.bmp 15 13 1 b 1 0 878.28 2.42 2.43 
BMS_040_TS1 1 1 2 41 1.940259e+02 FrootLoops.bmp RitzBitz2.bmp 13 12 0 y 1 0 679.77 2.43 2.47 
BMS_040_TS1 1 1 2 42 2.040277e+02 Chocolate_mm.bmp Cheezits.bmp 11 10 1 b 1 0 958.94 2.49 2.51 
BMS_040_TS1 1 1 2 43 2.140295e+02 Laysclassic.bmp PringlesRed.bmp 39 17 0 y 4 0 683.13 1.51 2.39 
BMS_040_TS1 1 1 2 44 2.220275e+02 Skittles.bmp Goldfish.bmp 42 19 0 y 3 0 1052.03 1.40 2.32 
BMS_040_TS1 1 1 2 45 2.260182e+02 Oreos.bmp MilkyWay.bmp 22 44 1 b 4 0 839.36 2.19 1.06 
BMS_040_TS1 1 1 2 46 2.290238e+02 Oreos.bmp 100grand_small.bmp 22 40 1 b 4 0 958.78 2.19 1.47 
BMS_040_TS1 1 1 2 47 2.320294e+02 FrootLoops.bmp Milano.bmp 13 8 0 y 1 0 647.22 2.43 2.54 
BMS_040_TS1 1 1 2 48 2.350182e+02 SourSkittles.bmp Twix.bmp 46 47 1 y 2 1 1176.37 1.05 1.05 
BMS_040_TS1 1 1 2 49 2.430330e+02 PringlesRed.bmp Sourpatch.bmp 17 43 1 b 4 0 920.67 2.39 1.15 
BMS_040_TS1 1 1 2 50 2.460218e+02 Milano.bmp Cheezits.bmp 8 10 1 b 1 0 742.78 2.54 2.51 
BMS_040_TS1 1 1 2 51 2.540199e+02 Laffytaffyred_one.bmp Keeblerfudgestripes.bmp 41 16 0 y 3 0 623.68 1.42 2.39 
BMS_040_TS1 1 1 2 52 2.610329e+02 Twix.bmp Jollyrancherred.bmp 47 50 0 b 2 1 716.74 1.05 0.97 
BMS_040_TS1 1 1 2 53 2.640217e+02 Fritos.bmp Jollyrancherred.bmp 48 50 0 y 2 0 815.86 1.04 0.97 
BMS_040_TS1 1 1 2 54 2.710180e+02 Jollyranchergreen.bmp Goldfish.bmp 45 19 0 y 3 0 657.61 1.05 2.32 
BMS_040_TS1 1 1 2 55 2.750253e+02 SourSkittles.bmp Fritos.bmp 46 48 1 b 2 0 1015.30 1.05 1.04 
BMS_040_TS1 1 1 2 56 2.840253e+02 Goldfish.bmp Whatchamacallit.bmp 19 38 1 b 3 0 1057.36 2.32 1.52 
BMS_040_TS1 1 1 2 57 2.880327e+02 Cheetos.bmp Whatchamacallit.bmp 20 38 1 b 3 0 819.88 2.24 1.52 
BMS_040_TS1 1 1 2 58 3.020251e+02 Funyuns_small.bmp Sourpatch.bmp 21 43 1 b 4 0 971.45 2.21 1.15 
BMS_040_TS1 1 1 2 59 3.050308e+02 ChipsAhoy_small.bmp 100grand_small.bmp 18 40 1 b 4 0 858.84 2.36 1.47 
BMS_040_TS1 1 1 2 60 3.080196e+02 ChipsAhoy_small.bmp Sourpatch.bmp 18 43 1 b 4 0 760.02 2.36 1.15 
BMS_040_TS1 1 1 2 61 3.110251e+02 Ghiradelli_milk_Almonds.bmp Skittles.bmp 23 42 1 b 3 0 839.53 2.07 1.40 
BMS_040_TS1 1 1 2 62 3.140306e+02 Laysclassic.bmp Oreos.bmp 39 22 0 y 4 0 699.00 1.51 2.19 
