subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_033_TS1 1 2 1 1 2.021986e+00 AnimalCrackers.bmp Slimjim.bmp 42 20 0 y 4 0 920.02 0.57 1.91 
BMS_033_TS1 1 2 1 2 1.202381e+01 Cupcakes.bmp PopTartsStrawberry.bmp 9 11 1 y 1 1 1456.23 2.57 2.47 
BMS_033_TS1 1 2 1 3 1.501261e+01 Fritos.bmp MrGoodbar.bmp 22 40 1 b 3 0 1430.43 1.76 0.59 
BMS_033_TS1 1 2 1 4 1.801821e+01 Jollyranchergreen.bmp Toberlorone.bmp 19 38 1 b 4 0 1179.79 1.93 0.67 
BMS_033_TS1 1 2 1 5 2.202564e+01 Milano.bmp HoHo.bmp 17 39 1 x 3 999 999000.00 2.07 0.65 
BMS_033_TS1 1 2 1 6 2.601629e+01 Streusel.bmp SnoBall.bmp 53 48 0 b 2 1 1181.75 0.34 0.49 
BMS_033_TS1 1 2 1 7 3.002366e+01 Streusel.bmp Ghiradelli_milk.bmp 53 47 0 b 2 1 1353.35 0.34 0.49 
BMS_033_TS1 1 2 1 8 3.401438e+01 RitzBitz2.bmp PopTartsStrawberry.bmp 14 11 1 b 1 0 1135.66 2.23 2.47 
BMS_033_TS1 1 2 1 9 4.002547e+01 Hersheykisses.bmp PringlesRed.bmp 43 21 0 y 3 0 1157.58 0.55 1.89 
BMS_033_TS1 1 2 1 10 4.401615e+01 AnimalCrackers.bmp Jollyranchergreen.bmp 42 19 0 x 4 999 999000.00 0.57 1.93 
BMS_033_TS1 1 2 1 11 4.702173e+01 Toberlorone.bmp Funyuns_small.bmp 38 16 0 y 4 0 347.32 0.67 2.09 
BMS_033_TS1 1 2 1 12 5.002726e+01 SnoBall.bmp Doritosranch.bmp 48 49 1 b 2 0 1111.75 0.49 0.43 
BMS_033_TS1 1 2 1 13 5.401795e+01 HoHo.bmp Twinkie.bmp 39 18 0 b 3 1 1022.03 0.65 1.97 
BMS_033_TS1 1 2 1 14 6.301789e+01 Milano.bmp Whatchamacallit.bmp 17 44 1 b 3 0 1342.09 2.07 0.54 
BMS_033_TS1 1 2 1 15 7.001413e+01 Goldfish.bmp PopTartsStrawberry.bmp 13 11 1 x 1 999 999000.00 2.35 2.47 
BMS_033_TS1 1 2 1 16 7.502334e+01 PringlesRed.bmp MrGoodbar.bmp 21 40 1 b 3 0 985.70 1.89 0.59 
BMS_033_TS1 1 2 1 17 7.901405e+01 Milano.bmp MrGoodbar.bmp 17 40 1 b 3 0 1144.96 2.07 0.59 
BMS_033_TS1 1 2 1 18 8.201956e+01 RitzBitz2.bmp KitKat_small.bmp 14 8 1 y 1 1 1200.46 2.23 2.63 
BMS_033_TS1 1 2 1 19 8.602704e+01 Streusel.bmp Ghiradelli_milk_Almonds.bmp 53 52 0 b 2 1 1071.94 0.34 0.39 
BMS_033_TS1 1 2 1 20 9.502690e+01 Ghiradelli_milk.bmp FigNewton_small.bmp 47 50 1 y 2 1 1167.15 0.49 0.41 
BMS_033_TS1 1 2 1 21 1.000195e+02 RitzBitz2.bmp FamousAmos_small.bmp 14 12 1 x 1 999 999000.00 2.23 2.43 
BMS_033_TS1 1 2 1 22 1.030250e+02 FigNewton_small.bmp Ghiradelli_milk_Almonds.bmp 50 52 0 y 2 0 1014.97 0.41 0.39 
BMS_033_TS1 1 2 1 23 1.060138e+02 HoHo.bmp PringlesRed.bmp 39 21 0 y 3 0 907.20 0.65 1.89 
BMS_033_TS1 1 2 1 24 1.100212e+02 Ghiradelli_milk.bmp Doritosranch.bmp 47 49 1 y 2 1 1054.81 0.49 0.43 
BMS_033_TS1 1 2 1 25 1.130268e+02 Twinkie.bmp Hersheykisses.bmp 18 43 1 b 3 0 1201.18 1.97 0.55 
BMS_033_TS1 1 2 1 26 1.160157e+02 Jollyrancherred.bmp Almondjoy.bmp 23 41 1 b 4 0 1203.32 1.71 0.57 
BMS_033_TS1 1 2 1 27 1.250156e+02 Slimjim.bmp Laysclassic.bmp 20 45 1 b 4 0 1333.43 1.91 0.51 
BMS_033_TS1 1 2 1 28 1.280211e+02 Jollyrancherred.bmp Laysclassic.bmp 23 45 1 x 4 999 999000.00 1.71 0.51 
BMS_033_TS1 1 2 1 29 1.320118e+02 Butterfinger.bmp SnoBall.bmp 46 48 0 y 2 0 914.20 0.50 0.49 
