subjid runtrial onsettime Name resp_choc RT order
BMS_054_TS1 1 3.201935e-02 BabyRuth.bmp 999 999 1 
BMS_054_TS1 2 2.002068e+00 100grand_small.bmp 999 999 1 
BMS_054_TS1 3 5.007136e+00 PayDay.bmp 0 1.165792e+00 1 
BMS_054_TS1 4 7.010424e+00 Slimjim.bmp 0 6.985397e-01 1 
BMS_054_TS1 5 1.400552e+01 SnoBall.bmp 0 8.714107e-01 1 
BMS_054_TS1 6 1.600893e+01 FrootLoops.bmp 0 6.760675e-01 1 
BMS_054_TS1 7 1.801229e+01 Riprolls.bmp 0 6.407061e-01 1 
BMS_054_TS1 8 2.200234e+01 ChipsAhoy_small.bmp 0 8.426283e-01 1 
BMS_054_TS1 9 2.600906e+01 Reeses.bmp 0 9.639046e-01 1 
BMS_054_TS1 10 3.001578e+01 Ghiradelli_milk.bmp 1 1.085198e+00 1 
BMS_054_TS1 11 3.300417e+01 Toberlorone.bmp 0 1.040833e+00 1 
BMS_054_TS1 12 3.901424e+01 Dots_one.bmp 0 7.587024e-01 1 
BMS_054_TS1 13 4.400593e+01 Snickers.bmp 0 7.910357e-01 1 
BMS_054_TS1 14 4.901432e+01 TeddyGrahamschocolate.bmp 0 7.106438e-01 1 
BMS_054_TS1 15 5.500838e+01 Lollipopred.bmp 0 6.045299e-01 1 
BMS_054_TS1 16 5.801278e+01 Jollyrancherred.bmp 0 7.761830e-01 1 
BMS_054_TS1 17 6.801291e+01 Granolabar.bmp 0 6.560482e-01 1 
BMS_054_TS1 18 7.400632e+01 PringlesRed.bmp 0 8.066787e-01 1 
BMS_054_TS1 19 7.600973e+01 Funyuns_small.bmp 0 7.872613e-01 1 
BMS_054_TS1 20 7.801305e+01 PopTartsStrawberry.bmp 0 6.399116e-01 1 
BMS_054_TS1 21 8.901491e+01 MilkyWay.bmp 0 9.740842e-01 1 
BMS_054_TS1 22 9.300495e+01 Twinkie.bmp 0 1.024052e+00 1 
BMS_054_TS1 23 9.801337e+01 FamousAmos_small.bmp 0 6.716306e-01 1 
BMS_054_TS1 24 1.090152e+02 Butterfinger.bmp 0 8.697503e-01 1 
BMS_054_TS1 25 1.150092e+02 Laffytaffyred_one.bmp 0 7.317589e-01 1 
BMS_054_TS1 26 1.180136e+02 Nutterbutter.bmp 0 8.153590e-01 1 
BMS_054_TS1 27 1.200170e+02 HoHo.bmp 1 1.052008e+00 1 
BMS_054_TS1 28 1.230054e+02 Milano.bmp 0 6.396289e-01 1 
BMS_054_TS1 29 1.250091e+02 Hersheymilk_several.bmp 0 7.798706e-01 1 
BMS_054_TS1 30 1.270121e+02 Goldfish.bmp 0 9.049147e-01 1 
BMS_054_TS1 31 1.300171e+02 Sourpatch.bmp 0 5.958743e-01 1 
BMS_054_TS1 32 1.320038e+02 Doritosranch.bmp 0 7.691947e-01 1 
BMS_054_TS1 33 1.340072e+02 MrGoodbar.bmp 0 6.218093e-01 1 
BMS_054_TS1 34 1.400005e+02 AnimalCrackers.bmp 0 7.004033e-01 1 
BMS_054_TS1 35 1.440084e+02 FlamingCheetos.bmp 0 7.485356e-01 1 
BMS_054_TS1 36 1.460106e+02 SourSkittles.bmp 0 7.943740e-01 1 
BMS_054_TS1 37 1.530057e+02 Jollyranchergreen.bmp 0 6.871914e-01 1 
BMS_054_TS1 38 1.560108e+02 Streusel.bmp 0 7.461896e-01 1 
BMS_054_TS1 39 1.600008e+02 FigNewton_small.bmp 0 7.641736e-01 1 
BMS_054_TS1 40 1.630059e+02 PopTartsCinnamon.bmp 0 6.391056e-01 1 
BMS_054_TS1 41 1.680143e+02 Cheezits.bmp 0 6.867367e-01 1 
BMS_054_TS1 42 1.700009e+02 Hersheykisses.bmp 0 6.840671e-01 1 
BMS_054_TS1 43 1.720043e+02 Skittles.bmp 0 6.486601e-01 1 
BMS_054_TS1 44 1.760110e+02 CheesyDoritos.bmp 0 7.859133e-01 1 
BMS_054_TS1 45 1.860112e+02 Ghiradelli_milk_Almonds.bmp 1 8.657456e-01 1 
BMS_054_TS1 46 1.930063e+02 Whatchamacallit.bmp 0 9.426003e-01 1 
BMS_054_TS1 47 1.990163e+02 PeanutMMs.bmp 0 7.886381e-01 1 
BMS_054_TS1 48 2.030065e+02 Oreos.bmp 1 1.054484e+00 1 
BMS_054_TS1 49 2.050098e+02 Twix.bmp 1 1.019121e+00 1 
BMS_054_TS1 50 2.100015e+02 Cupcakes.bmp 1 8.994800e-01 1 
BMS_054_TS1 51 2.170133e+02 3Musketeers.bmp 0 9.036669e-01 1 
BMS_054_TS1 52 2.230067e+02 Fritos.bmp 1 1.118265e+00 1 
BMS_054_TS1 53 2.280151e+02 RitzBitz2.bmp 0 8.458199e-01 1 
BMS_054_TS1 54 2.310034e+02 Keeblerfudgestripes.bmp 0 5.455155e-01 1 
BMS_054_TS1 55 2.360118e+02 Almondjoy.bmp 1 8.491515e-01 1 
BMS_054_TS1 56 2.380152e+02 KitKat_small.bmp 0 7.977369e-01 1 
BMS_054_TS1 57 2.410036e+02 Laysclassic.bmp 0 6.813546e-01 1 
BMS_054_TS1 58 2.430070e+02 Chocolate_mm.bmp 0 5.339789e-01 1 
BMS_054_TS1 59 2.450103e+02 Milkduds.bmp 0 7.466624e-01 1 
BMS_054_TS1 60 2.480153e+02 Cheetos.bmp 0 9.416242e-01 1 
