subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_042_TS1 1 1 1 1 2.018741e+00 Almondjoy.bmp 3Musketeers.bmp 17 40 1 b 4 0 1006.87 1.30 1.04 
BMS_042_TS1 1 1 1 2 1.202252e+01 Sourpatch.bmp 100grand_small.bmp 22 44 1 y 4 1 1255.10 1.27 1.03 
BMS_042_TS1 1 1 1 3 1.502370e+01 Doritosranch.bmp Reeses.bmp 41 19 0 y 3 0 830.88 1.04 1.29 
BMS_042_TS1 1 1 1 4 1.802481e+01 Cheezits.bmp Twinkie.bmp 49 51 1 b 2 0 968.81 1.02 0.76 
BMS_042_TS1 1 1 1 5 2.202637e+01 PopTartsCinnamon.bmp Twinkie.bmp 46 51 1 b 2 0 1004.24 1.03 0.76 
BMS_042_TS1 1 1 1 6 2.602790e+01 SourSkittles.bmp ChipsAhoy_small.bmp 15 9 1 y 1 1 900.72 1.31 1.53 
BMS_042_TS1 1 1 1 7 3.001271e+01 Cupcakes.bmp Chocolate_mm.bmp 38 16 0 y 3 0 1019.92 1.05 1.31 
BMS_042_TS1 1 1 1 8 3.401424e+01 RitzBitz2.bmp Goldfish.bmp 13 11 0 x 1 999 999000.00 1.49 1.49 
BMS_042_TS1 1 1 1 9 4.001653e+01 Streusel.bmp CheesyDoritos.bmp 10 8 0 y 1 0 638.09 1.53 1.53 
BMS_042_TS1 1 1 1 10 4.401805e+01 Laffytaffyred_one.bmp PopTartsCinnamon.bmp 52 46 0 b 2 1 599.48 0.75 1.03 
BMS_042_TS1 1 1 1 11 4.701920e+01 Sourpatch.bmp Riprolls.bmp 22 39 1 b 4 0 785.42 1.27 1.05 
BMS_042_TS1 1 1 1 12 5.002035e+01 Milkduds.bmp Laffytaffyred_one.bmp 53 52 1 y 2 1 684.28 0.68 0.75 
BMS_042_TS1 1 1 1 13 5.402187e+01 100grand_small.bmp PayDay.bmp 44 21 0 b 4 1 775.75 1.03 1.27 
BMS_042_TS1 1 1 1 14 6.302531e+01 Fritos.bmp Chocolate_mm.bmp 45 16 0 y 3 0 680.24 1.03 1.31 
BMS_042_TS1 1 1 1 15 7.002798e+01 CheesyDoritos.bmp FamousAmos_small.bmp 8 14 1 b 1 0 572.64 1.53 1.48 
BMS_042_TS1 1 1 1 16 7.501326e+01 FigNewton_small.bmp BabyRuth.bmp 42 20 0 y 3 0 686.37 1.04 1.27 
BMS_042_TS1 1 1 1 17 7.901474e+01 Skittles.bmp 100grand_small.bmp 18 44 1 y 4 1 622.89 1.30 1.03 
BMS_042_TS1 1 1 1 18 8.201589e+01 Fritos.bmp MilkyWay.bmp 45 23 0 y 3 0 955.74 1.03 1.21 
BMS_042_TS1 1 1 1 19 8.601745e+01 RitzBitz2.bmp TeddyGrahamschocolate.bmp 13 12 0 y 1 0 749.17 1.49 1.49 
BMS_042_TS1 1 1 1 20 9.502085e+01 Streusel.bmp TeddyGrahamschocolate.bmp 10 12 0 y 1 0 766.78 1.53 1.49 
BMS_042_TS1 1 1 1 21 1.000228e+02 SnoBall.bmp PayDay.bmp 43 21 0 y 4 0 1097.87 1.04 1.27 
BMS_042_TS1 1 1 1 22 1.030239e+02 Goldfish.bmp FamousAmos_small.bmp 11 14 1 y 1 1 652.68 1.49 1.48 
