subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_034_TS1 1 1 2 1 2.022801e+00 Goldfish.bmp MilkyWay.bmp 41 19 0 y 3 0 853.20 0.61 1.50 
BMS_034_TS1 1 1 2 2 1.200796e+01 Cheetos.bmp FamousAmos_small.bmp 45 16 0 y 3 0 812.03 0.54 1.53 
BMS_034_TS1 1 1 2 3 1.501343e+01 Nutterbutter.bmp FigNewton_small.bmp 15 9 1 b 1 0 1193.61 1.74 2.03 
BMS_034_TS1 1 1 2 4 1.801906e+01 PeanutMMs.bmp Cheetos.bmp 23 45 1 b 3 0 931.98 1.18 0.54 
BMS_034_TS1 1 1 2 5 2.200967e+01 Lollipopred.bmp PeanutMMs.bmp 42 23 0 y 3 0 777.37 0.61 1.18 
BMS_034_TS1 1 1 2 6 2.601710e+01 Hersheykisses.bmp TeddyGrahamschocolate.bmp 22 43 1 y 4 1 883.94 1.37 0.56 
BMS_034_TS1 1 1 2 7 3.000779e+01 TeddyGrahamschocolate.bmp Keeblerfudgestripes.bmp 43 18 0 y 4 0 1345.25 0.56 1.52 
BMS_034_TS1 1 1 2 8 3.401527e+01 ChipsAhoy_small.bmp PopTartsStrawberry.bmp 11 13 1 y 1 1 1294.71 2.01 1.93 
BMS_034_TS1 1 1 2 9 4.000954e+01 Fritos.bmp Sourpatch.bmp 49 52 1 b 2 0 1025.46 0.34 0.03 
BMS_034_TS1 1 1 2 10 4.401693e+01 AnimalCrackers.bmp 3Musketeers.bmp 17 39 1 y 4 1 830.07 1.52 0.69 
BMS_034_TS1 1 1 2 11 4.702248e+01 Lollipopred.bmp MilkyWay.bmp 42 19 0 y 3 0 838.57 0.61 1.50 
BMS_034_TS1 1 1 2 12 5.001141e+01 Milkduds.bmp SnoBall.bmp 48 50 0 x 2 999 999000.00 0.42 0.31 
BMS_034_TS1 1 1 2 13 5.401878e+01 Goldfish.bmp FamousAmos_small.bmp 41 16 0 y 3 0 765.26 0.61 1.53 
BMS_034_TS1 1 1 2 14 6.301872e+01 Funyuns_small.bmp SnoBall.bmp 47 50 0 y 2 0 694.32 0.45 0.31 
BMS_034_TS1 1 1 2 15 7.001499e+01 Ghiradelli_milk_Almonds.bmp Reeses.bmp 8 14 1 b 1 0 674.05 2.04 1.90 
BMS_034_TS1 1 1 2 16 7.500746e+01 AnimalCrackers.bmp TeddyGrahamschocolate.bmp 17 43 1 y 4 1 719.55 1.52 0.56 
BMS_034_TS1 1 1 2 17 7.901488e+01 Cheetos.bmp KitKat_small.bmp 45 20 0 y 3 0 884.16 0.54 1.49 
BMS_034_TS1 1 1 2 18 8.202044e+01 Twix.bmp PopTartsStrawberry.bmp 12 13 1 b 1 0 783.61 2.01 1.93 
BMS_034_TS1 1 1 2 19 8.601112e+01 AnimalCrackers.bmp Jollyrancherred.bmp 17 44 1 b 4 0 1031.92 1.52 0.55 
BMS_034_TS1 1 1 2 20 9.501101e+01 Twix.bmp Reeses.bmp 12 14 1 b 1 0 790.04 2.01 1.90 
