subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_038_TS1 1 1 2 1 2.022190e+00 Slimjim.bmp Fritos.bmp 38 16 0 b 3 1 640.01 0.04 0.86 
BMS_038_TS1 1 1 2 2 1.200733e+01 Twinkie.bmp FamousAmos_small.bmp 11 9 1 y 1 1 1075.91 1.15 1.60 
BMS_038_TS1 1 1 2 3 1.501320e+01 Hersheymilk_several.bmp Cheetos.bmp 19 41 1 y 3 1 1321.98 0.10 0.03 
BMS_038_TS1 1 1 2 4 1.801835e+01 Dots_one.bmp Slimjim.bmp 23 38 1 y 3 1 631.89 0.07 0.04 
BMS_038_TS1 1 1 2 5 2.200910e+01 Fritos.bmp Ghiradelli_milk_Almonds.bmp 16 42 1 y 3 1 709.14 0.86 0.03 
BMS_038_TS1 1 1 2 6 2.601645e+01 SourSkittles.bmp Almondjoy.bmp 22 40 1 b 4 0 664.72 0.07 0.03 
BMS_038_TS1 1 1 2 7 3.000718e+01 Butterfinger.bmp TeddyGrahamschocolate.bmp 48 50 0 y 2 0 1141.00 0.03 0.03 
BMS_038_TS1 1 1 2 8 3.401457e+01 Cupcakes.bmp MilkyWay.bmp 51 49 0 y 2 0 1299.65 0.02 0.03 
BMS_038_TS1 1 1 2 9 4.000893e+01 ChipsAhoy_small.bmp Cheezits.bmp 15 13 1 b 1 0 1008.31 1.03 1.06 
BMS_038_TS1 1 1 2 10 4.401637e+01 Doritosranch.bmp FamousAmos_small.bmp 12 9 1 y 1 1 1040.87 1.12 1.60 
BMS_038_TS1 1 1 2 11 4.702190e+01 Oreos.bmp SnoBall.bmp 17 39 1 b 4 0 681.33 0.63 0.04 
BMS_038_TS1 1 1 2 12 5.001069e+01 FlamingCheetos.bmp Almondjoy.bmp 21 40 1 b 4 0 835.51 0.09 0.03 
BMS_038_TS1 1 1 2 13 5.401809e+01 Almondjoy.bmp Oreos.bmp 40 17 0 y 4 0 899.14 0.03 0.63 
BMS_038_TS1 1 1 2 14 6.301808e+01 RitzBitz2.bmp Reeses.bmp 10 8 0 y 1 0 584.12 1.57 2.01 
BMS_038_TS1 1 1 2 15 7.001432e+01 Streusel.bmp Snickers.bmp 20 45 1 y 3 1 1011.91 0.10 0.03 
BMS_038_TS1 1 1 2 16 7.502356e+01 Doritosranch.bmp RitzBitz2.bmp 12 10 1 b 1 0 1310.66 1.12 1.57 
BMS_038_TS1 1 1 2 17 7.901426e+01 3Musketeers.bmp Riprolls.bmp 47 53 0 y 2 0 824.97 0.03 0.02 
BMS_038_TS1 1 1 2 18 8.201975e+01 ChipsAhoy_small.bmp FamousAmos_small.bmp 15 9 1 y 1 1 1072.48 1.03 1.60 
BMS_038_TS1 1 1 2 19 8.601044e+01 RitzBitz2.bmp Twinkie.bmp 10 11 0 y 1 0 1059.73 1.57 1.15 
BMS_038_TS1 1 1 2 20 9.501044e+01 Cheezits.bmp Twinkie.bmp 13 11 0 y 1 0 800.80 1.06 1.15 
BMS_038_TS1 1 1 2 21 1.000196e+02 MilkyWay.bmp HoHo.bmp 49 52 1 b 2 0 791.55 0.03 0.02 
