subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_060_TS1 1 1 2 1 2.022428e+00 Keeblerfudgestripes.bmp HoHo.bmp 21 39 1 b 4 0 769.68 1.03 0.50 
BMS_060_TS1 1 1 2 2 1.102238e+01 TeddyGrahamschocolate.bmp FamousAmos_small.bmp 13 11 0 y 1 0 726.63 1.20 1.23 
BMS_060_TS1 1 1 2 3 1.401117e+01 Jollyranchergreen.bmp FrootLoops.bmp 52 46 0 y 2 0 639.90 0.06 0.39 
BMS_060_TS1 1 1 2 4 1.902044e+01 FigNewton_small.bmp KitKat_small.bmp 43 22 0 y 4 0 656.67 0.43 1.03 
BMS_060_TS1 1 1 2 5 2.802033e+01 HoHo.bmp Butterfinger.bmp 39 17 0 y 4 0 880.76 0.50 1.09 
BMS_060_TS1 1 1 2 6 3.401472e+01 Doritosranch.bmp MrGoodbar.bmp 20 45 1 b 3 0 718.39 1.05 0.40 
BMS_060_TS1 1 1 2 7 3.702036e+01 Skittles.bmp Oreos.bmp 41 23 0 y 3 0 572.75 0.48 1.00 
BMS_060_TS1 1 1 2 8 5.001090e+01 Hersheymilk_several.bmp FrootLoops.bmp 51 46 0 y 2 0 740.17 0.08 0.39 
BMS_060_TS1 1 1 2 9 6.001269e+01 BabyRuth.bmp PayDay.bmp 49 47 1 y 2 1 741.37 0.33 0.34 
BMS_060_TS1 1 1 2 10 6.502198e+01 Fritos.bmp PringlesRed.bmp 38 16 0 y 3 0 647.13 0.51 1.11 
BMS_060_TS1 1 1 2 11 6.801078e+01 Granolabar.bmp TeddyGrahamschocolate.bmp 8 13 1 b 1 0 691.28 1.27 1.20 
BMS_060_TS1 1 1 2 12 7.101637e+01 Granolabar.bmp Nutterbutter.bmp 8 9 1 y 1 1 810.74 1.27 1.26 
BMS_060_TS1 1 1 2 13 7.402198e+01 Hersheymilk_several.bmp Milkduds.bmp 51 50 0 y 2 0 856.06 0.08 0.12 
BMS_060_TS1 1 1 2 14 8.402365e+01 Butterfinger.bmp FigNewton_small.bmp 17 43 1 b 4 0 795.42 1.09 0.43 
BMS_060_TS1 1 1 2 15 8.701259e+01 MrGoodbar.bmp PringlesRed.bmp 45 16 0 y 3 0 790.48 0.40 1.11 
BMS_060_TS1 1 1 2 16 9.701439e+01 Hersheymilk_several.bmp BabyRuth.bmp 51 49 0 y 2 0 607.68 0.08 0.33 
BMS_060_TS1 1 1 2 17 1.000198e+02 CheesyDoritos.bmp FamousAmos_small.bmp 14 11 0 y 1 0 695.27 1.19 1.23 
BMS_060_TS1 1 1 2 18 1.030087e+02 AnimalCrackers.bmp Whatchamacallit.bmp 10 15 0 y 1 0 731.41 1.25 1.18 
BMS_060_TS1 1 1 2 19 1.070161e+02 Skittles.bmp PringlesRed.bmp 41 16 0 y 3 0 886.98 0.48 1.11 
BMS_060_TS1 1 1 2 20 1.110235e+02 Cupcakes.bmp 100grand_small.bmp 18 44 1 y 4 1 784.58 1.06 0.40 
BMS_060_TS1 1 1 2 21 1.150142e+02 Doritosranch.bmp Goldfish.bmp 20 42 1 b 3 0 760.89 1.05 0.47 
BMS_060_TS1 1 1 2 22 1.210086e+02 PayDay.bmp FrootLoops.bmp 47 46 0 b 2 1 1303.51 0.34 0.39 
BMS_060_TS1 1 1 2 23 1.250160e+02 CheesyDoritos.bmp Almondjoy.bmp 14 12 0 y 1 0 604.15 1.19 1.20 
BMS_060_TS1 1 1 2 24 1.340160e+02 Hersheymilk_several.bmp Lollipopred.bmp 51 53 0 y 2 0 968.11 0.08 0.05 
BMS_060_TS1 1 1 2 25 1.420141e+02 Fritos.bmp Laysclassic.bmp 38 19 0 b 3 1 1029.01 0.51 1.06 
BMS_060_TS1 1 1 2 26 1.460214e+02 PeanutMMs.bmp Lollipopred.bmp 48 53 0 b 2 1 777.71 0.34 0.05 
BMS_060_TS1 1 1 2 27 1.490102e+02 Almondjoy.bmp TeddyGrahamschocolate.bmp 12 13 1 b 1 0 771.82 1.20 1.20 
BMS_060_TS1 1 1 2 28 1.530177e+02 BabyRuth.bmp PeanutMMs.bmp 49 48 1 y 2 1 1084.42 0.33 0.34 
BMS_060_TS1 1 1 2 29 1.560232e+02 FigNewton_small.bmp Keeblerfudgestripes.bmp 43 21 0 y 4 0 797.84 0.43 1.03 
BMS_060_TS1 1 1 2 30 1.600139e+02 Skittles.bmp Doritosranch.bmp 41 20 0 y 3 0 704.16 0.48 1.05 
BMS_060_TS1 1 1 2 31 1.630194e+02 Jollyranchergreen.bmp Lollipopred.bmp 52 53 0 b 2 1 1015.64 0.06 0.05 
BMS_060_TS1 1 1 2 32 1.690139e+02 Lollipopred.bmp PayDay.bmp 53 47 1 y 2 1 602.10 0.05 0.34 
BMS_060_TS1 1 1 2 33 1.720194e+02 KitKat_small.bmp Cheezits.bmp 22 40 1 b 4 0 820.70 1.03 0.49 
BMS_060_TS1 1 1 2 34 1.760101e+02 KitKat_small.bmp 100grand_small.bmp 22 44 1 b 4 0 886.94 1.03 0.40 
BMS_060_TS1 1 1 2 35 1.810194e+02 Cheezits.bmp Butterfinger.bmp 40 17 0 y 4 0 743.75 0.49 1.09 
