subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_039_TS1 1 2 2 1 2.022795e+00 FamousAmos_small.bmp SourSkittles.bmp 39 22 0 b 3 1 877.77 0.51 0.78 
BMS_039_TS1 1 2 2 2 1.202453e+01 Whatchamacallit.bmp HoHo.bmp 9 8 1 b 1 0 880.97 1.31 1.31 
BMS_039_TS1 1 2 2 3 1.501345e+01 Sourpatch.bmp Slimjim.bmp 10 11 1 b 1 0 709.10 1.29 1.27 
BMS_039_TS1 1 2 2 4 1.801892e+01 100grand_small.bmp Keeblerfudgestripes.bmp 19 38 1 b 4 0 778.61 0.80 0.51 
BMS_039_TS1 1 2 2 5 2.200967e+01 Cheezits.bmp 3Musketeers.bmp 42 20 0 y 4 0 901.86 0.32 0.80 
BMS_039_TS1 1 2 2 6 2.601707e+01 FrootLoops.bmp Nutterbutter.bmp 12 13 0 y 1 0 865.46 1.07 1.07 
BMS_039_TS1 1 2 2 7 3.002440e+01 FrootLoops.bmp Granolabar.bmp 12 14 0 y 1 0 881.10 1.07 1.05 
BMS_039_TS1 1 2 2 8 3.401515e+01 Hersheykisses.bmp Laysclassic.bmp 46 52 0 b 2 1 950.42 0.28 0.09 
BMS_039_TS1 1 2 2 9 4.000953e+01 Laysclassic.bmp PayDay.bmp 52 50 1 y 2 1 1074.02 0.09 0.09 
BMS_039_TS1 1 2 2 10 4.401687e+01 BabyRuth.bmp FlamingCheetos.bmp 53 48 0 b 2 1 955.65 0.07 0.27 
BMS_039_TS1 1 2 2 11 4.702242e+01 MilkyWay.bmp Twix.bmp 40 18 0 y 3 0 916.14 0.34 0.81 
BMS_039_TS1 1 2 2 12 5.001127e+01 AnimalCrackers.bmp Laffytaffyred_one.bmp 47 49 1 b 2 0 837.26 0.27 0.27 
BMS_039_TS1 1 2 2 13 5.401873e+01 Twix.bmp Hersheymilk_several.bmp 18 44 1 b 3 0 583.78 0.81 0.30 
BMS_039_TS1 1 2 2 14 6.301860e+01 FigNewton_small.bmp Nutterbutter.bmp 15 13 0 b 1 1 810.93 1.02 1.07 
BMS_039_TS1 1 2 2 15 7.001490e+01 FlamingCheetos.bmp Hersheykisses.bmp 48 46 1 y 2 1 899.64 0.27 0.28 
BMS_039_TS1 1 2 2 16 7.502417e+01 FamousAmos_small.bmp Butterfinger.bmp 39 17 0 y 3 0 893.39 0.51 0.83 
BMS_039_TS1 1 2 2 17 7.901484e+01 Riprolls.bmp Keeblerfudgestripes.bmp 23 38 1 y 4 1 867.73 0.77 0.51 
BMS_039_TS1 1 2 2 18 8.202039e+01 AnimalCrackers.bmp BabyRuth.bmp 47 53 1 b 2 0 752.14 0.27 0.07 
BMS_039_TS1 1 2 2 19 8.601103e+01 RitzBitz2.bmp Laffytaffyred_one.bmp 51 49 1 b 2 0 622.50 0.09 0.27 
BMS_039_TS1 1 2 2 20 9.501098e+01 FrootLoops.bmp Whatchamacallit.bmp 12 9 0 y 1 0 676.56 1.07 1.31 
BMS_039_TS1 1 2 2 21 1.000203e+02 Hersheykisses.bmp RitzBitz2.bmp 46 51 0 b 2 1 887.24 0.28 0.09 
BMS_039_TS1 1 2 2 22 1.030091e+02 Sourpatch.bmp FrootLoops.bmp 10 12 1 b 1 0 947.43 1.29 1.07 
