subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_044_TS1 1 1 1 1 2.022638e+00 PeanutMMs.bmp HoHo.bmp 8 14 1 b 1 0 857.23 2.08 1.79 
BMS_044_TS1 1 1 1 2 1.102254e+01 Nutterbutter.bmp FamousAmos_small.bmp 12 13 1 y 1 1 898.31 1.88 1.85 
BMS_044_TS1 1 1 1 3 1.402809e+01 Keeblerfudgestripes.bmp Fritos.bmp 47 49 0 b 2 1 1138.78 0.86 0.79 
BMS_044_TS1 1 1 1 4 1.902109e+01 MrGoodbar.bmp Cheetos.bmp 53 48 1 b 2 0 717.75 0.71 0.82 
BMS_044_TS1 1 1 1 5 2.802056e+01 PopTartsCinnamon.bmp Doritosranch.bmp 20 45 1 b 3 0 870.31 1.72 0.90 
BMS_044_TS1 1 1 1 6 3.401495e+01 Cheezits.bmp Keeblerfudgestripes.bmp 50 47 1 b 2 0 961.92 0.78 0.86 
BMS_044_TS1 1 1 1 7 3.702102e+01 Hersheykisses.bmp MrGoodbar.bmp 51 53 0 y 2 0 774.81 0.78 0.71 
BMS_044_TS1 1 1 1 8 5.002783e+01 Whatchamacallit.bmp Skittles.bmp 16 38 1 b 3 0 1020.98 1.79 1.15 
BMS_044_TS1 1 1 1 9 6.002954e+01 Cheetos.bmp Fritos.bmp 48 49 0 b 2 1 803.29 0.82 0.79 
BMS_044_TS1 1 1 1 10 6.502219e+01 PeanutMMs.bmp FamousAmos_small.bmp 8 13 1 b 1 0 730.64 2.08 1.85 
BMS_044_TS1 1 1 1 11 6.802768e+01 CheesyDoritos.bmp PringlesRed.bmp 22 39 1 b 4 0 1239.14 1.53 1.05 
BMS_044_TS1 1 1 1 12 7.101648e+01 Sourpatch.bmp Whatchamacallit.bmp 41 16 0 y 3 0 764.35 1.02 1.79 
BMS_044_TS1 1 1 1 13 7.402202e+01 Reeses.bmp Nutterbutter.bmp 9 12 0 b 1 1 831.76 2.01 1.88 
BMS_044_TS1 1 1 1 14 8.402381e+01 Granolabar.bmp PopTartsStrawberry.bmp 11 10 1 b 1 0 1232.03 1.89 1.97 
BMS_044_TS1 1 1 1 15 8.702934e+01 FigNewton_small.bmp Twix.bmp 52 46 0 b 2 1 1210.45 0.77 0.88 
BMS_044_TS1 1 1 1 16 9.703114e+01 TeddyGrahamschocolate.bmp BabyRuth.bmp 42 19 0 y 3 0 1192.70 0.95 1.73 
BMS_044_TS1 1 1 1 17 1.000200e+02 CheesyDoritos.bmp Chocolate_mm.bmp 22 44 1 b 4 0 1073.78 1.53 0.91 
BMS_044_TS1 1 1 1 18 1.030256e+02 Cheezits.bmp FigNewton_small.bmp 50 52 1 b 2 0 914.25 0.78 0.77 
BMS_044_TS1 1 1 1 19 1.070163e+02 Sourpatch.bmp PopTartsCinnamon.bmp 41 20 0 y 3 0 996.56 1.02 1.72 
BMS_044_TS1 1 1 1 20 1.110236e+02 FamousAmos_small.bmp Jollyranchergreen.bmp 13 15 0 b 1 1 1353.20 1.85 1.79 
BMS_044_TS1 1 1 1 21 1.150311e+02 Whatchamacallit.bmp TeddyGrahamschocolate.bmp 16 42 1 b 3 0 759.77 1.79 0.95 
BMS_044_TS1 1 1 1 22 1.210255e+02 CheesyDoritos.bmp SnoBall.bmp 22 43 1 b 4 0 983.41 1.53 0.93 
BMS_044_TS1 1 1 1 23 1.250161e+02 PringlesRed.bmp PayDay.bmp 39 17 0 y 4 0 1243.71 1.05 1.75 
BMS_044_TS1 1 1 1 24 1.340161e+02 Doritosranch.bmp BabyRuth.bmp 45 19 0 y 3 0 712.76 0.90 1.73 
BMS_044_TS1 1 1 1 25 1.420308e+02 Hersheykisses.bmp Twix.bmp 51 46 0 y 2 0 763.06 0.78 0.88 
BMS_044_TS1 1 1 1 26 1.460216e+02 Reeses.bmp PeanutMMs.bmp 9 8 0 b 1 1 1044.28 2.01 2.08 
BMS_044_TS1 1 1 1 27 1.490271e+02 MrGoodbar.bmp Keeblerfudgestripes.bmp 53 47 1 b 2 0 839.70 0.71 0.86 
