subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BMS_057_TS1 1 2 1 1 2.005670e+00 Hersheymilk_several.bmp SnoBall.bmp 49 51 0 b 2 1 1077.70 0.74 0.72 
BMS_057_TS1 1 2 1 2 1.200746e+01 Snickers.bmp Reeses.bmp 17 44 1 b 3 0 1143.91 1.52 0.80 
BMS_057_TS1 1 2 1 3 1.501301e+01 Chocolate_mm.bmp Butterfinger.bmp 39 21 0 y 3 0 995.37 1.02 1.47 
BMS_057_TS1 1 2 1 4 1.801859e+01 Cupcakes.bmp Jollyranchergreen.bmp 48 53 1 y 2 1 1333.81 0.75 0.65 
BMS_057_TS1 1 2 1 5 2.200924e+01 Streusel.bmp Chocolate_mm.bmp 18 39 1 b 3 0 953.16 1.52 1.02 
BMS_057_TS1 1 2 1 6 2.601669e+01 Milano.bmp Cupcakes.bmp 50 48 0 b 2 1 1121.68 0.73 0.75 
BMS_057_TS1 1 2 1 7 3.000739e+01 Jollyranchergreen.bmp Jollyrancherred.bmp 53 52 0 y 2 0 1061.95 0.65 0.65 
BMS_057_TS1 1 2 1 8 3.401479e+01 BabyRuth.bmp MrGoodbar.bmp 19 38 1 b 4 0 1328.61 1.48 1.05 
BMS_057_TS1 1 2 1 9 4.000910e+01 Funyuns_small.bmp Streusel.bmp 40 18 0 y 3 0 1069.31 1.00 1.52 
BMS_057_TS1 1 2 1 10 4.401650e+01 FlamingCheetos.bmp Keeblerfudgestripes.bmp 8 14 0 y 1 0 1198.85 1.67 1.59 
BMS_057_TS1 1 2 1 11 4.700541e+01 Cheetos.bmp Laffytaffyred_one.bmp 16 45 1 b 4 0 1318.98 1.53 0.79 
BMS_057_TS1 1 2 1 12 5.001096e+01 MrGoodbar.bmp Whatchamacallit.bmp 38 23 0 y 4 0 1103.45 1.05 1.45 
BMS_057_TS1 1 2 1 13 5.401830e+01 FigNewton_small.bmp Cheetos.bmp 41 16 0 y 4 0 1090.08 0.98 1.53 
BMS_057_TS1 1 2 1 14 6.301824e+01 Oreos.bmp Reeses.bmp 22 44 1 b 3 0 1214.12 1.47 0.80 
BMS_057_TS1 1 2 1 15 7.001455e+01 HoHo.bmp Oreos.bmp 43 22 0 y 3 0 1103.86 0.82 1.47 
BMS_057_TS1 1 2 1 16 7.500707e+01 3Musketeers.bmp RitzBitz2.bmp 15 9 0 y 1 0 1180.32 1.55 1.67 
BMS_057_TS1 1 2 1 17 7.901451e+01 TeddyGrahamschocolate.bmp FrootLoops.bmp 47 46 1 b 2 0 1014.84 0.76 0.79 
BMS_057_TS1 1 2 1 18 8.200332e+01 Butterfinger.bmp Funyuns_small.bmp 21 40 1 b 3 0 955.08 1.47 1.00 
BMS_057_TS1 1 2 1 19 8.601070e+01 Riprolls.bmp 100grand_small.bmp 42 20 0 y 4 0 1076.63 0.87 1.47 
BMS_057_TS1 1 2 1 20 9.501064e+01 Whatchamacallit.bmp Riprolls.bmp 23 42 1 b 4 0 976.71 1.45 0.87 
BMS_057_TS1 1 2 1 21 1.000032e+02 Streusel.bmp HoHo.bmp 18 43 1 b 3 0 999.20 1.52 0.82 
BMS_057_TS1 1 2 1 22 1.030087e+02 PayDay.bmp FlamingCheetos.bmp 10 8 1 y 1 1 1087.57 1.62 1.67 
BMS_057_TS1 1 2 1 23 1.060143e+02 TeddyGrahamschocolate.bmp Jollyranchergreen.bmp 47 53 1 y 2 1 1038.05 0.76 0.65 
BMS_057_TS1 1 2 1 24 1.100049e+02 Cheetos.bmp Riprolls.bmp 16 42 1 b 4 0 1220.47 1.53 0.87 
BMS_057_TS1 1 2 1 25 1.130105e+02 100grand_small.bmp FigNewton_small.bmp 20 41 1 b 4 0 1174.83 1.47 0.98 
BMS_057_TS1 1 2 1 26 1.160160e+02 Granolabar.bmp RitzBitz2.bmp 11 9 0 y 1 0 1058.36 1.61 1.67 
BMS_057_TS1 1 2 1 27 1.250160e+02 100grand_small.bmp MrGoodbar.bmp 20 38 1 b 4 0 1159.38 1.47 1.05 
BMS_057_TS1 1 2 1 28 1.280049e+02 Jollyrancherred.bmp FrootLoops.bmp 52 46 1 b 2 0 1057.50 0.65 0.79 
BMS_057_TS1 1 2 1 29 1.320122e+02 Riprolls.bmp BabyRuth.bmp 42 19 0 y 4 0 914.16 0.87 1.48 
BMS_057_TS1 1 2 1 30 1.370048e+02 KitKat_small.bmp Keeblerfudgestripes.bmp 12 14 0 y 1 0 1290.59 1.61 1.59 
BMS_057_TS1 1 2 1 31 1.500121e+02 FigNewton_small.bmp Whatchamacallit.bmp 41 23 0 y 4 0 1116.28 0.98 1.45 
BMS_057_TS1 1 2 1 32 1.530176e+02 Laffytaffyred_one.bmp 100grand_small.bmp 45 20 0 y 4 0 833.74 0.79 1.47 
BMS_057_TS1 1 2 1 33 1.560065e+02 Snickers.bmp HoHo.bmp 17 43 1 b 3 0 937.88 1.52 0.82 
BMS_057_TS1 1 2 1 34 1.620176e+02 Keeblerfudgestripes.bmp Granolabar.bmp 14 11 1 x 1 999 999000.00 1.59 1.61 
BMS_057_TS1 1 2 1 35 1.660083e+02 PopTartsCinnamon.bmp Granolabar.bmp 13 11 1 y 1 1 953.10 1.60 1.61 
BMS_057_TS1 1 2 1 36 1.700157e+02 Whatchamacallit.bmp Laffytaffyred_one.bmp 23 45 1 b 4 0 622.69 1.45 0.79 
BMS_057_TS1 1 2 1 37 1.730046e+02 PopTartsCinnamon.bmp FlamingCheetos.bmp 13 8 1 y 1 1 710.83 1.60 1.67 
BMS_057_TS1 1 2 1 38 1.790157e+02 BabyRuth.bmp Laffytaffyred_one.bmp 19 45 1 b 4 0 627.72 1.48 0.79 
BMS_057_TS1 1 2 1 39 1.830064e+02 HoHo.bmp Butterfinger.bmp 43 21 0 y 3 0 887.05 0.82 1.47 
BMS_057_TS1 1 2 1 40 1.890174e+02 SnoBall.bmp Jollyranchergreen.bmp 51 53 1 y 2 1 798.97 0.72 0.65 
BMS_057_TS1 1 2 1 41 1.940100e+02 FigNewton_small.bmp BabyRuth.bmp 41 19 0 y 4 0 840.36 0.98 1.48 
BMS_057_TS1 1 2 1 42 2.040118e+02 Milano.bmp SnoBall.bmp 50 51 0 b 2 1 913.57 0.73 0.72 
BMS_057_TS1 1 2 1 43 2.140136e+02 Milano.bmp Jollyrancherred.bmp 50 52 0 b 2 1 1042.79 0.73 0.65 
BMS_057_TS1 1 2 1 44 2.220117e+02 Cheetos.bmp MrGoodbar.bmp 16 38 1 b 4 0 1002.73 1.53 1.05 
BMS_057_TS1 1 2 1 45 2.260190e+02 3Musketeers.bmp PopTartsCinnamon.bmp 15 13 0 y 1 0 1040.40 1.55 1.60 
BMS_057_TS1 1 2 1 46 2.290079e+02 Chocolate_mm.bmp Snickers.bmp 39 17 0 y 3 0 795.55 1.02 1.52 
BMS_057_TS1 1 2 1 47 2.320135e+02 RitzBitz2.bmp KitKat_small.bmp 9 12 1 b 1 0 956.90 1.67 1.61 
BMS_057_TS1 1 2 1 48 2.350190e+02 Oreos.bmp Chocolate_mm.bmp 22 39 1 b 3 0 639.39 1.47 1.02 
BMS_057_TS1 1 2 1 49 2.430171e+02 Snickers.bmp Funyuns_small.bmp 17 40 1 b 3 0 1138.26 1.52 1.00 
BMS_057_TS1 1 2 1 50 2.460059e+02 PayDay.bmp KitKat_small.bmp 10 12 1 b 1 0 893.45 1.62 1.61 
BMS_057_TS1 1 2 1 51 2.540040e+02 Cupcakes.bmp FrootLoops.bmp 48 46 1 b 2 0 817.30 0.75 0.79 
BMS_057_TS1 1 2 1 52 2.610170e+02 Reeses.bmp Butterfinger.bmp 44 21 0 b 3 1 882.37 0.80 1.47 
BMS_057_TS1 1 2 1 53 2.640059e+02 Streusel.bmp Reeses.bmp 18 44 1 b 3 0 946.55 1.52 0.80 
BMS_057_TS1 1 2 1 54 2.710188e+02 Granolabar.bmp PayDay.bmp 11 10 0 y 1 0 912.58 1.61 1.62 
BMS_057_TS1 1 2 1 55 2.750094e+02 FrootLoops.bmp SnoBall.bmp 46 51 0 y 2 0 944.94 0.79 0.72 
BMS_057_TS1 1 2 1 56 2.840093e+02 KitKat_small.bmp PopTartsCinnamon.bmp 12 13 0 y 1 0 923.02 1.61 1.60 
BMS_057_TS1 1 2 1 57 2.880167e+02 TeddyGrahamschocolate.bmp Milano.bmp 47 50 1 b 2 0 1086.66 0.76 0.73 
BMS_057_TS1 1 2 1 58 3.020092e+02 Hersheymilk_several.bmp Cupcakes.bmp 49 48 0 b 2 1 1462.15 0.74 0.75 
BMS_057_TS1 1 2 1 59 3.050148e+02 FlamingCheetos.bmp RitzBitz2.bmp 8 9 0 y 1 0 766.62 1.67 1.67 
BMS_057_TS1 1 2 1 60 3.080036e+02 3Musketeers.bmp PayDay.bmp 15 10 0 y 1 0 962.75 1.55 1.62 
BMS_057_TS1 1 2 1 61 3.110092e+02 Hersheymilk_several.bmp Jollyrancherred.bmp 49 52 0 y 2 0 920.16 0.74 0.65 
BMS_057_TS1 1 2 1 62 3.140148e+02 3Musketeers.bmp Keeblerfudgestripes.bmp 15 14 0 y 1 0 1048.61 1.55 1.59 
BMS_057_TS1 1 2 1 63 3.170036e+02 TeddyGrahamschocolate.bmp Hersheymilk_several.bmp 47 49 1 y 2 1 823.73 0.76 0.74 
BMS_057_TS1 1 2 1 64 3.200092e+02 Funyuns_small.bmp Oreos.bmp 40 22 0 y 3 0 625.20 1.00 1.47 
