subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
n_208	 2	 5	 1	 1	 1	 3.443263e-02	 1274.jpg	 i	 3.381903e+00	 48	 1	 
n_208	 2	 36	 2	 0	 0	 4.501075e+00	 2700.jpg	 u	 1.283264e+00	 0	 0	 
n_208	 2	 21	 3	 1	 1	 6.867695e+00	 9341.jpg	 i	 6.286192e-01	 18	 0	 
n_208	 2	 14	 4	 1	 1	 1.255120e+01	 6821.jpg	 i	 7.850077e-01	 12	 0	 
n_208	 2	 32	 5	 0	 0	 1.441755e+01	 1205.jpg	 u	 7.106302e-01	 0	 0	 
n_208	 2	 50	 6	 0	 0	 1.620090e+01	 9320.jpg	 u	 8.152458e-01	 0	 0	 
n_208	 2	 16	 7	 1	 1	 1.810086e+01	 7078.jpg	 i	 8.513233e-01	 43	 1	 
n_208	 2	 26	 8	 1	 1	 2.003418e+01	 9561.jpg	 i	 5.019303e-01	 6	 0	 
n_208	 2	 1	 9	 1	 1	 2.161744e+01	 1000.jpg	 i	 6.466321e-01	 51	 1	 
n_208	 2	 33	 10	 0	 0	 2.333409e+01	 1280.jpg	 u	 6.579649e-01	 0	 0	 
n_208	 2	 27	 11	 1	 1	 2.806741e+01	 9600.jpg	 i	 6.606275e-01	 14	 1	 
n_208	 2	 35	 12	 0	 0	 2.980067e+01	 2590.jpg	 u	 6.073432e-01	 0	 0	 
n_208	 2	 44	 13	 0	 0	 3.446732e+01	 9031.jpg	 u	 8.206321e-01	 0	 0	 
n_208	 2	 19	 14	 1	 1	 3.636730e+01	 9321.jpg	 i	 6.325793e-01	 44	 0	 
n_208	 2	 23	 15	 1	 1	 3.808390e+01	 9390.jpg	 i	 5.479640e-01	 45	 0	 
n_208	 2	 49	 16	 0	 0	 3.971725e+01	 9295.jpg	 u	 8.346329e-01	 0	 0	 
n_208	 2	 22	 17	 1	 1	 4.463381e+01	 9373.jpg	 i	 7.499735e-01	 46	 1	 
n_208	 2	 8	 18	 1	 1	 4.646716e+01	 2457.jpg	 i	 5.486350e-01	 11	 1	 
n_208	 2	 20	 19	 1	 1	 4.810043e+01	 9325.jpg	 i	 6.593374e-01	 56	 0	 
n_208	 2	 31	 20	 0	 0	 4.983378e+01	 1110.jpg	 u	 6.219767e-01	 0	 0	 
n_208	 2	 52	 21	 0	 0	 5.153371e+01	 9330.jpg	 u	 7.619753e-01	 0	 0	 
n_208	 2	 55	 22	 0	 0	 5.336708e+01	 9905.jpg	 u	 5.446102e-01	 0	 0	 
n_208	 2	 9	 23	 1	 1	 6.096721e+01	 2683.jpg	 i	 9.123362e-01	 15	 0	 
n_208	 2	 41	 24	 0	 0	 6.295023e+01	 6211.jpg	 u	 7.213419e-01	 0	 0	 
n_208	 2	 6	 25	 1	 1	 6.475020e+01	 1304.jpg	 i	 8.733484e-01	 7	 0	 
n_208	 2	 39	 26	 0	 0	 6.670018e+01	 3230.jpg	 u	 7.313463e-01	 0	 0	 
n_208	 2	 2	 27	 1	 1	 7.051680e+01	 1001.jpg	 i	 1.410658e+00	 54	 1	 
n_208	 2	 43	 28	 0	 0	 7.300021e+01	 7380.jpg	 u	 9.751831e-01	 0	 0	 
n_208	 2	 3	 29	 1	 1	 7.803365e+01	 1111.jpg	 i	 6.456843e-01	 53	 0	 
n_208	 2	 24	 30	 1	 1	 7.975006e+01	 9427.jpg	 i	 1.009238e+00	 16	 1	 
n_208	 2	 29	 31	 0	 0	 8.183331e+01	 1003.jpg	 u	 8.300111e-01	 0	 0	 
n_208	 2	 48	 32	 0	 0	 8.373334e+01	 9280.jpg	 u	 8.019680e-01	 0	 0	 
n_208	 2	 13	 33	 1	 1	 8.561664e+01	 6571.jpg	 i	 6.945951e-01	 17	 1	 
n_208	 2	 51	 34	 0	 0	 9.038320e+01	 9326.jpg	 u	 8.719694e-01	 0	 0	 
n_208	 2	 25	 35	 1	 1	 9.233317e+01	 9495.jpg	 i	 8.100460e-01	 10	 0	 
n_208	 2	 18	 36	 1	 1	 9.421648e+01	 9301.jpg	 i	 1.278633e+00	 55	 0	 
n_208	 2	 37	 37	 0	 0	 9.656649e+01	 2900.jpg	 u	 6.246375e-01	 0	 0	 
n_208	 2	 10	 38	 1	 1	 9.826642e+01	 2691.jpg	 i	 7.326388e-01	 8	 1	 
n_208	 2	 7	 39	 1	 1	 1.000831e+02	 2455.jpg	 i	 6.439268e-01	 13	 0	 
n_208	 2	 4	 40	 1	 1	 1.017997e+02	 1271.jpg	 i	 7.512967e-01	 47	 0	 
n_208	 2	 40	 41	 0	 0	 1.036330e+02	 3500.jpg	 u	 9.019728e-01	 0	 0	 
n_208	 2	 56	 42	 0	 0	 1.115832e+02	 9941.jpg	 u	 8.716788e-01	 0	 0	 
n_208	 2	 45	 43	 0	 0	 1.135329e+02	 9043.jpg	 u	 6.180245e-01	 0	 0	 
n_208	 2	 53	 44	 0	 0	 1.152329e+02	 9423.jpg	 u	 6.619770e-01	 0	 0	 
n_208	 2	 28	 45	 1	 1	 1.199662e+02	 9622.jpg	 i	 7.766396e-01	 5	 0	 
n_208	 2	 38	 46	 0	 0	 1.218161e+02	 3180.jpg	 u	 7.666700e-01	 0	 0	 
n_208	 2	 47	 47	 0	 0	 1.236662e+02	 9254.jpg	 u	 1.012521e+00	 0	 0	 
n_208	 2	 15	 48	 1	 1	 1.257494e+02	 6836.jpg	 i	 7.053468e-01	 9	 1	 
n_208	 2	 30	 49	 0	 0	 1.275327e+02	 1004.jpg	 u	 5.699695e-01	 0	 0	 
n_208	 2	 12	 50	 1	 1	 1.291827e+02	 3160.jpg	 i	 7.119746e-01	 52	 0	 
n_208	 2	 46	 51	 0	 0	 1.309660e+02	 9090.jpg	 u	 8.806817e-01	 0	 0	 
n_208	 2	 54	 52	 0	 0	 1.329327e+02	 9429.jpg	 u	 7.379194e-01	 0	 0	 
n_208	 2	 42	 53	 0	 0	 1.347493e+02	 6313.jpg	 u	 5.053210e-01	 0	 0	 
n_208	 2	 17	 54	 1	 0	 1.363326e+02	 9290.jpg	 u	 3.305976e+00	 49	 1	 
n_208	 2	 11	 55	 1	 1	 1.407159e+02	 3103.jpg	 i	 6.506477e-01	 50	 0	 
n_208	 2	 34	 56	 0	 0	 1.454491e+02	 1302.jpg	 u	 7.332841e-01	 0	 0	 
