subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
N_223	 1	 16	 1	 1	 1	 3.021492e+00	 9290.jpg	 u	 2.769885e+00	 17	 0	 
N_223	 1	 5	 2	 1	 1	 6.871227e+00	 2456.jpg	 u	 1.448151e+00	 5	 0	 
N_223	 1	 12	 3	 1	 1	 9.404472e+00	 8480.jpg	 u	 1.538836e+00	 54	 0	 
N_223	 1	 18	 4	 1	 1	 1.202114e+01	 9321.jpg	 u	 8.261437e-01	 45	 1	 
N_223	 1	 3	 5	 1	 1	 1.392113e+01	 1271.jpg	 u	 1.470163e+00	 8	 0	 
N_223	 1	 53	 6	 0	 0	 1.845462e+01	 9423.jpg	 i	 9.845736e-01	 0	 0	 
N_223	 1	 10	 7	 1	 1	 2.052103e+01	 6821.jpg	 u	 1.046173e+00	 14	 0	 
N_223	 1	 50	 8	 0	 0	 2.263762e+01	 9320.jpg	 i	 1.009553e+00	 0	 0	 
N_223	 1	 13	 9	 1	 1	 2.472097e+01	 9008.jpg	 u	 7.825327e-01	 49	 0	 
N_223	 1	 23	 10	 1	 1	 2.658761e+01	 9395.jpg	 u	 9.314827e-01	 13	 1	 
N_223	 1	 17	 11	 1	 1	 2.860419e+01	 9301.jpg	 u	 1.122907e+00	 56	 0	 
N_223	 1	 30	 12	 0	 0	 3.080420e+01	 1004.jpg	 i	 7.308721e-01	 0	 0	 
N_223	 1	 33	 13	 0	 0	 3.262084e+01	 1280.jpg	 i	 7.221751e-01	 0	 0	 
N_223	 1	 32	 14	 0	 0	 3.442081e+01	 1205.jpg	 i	 5.542170e-01	 0	 0	 
N_223	 1	 55	 15	 0	 0	 3.605408e+01	 9905.jpg	 i	 7.289230e-01	 0	 0	 
N_223	 1	 56	 16	 0	 0	 3.785406e+01	 9941.jpg	 i	 7.048952e-01	 0	 0	 
N_223	 1	 14	 17	 1	 1	 3.963742e+01	 9042.jpg	 u	 8.255356e-01	 52	 1	 
N_223	 1	 25	 18	 1	 1	 4.153734e+01	 9490.jpg	 u	 9.735899e-01	 44	 1	 
N_223	 1	 2	 19	 1	 1	 4.657064e+01	 1001.jpg	 u	 1.076215e+00	 53	 1	 
N_223	 1	 37	 20	 0	 0	 4.872063e+01	 2900.jpg	 i	 1.470205e+00	 0	 0	 
N_223	 1	 8	 21	 1	 1	 5.127057e+01	 6562.jpg	 u	 1.288192e+00	 7	 1	 
N_223	 1	 42	 22	 0	 0	 5.363721e+01	 6313.jpg	 i	 9.535187e-01	 0	 0	 
N_223	 1	 28	 23	 1	 1	 5.567051e+01	 9930.jpg	 u	 9.681906e-01	 12	 1	 
N_223	 1	 29	 24	 0	 0	 5.772048e+01	 1003.jpg	 i	 7.581955e-01	 0	 0	 
N_223	 1	 9	 25	 1	 1	 5.955379e+01	 6570.JPG	 u	 1.100909e+00	 15	 1	 
N_223	 1	 34	 26	 0	 0	 6.373702e+01	 1302.jpg	 i	 1.237617e+00	 0	 0	 
N_223	 1	 4	 27	 1	 1	 6.605370e+01	 2039.jpg	 u	 1.176903e+00	 18	 1	 
N_223	 1	 26	 28	 1	 1	 6.830362e+01	 9495.jpg	 u	 1.278945e+00	 46	 0	 
N_223	 1	 35	 29	 0	 0	 7.065363e+01	 2590.jpg	 i	 7.208810e-01	 0	 0	 
N_223	 1	 31	 30	 0	 0	 7.245360e+01	 1110.jpg	 i	 8.568835e-01	 0	 0	 
N_223	 1	 52	 31	 0	 0	 7.438687e+01	 9330.jpg	 i	 9.715843e-01	 0	 0	 
N_223	 1	 39	 32	 0	 0	 8.242036e+01	 3230.jpg	 i	 1.082030e+00	 0	 0	 
N_223	 1	 45	 33	 0	 0	 8.458672e+01	 9043.jpg	 i	 5.956094e-01	 0	 0	 
N_223	 1	 49	 34	 0	 0	 8.625340e+01	 9295.jpg	 i	 9.449326e-01	 0	 0	 
N_223	 1	 36	 35	 0	 0	 8.827003e+01	 2700.jpg	 i	 9.282399e-01	 0	 0	 
N_223	 1	 48	 36	 0	 0	 9.226994e+01	 9280.jpg	 i	 1.104277e+00	 0	 0	 
N_223	 1	 22	 37	 1	 1	 9.743657e+01	 9373.jpg	 u	 8.175833e-01	 51	 0	 
N_223	 1	 1	 38	 1	 1	 9.933655e+01	 1000.jpg	 u	 1.349605e+00	 55	 0	 
N_223	 1	 47	 39	 0	 0	 1.017698e+02	 9254.jpg	 i	 6.922576e-01	 0	 0	 
N_223	 1	 43	 40	 0	 0	 1.035365e+02	 7380.jpg	 i	 8.135927e-01	 0	 0	 
N_223	 1	 20	 41	 1	 1	 1.054364e+02	 9325.jpg	 u	 8.016758e-01	 47	 1	 
N_223	 1	 44	 42	 0	 0	 1.073198e+02	 9031.jpg	 i	 6.463081e-01	 0	 0	 
N_223	 1	 21	 43	 1	 1	 1.090364e+02	 9340.jpg	 u	 1.041678e+00	 9	 0	 
N_223	 1	 41	 44	 0	 0	 1.111530e+02	 6211.jpg	 i	 1.580959e+00	 0	 0	 
N_223	 1	 24	 45	 1	 1	 1.138197e+02	 9425.jpg	 u	 1.266254e+00	 43	 0	 
N_223	 1	 46	 46	 0	 0	 1.161696e+02	 9090.jpg	 i	 6.923035e-01	 0	 0	 
N_223	 1	 11	 47	 1	 1	 1.179363e+02	 7359.jpg	 u	 8.615899e-01	 10	 1	 
N_223	 1	 38	 48	 0	 0	 1.228531e+02	 3180.jpg	 i	 9.847009e-01	 0	 0	 
N_223	 1	 6	 49	 1	 1	 1.249195e+02	 2691.jpg	 u	 3.414280e+00	 16	 0	 
N_223	 1	 40	 50	 0	 0	 1.294195e+02	 3500.jpg	 i	 7.702862e-01	 0	 0	 
N_223	 1	 7	 51	 1	 1	 1.312694e+02	 6560.JPG	 u	 9.203727e-01	 48	 0	 
N_223	 1	 19	 52	 1	 1	 1.332694e+02	 9322.jpg	 u	 7.762854e-01	 50	 1	 
N_223	 1	 15	 53	 1	 1	 1.351194e+02	 9120.jpg	 u	 7.503348e-01	 6	 0	 
N_223	 1	 27	 54	 1	 1	 1.369527e+02	 9909.jpg	 u	 8.209685e-01	 11	 0	 
N_223	 1	 51	 55	 0	 0	 1.388526e+02	 9326.jpg	 i	 7.450570e-01	 0	 0	 
N_223	 1	 54	 56	 0	 0	 1.406693e+02	 9429.jpg	 i	 9.123091e-01	 0	 0	 
